dt,xi_x,xi_y,xi_z,dot_xi_x,dot_xi_y,dot_xi_z
0.01,-0.000661826,-0.000661583,3.973,-0.00529312,-0.00529015,0.00292587
0.01,-0.000672031,-0.000671784,3.973,-0.00538484,-0.0053817,0.00283337
0.01,-0.000682399,-0.000682147,3.973,-0.00548269,-0.00547941,0.0027256
0.01,-0.000692912,-0.000692656,3.973,-0.00557603,-0.00557262,0.00262547
0.01,-0.000703555,-0.000703293,3.97301,-0.00279165,-0.00278915,0.00251007
0.01,-0.000708407,-0.000708143,3.97301,0.000635818,0.000637144,0.00249863
0.01,-0.000707785,-0.00070752,3.97301,0.00419342,0.00419351,0.00236797
0.01,-0.000701987,-0.000701723,3.97301,0.00768179,0.00768065,0.00232601
0.01,-0.000690824,-0.000690562,3.97301,0.0109981,0.0109958,0.00227642
0.01,-0.000675046,-0.000674788,3.97301,0.0141639,0.0141605,0.00224209
0.01,-0.000654436,-0.000654185,3.97301,0.0142718,0.0142683,0.0021925
0.01,-0.000635614,-0.000635368,3.97301,0.0136034,0.0136002,0.00214291
0.01,-0.000618,-0.000617758,3.97301,0.0126371,0.0126343,0.00207806
0.01,-0.000601974,-0.000601735,3.97302,0.0116197,0.0116173,0.00207233
0.01,-0.000586964,-0.000586728,3.97302,0.0105907,0.0105887,0.00201416
0.01,-0.00057336,-0.000573127,3.97302,0.00962129,0.00961962,0.00196457
0.01,-0.000561077,-0.000560846,3.97302,0.00870962,0.00870831,0.00195789
0.01,-0.000549558,-0.000549329,3.97302,0.0078247,0.00782371,0.00189304
0.01,-0.000539205,-0.000538976,3.97302,0.00700973,0.00700904,0.001894
0.01,-0.000529943,-0.000529716,3.97302,0.00625186,0.00625146,0.00187969
0.01,-0.000521706,-0.000521478,3.97302,0.00554449,0.00554435,0.00183582
0.01,-0.000513949,-0.000513722,3.97302,0.00485496,0.00485505,0.00179291
0.01,-0.000507088,-0.000506861,3.97302,0.00422608,0.00422638,0.00180149
0.01,-0.000501065,-0.000500837,3.97302,0.00364508,0.00364559,0.00180244
0.01,-0.000495822,-0.000495594,3.97302,0.00310562,0.00310631,0.00176525
0.01,-0.000491308,-0.000491078,3.97302,0.00260398,0.00260484,0.0017662
0.01,-0.000487472,-0.000487241,3.97302,0.00213757,0.00213859,0.00175953
0.01,-0.000484267,-0.000484034,3.97302,0.00170426,0.00170541,0.00172234
0.01,-0.000481647,-0.000481412,3.97302,0.00130217,0.00130345,0.00169373
0.01,-0.00047957,-0.000479334,3.97302,0.00092957,0.000930956,0.00170898
0.01,-0.000477996,-0.000477757,3.97302,0.000584841,0.000586322,0.00169468
0.01,-0.000476886,-0.000476646,3.97302,0.000266429,0.000268009,0.00168037
0.01,-0.000476206,-0.000475963,3.97302,-2.69469e-05,-2.52891e-05,0.00165844
0.01,-0.00047592,-0.000475674,3.97302,-0.00031236,-0.000310617,0.00164413
0.01,-0.000476028,-0.00047578,3.97302,-0.00059402,-0.000592206,0.00163746
0.01,-0.00047653,-0.000476279,3.97302,-0.000873297,-0.000871414,0.00162315
0.01,-0.000477423,-0.00047717,3.97302,-0.0011504,-0.00114845,0.00161648
0.01,-0.000478705,-0.000478449,3.97302,-0.00142511,-0.00142308,0.00163841
0.01,-0.000480371,-0.000480113,3.97302,-0.00169696,-0.00169488,0.00165367
0.01,-0.000482419,-0.000482157,3.97302,-0.00196549,-0.00196336,0.00161648
0.01,-0.000484843,-0.000484578,3.97302,-0.00223017,-0.002228,0.00158691
0.01,-0.000487636,-0.000487368,3.97302,-0.00249049,-0.00248825,0.00158787
0.01,-0.000490793,-0.000490522,3.97302,-0.00274591,-0.00274364,0.0016098
0.01,-0.000494306,-0.000494032,3.97302,-0.00299593,-0.00299362,0.00160217
0.01,-0.000498168,-0.00049789,3.97302,-0.00324005,-0.00323771,0.00160313
0.01,-0.000502845,-0.000502564,3.97302,-0.00344919,-0.00344682,0.00157356
0.01,-0.000507853,-0.000507569,3.97302,-0.00366863,-0.00366625,0.0015955
0.01,-0.000513181,-0.000512893,3.97302,-0.00388762,-0.0038852,0.00160313
0.01,-0.000518818,-0.000518527,3.97302,-0.00410158,-0.00409915,0.00157356
0.01,-0.000524754,-0.00052446,3.97302,-0.00430843,-0.00430599,0.00155163
0.01,-0.000530976,-0.000530678,3.97302,-0.00450712,-0.00450468,0.00158119
0.01,-0.000537949,-0.000537647,3.97302,-0.00466835,-0.00466592,0.00157356
0.01,-0.000545183,-0.000544878,3.97302,-0.00483743,-0.00483499,0.00155163
0.01,-0.000552664,-0.000552355,3.97302,-0.00500365,-0.00500122,0.00158119
0.01,-0.000560378,-0.000560066,3.97302,-0.00516254,-0.00516012,0.00157356
0.01,-0.000568312,-0.000567996,3.97302,-0.00531209,-0.0053097,0.00155163
0.01,-0.000576926,-0.000576607,3.97302,-0.00542276,-0.0054204,0.00153732
0.01,-0.000585729,-0.000585407,3.97302,-0.00553979,-0.00553745,0.00158882
0.01,-0.000594705,-0.00059438,3.97302,-0.00565249,-0.00565019,0.00155926
0.01,-0.000603837,-0.000603509,3.97302,-0.00575649,-0.00575421,0.00153732
0.01,-0.000613588,-0.000613256,3.97303,-0.00582126,-0.00581905,0.00138378
0.01,-0.000623462,-0.000623127,3.97303,-0.00589177,-0.00588961,0.00125408
0.01,-0.000633443,-0.000633106,3.97303,-0.00595728,-0.00595515,0.00116062
0.01,-0.000643514,-0.000643174,3.97303,-0.0060134,-0.00601133,0.00106812
0.01,-0.000653658,-0.000653315,3.97303,-0.00605834,-0.00605633,0.000974655
0.01,-0.000664334,-0.000663988,3.97303,-0.00606272,-0.00606078,0.000918388
0.01,-0.000675048,-0.000674699,3.97304,-0.00607198,-0.0060701,0.000824928
0.01,-0.000685782,-0.00068543,3.97304,-0.00607565,-0.00607385,0.000782967
0.01,-0.000696518,-0.000696164,3.97304,-0.00606959,-0.00606786,0.000696182
0.01,-0.000707716,-0.000707359,3.97304,-0.00316001,-0.00315981,0.000668526
0.01,-0.000712989,-0.000712633,3.97304,0.0003701,0.000368468,0.000611305
0.01,-0.000712661,-0.000712309,3.97304,0.00401738,0.00401387,0.00053215
0.01,-0.000706567,-0.000706221,3.97304,0.00755785,0.00755254,0.000489235
0.01,-0.000695477,-0.00069514,3.97304,0.010965,0.0109579,0.000461578
0.01,-0.000679197,-0.000678872,3.97304,0.0141764,0.0141678,0.000470161
0.01,-0.000658473,-0.000658161,3.97304,0.0143658,0.014357,0.000434875
0.01,-0.000638977,-0.000638678,3.97304,0.0137331,0.0137246,0.000406265
0.01,-0.000621091,-0.000620803,3.97304,0.0128387,0.0128306,0.00036335
0.01,-0.000604245,-0.000603968,3.97304,0.0118477,0.0118402,0.000312805
0.01,-0.000588831,-0.000588565,3.97304,0.0108818,0.0108747,0.000328064
0.01,-0.000574289,-0.000574032,3.97305,0.00993053,0.00992386,0.00026226
0.01,-0.000561017,-0.000560769,3.97305,0.00904552,0.00903929,0.000278473
0.01,-0.00054894,-0.0005487,3.97305,0.00821722,0.00821141,0.000234604
0.01,-0.000537509,-0.000537277,3.97305,0.00741175,0.00740633,0.000234604
0.01,-0.000527134,-0.000526909,3.97305,0.00667135,0.0066663,0.000184059
0.01,-0.000517749,-0.000517532,3.97305,0.00598297,0.00597828,0.000199318
0.01,-0.000509294,-0.000509083,3.97305,0.00534009,0.00533572,0.000192642
0.01,-0.000501233,-0.000501028,3.97305,0.00471025,0.00470619,0.000156403
0.01,-0.000493988,-0.000493788,3.97305,0.00413649,0.00413274,0.000171661
0.01,-0.000487505,-0.00048731,3.97305,0.0036063,0.00360283,0.000149727
0.01,-0.000481735,-0.000481545,3.97305,0.00311357,0.00311037,0.000105858
0.01,-0.000476631,-0.000476445,3.97305,0.00265483,0.00265186,0.000128746
0.01,-0.000472147,-0.000471966,3.97305,0.00222766,0.00222495,0.000128746
0.01,-0.000468241,-0.000468063,3.97305,0.00183018,0.00182769,0.000106812
0.01,-0.000464873,-0.000464699,3.97305,0.00146072,0.00145844,7.05719e-05
0.01,-0.000462005,-0.000461833,3.97305,0.00111774,0.00111564,7.82013e-05
0.01,-0.000459599,-0.00045943,3.97305,0.000799756,0.000797862,8.58307e-05
0.01,-0.000457623,-0.000457457,3.97305,0.000505438,0.000503717,8.58307e-05
0.01,-0.000456044,-0.00045588,3.97305,0.000218045,0.00021648,9.34601e-05
0.01,-0.000454862,-0.0004547,3.97305,-6.65318e-05,-6.79083e-05,6.38962e-05
0.01,-0.000454079,-0.000453919,3.97305,-0.000349954,-0.000351159,7.9155e-05
0.01,-0.000453694,-0.000453536,3.97305,-0.000632372,-0.000633407,2.76566e-05
0.01,-0.000453706,-0.000453549,3.97305,-0.000913523,-0.00091438,4.29153e-05
0.01,-0.000454113,-0.000453957,3.97305,-0.00119295,-0.00119362,3.52859e-05
0.01,-0.000454912,-0.000454757,3.97305,-0.00147017,-0.00147066,4.29153e-05
0.01,-0.000456101,-0.000455946,3.97305,-0.0017446,-0.00174492,3.52859e-05
0.01,-0.000457673,-0.000457519,3.97305,-0.00201574,-0.00201588,5.05447e-05
0.01,-0.000459626,-0.000459471,3.97305,-0.00228303,-0.00228299,4.29153e-05
0.01,-0.000461951,-0.000461797,3.97305,-0.00254595,-0.00254572,4.29153e-05
0.01,-0.000464644,-0.000464489,3.97305,-0.00280396,-0.00280355,3.52859e-05
0.01,-0.000467697,-0.000467542,3.97305,-0.00305656,-0.00305598,2.09808e-05
0.01,-0.000471102,-0.000470945,3.97305,-0.00330324,-0.00330248,2.86102e-05
0.01,-0.00047485,-0.000474692,3.97305,-0.0035435,-0.00354257,2.09808e-05
0.01,-0.000479408,-0.000479249,3.97305,-0.00374825,-0.00374714,2.86102e-05
0.01,-0.00048429,-0.000484129,3.97305,-0.00396282,-0.00396153,2.86102e-05
0.01,-0.000489484,-0.000489321,3.97305,-0.00417643,-0.00417497,-1.52588e-05
0.01,-0.000494981,-0.000494816,3.97305,-0.00438453,-0.00438291,-7.62939e-06
0.01,-0.000500767,-0.000500599,3.97305,-0.00458506,-0.00458328,0
0.01,-0.00050683,-0.00050666,3.97305,-0.00477696,-0.00477501,0
0.01,-0.000513634,-0.000513461,3.97305,-0.00493097,-0.00492887,0
0.01,-0.000520688,-0.000520512,3.97305,-0.00509239,-0.00509014,0
0.01,-0.000527979,-0.000527799,3.97305,-0.00525053,-0.00524812,0
0.01,-0.000535491,-0.000535308,3.97305,-0.00540094,-0.00539839,0
0.01,-0.000543687,-0.0005435,3.97305,-0.00551303,-0.00551036,0
0.01,-0.000552074,-0.000551883,3.97305,-0.00563167,-0.00562884,0
0.01,-0.000560636,-0.000560442,3.97305,-0.00574598,-0.00574304,0
0.01,-0.000569358,-0.000569159,3.97305,-0.00585155,-0.00584849,0
0.01,-0.000578222,-0.000578019,3.97305,-0.00594644,-0.00594326,0
0.01,-0.00058769,-0.000587482,3.97305,-0.00600119,-0.0059979,0
0.01,-0.000597266,-0.000597053,3.97305,-0.00606112,-0.00605773,0
0.01,-0.000606934,-0.000606717,3.97305,-0.0061157,-0.00611222,0
0.01,-0.000616676,-0.000616454,3.97305,-0.00616065,-0.00615706,0
0.01,-0.000626952,-0.000626725,3.97305,-0.00616556,-0.00616191,0
0.01,-0.000637267,-0.000637034,3.97305,-0.00617552,-0.00617179,0
0.01,-0.000647603,-0.000647365,3.97305,-0.00617991,-0.00617611,0
0.01,-0.000657943,-0.000657699,3.97305,-0.00617447,-0.00617062,0
0.01,-0.000668745,-0.000668496,3.97305,-0.00612892,-0.00612502,0
0.01,-0.000679515,-0.00067926,3.97305,-0.00608838,-0.00608443,0
0.01,-0.000690234,-0.000689975,3.97305,-0.00604235,-0.00603836,0
0.01,-0.000700887,-0.000700621,3.97305,-0.00598667,-0.00598266,0
0.01,-0.000711931,-0.00071166,3.97305,-0.00303054,-0.00302761,0
0.01,-0.000716987,-0.000716713,3.97305,0.000542559,0.000544198,0
0.01,-0.000715908,-0.000715632,3.97305,0.00420063,0.00420088,0
0.01,-0.000709485,-0.00070921,3.97305,0.00779417,0.00779306,0
0.01,-0.00069802,-0.000697747,3.97305,0.0112407,0.0112383,0
0.01,-0.000681321,-0.000681053,3.97305,0.0144843,0.0144806,0
0.01,-0.000659662,-0.000659399,3.97305,0.0146728,0.014669,0
0.01,-0.000639672,-0.000639415,3.97305,0.0140815,0.014078,0
0.01,-0.000620783,-0.000620531,3.97305,0.0131868,0.0131835,0
0.01,-0.000603385,-0.000603137,3.97305,0.0122346,0.0122317,0
0.01,-0.000586916,-0.000586672,3.97305,0.0112645,0.0112619,0
0.01,-0.000571775,-0.000571534,3.97305,0.0103479,0.0103457,0
0.01,-0.000557885,-0.000557647,3.97305,0.00948333,0.00948146,0
0.01,-0.000544697,-0.000544462,3.97305,0.00864012,0.00863854,0
0.01,-0.00053262,-0.000532386,3.97305,0.0078618,0.00786051,0
0.01,-0.000521586,-0.000521355,3.97305,0.00713587,0.00713483,0
0.01,-0.000511058,-0.000510828,3.97305,0.0064274,0.00642661,0
0.01,-0.000501453,-0.000501224,3.97305,0.00577843,0.00577785,0
0.01,-0.000492714,-0.000492485,3.97305,0.00517598,0.0051756,0
0.01,-0.000484787,-0.000484559,3.97305,0.00461371,0.00461352,0
0.01,-0.000477622,-0.000477394,3.97305,0.00408802,0.00408801,0
0.01,-0.00047117,-0.000470941,3.97305,0.00359643,0.00359658,0
0.01,-0.000464907,-0.000464678,3.97305,0.00310833,0.00310864,0
0.01,-0.000459268,-0.000459039,3.97305,0.00266777,0.00266821,0
0.01,-0.00045421,-0.00045398,3.97305,0.00226281,0.00226337,0
0.01,-0.000449695,-0.000449464,3.97305,0.00188784,0.00188852,0
0.01,-0.000445685,-0.000445453,3.97305,0.00153976,0.00154053,0
0.01,-0.000442145,-0.000441912,3.97305,0.00121655,0.00121741,0
0.01,-0.000439042,-0.000438808,3.97305,0.000916621,0.000917576,0
0.01,-0.000436344,-0.000436108,3.97305,0.000622883,0.000623919,0
0.01,-0.000434053,-0.000433815,3.97305,0.000330949,0.000332059,0
0.01,-0.000432171,-0.000431932,3.97305,3.93949e-05,4.05721e-05,0
0.01,-0.0004307,-0.000430459,3.97305,-0.000251971,-0.00025071,0
0.01,-0.000429639,-0.000429396,3.97305,-0.000543229,-0.000541911,0
0.01,-0.000428987,-0.000428743,3.97305,-0.000833724,-0.000832329,0
0.01,-0.000428745,-0.000428499,3.97305,-0.00112282,-0.00112136,0
0.01,-0.000428909,-0.00042866,3.97305,-0.00140997,-0.00140845,0
0.01,-0.000429475,-0.000429225,3.97305,-0.00169458,-0.00169298,0
0.01,-0.000430441,-0.000430188,3.97305,-0.00197607,-0.00197443,0
0.01,-0.000431801,-0.000431546,3.97305,-0.00225393,-0.00225223,0
0.01,-0.00043355,-0.000433292,3.97305,-0.00252756,-0.0025258,0
0.01,-0.000435681,-0.000435421,3.97305,-0.00279642,-0.0027946,0
0.01,-0.000438664,-0.000438401,3.97305,-0.00303134,-0.0030295,0
0.01,-0.000442014,-0.000441749,3.97305,-0.00327761,-0.00327572,0
0.01,-0.000445723,-0.000445455,3.97305,-0.00352439,-0.00352247,0
0.01,-0.000449782,-0.000449511,3.97305,-0.00376707,-0.00376511,0
0.01,-0.00045418,-0.000453906,3.97305,-0.0040035,-0.00400152,0
0.01,-0.000458906,-0.00045863,3.97305,-0.00423258,-0.00423055,0
0.01,-0.00046395,-0.000464147,3.97305,-0.00445354,-0.00442288,0
0.01,-0.000469776,-0.00046997,3.97305,-0.00463725,-0.00462374,0
0.01,-0.000475894,-0.000476086,3.97305,-0.004829,-0.00482235,0
0.01,-0.000482292,-0.000482481,3.97305,-0.00501809,-0.00501419,0
0.01,-0.000488956,-0.000489142,3.97305,-0.0052,-0.00519718,0
0.01,-0.000495871,-0.000496054,3.97305,-0.00537271,-0.00537033,0
0.01,-0.0005035,-0.00050368,3.97305,-0.0055066,-0.0055044,0
0.01,-0.00051135,-0.000511527,3.97305,-0.00564685,-0.00564473,0
0.01,-0.000519406,-0.00051958,3.97305,-0.00578276,-0.00578068,0
0.01,-0.000527652,-0.000527823,3.97305,-0.00590989,-0.00590783,0
0.01,-0.000536547,-0.000536715,3.97305,-0.0059977,-0.00599567,0
0.01,-0.000545599,-0.000545764,3.97305,-0.00609107,-0.00608906,0
0.01,-0.00055479,-0.000554952,3.97305,-0.00617922,-0.00617724,0
0.01,-0.000564103,-0.000564262,3.97305,-0.00625775,-0.00625579,0
0.01,-0.000573996,-0.000574153,3.97305,-0.00629618,-0.00629425,0
0.01,-0.000583976,-0.00058413,3.97305,-0.00633947,-0.00633761,0
0.01,-0.000594023,-0.000594175,3.97305,-0.00637697,-0.00637515,0
0.01,-0.000604121,-0.00060427,3.97305,-0.00640434,-0.00640256,0
0.01,-0.000614727,-0.000614874,3.97305,-0.00639124,-0.00638952,0
0.01,-0.000625347,-0.000625491,3.97305,-0.00638273,-0.00638105,0
0.01,-0.000635961,-0.000636103,3.97305,-0.00636822,-0.0063666,0
0.01,-0.000646552,-0.000646692,3.97305,-0.00634352,-0.00634196,0
0.01,-0.000657578,-0.000657715,3.97305,-0.00627836,-0.00627688,0
0.01,-0.000668544,-0.000668679,3.97305,-0.00621792,-0.0062165,0
0.01,-0.000679431,-0.000679565,3.97305,-0.00615174,-0.00615036,0
0.01,-0.000690223,-0.000690355,3.97305,-0.00607567,-0.0060744,0
0.01,-0.000701377,-0.000701507,3.97305,-0.00595961,-0.0059584,0
0.01,-0.0007124,-0.000712529,3.97305,-0.00299081,-0.00298914,0
0.01,-0.000717394,-0.00071752,3.97305,0.000603177,0.000605408,0
0.01,-0.000716692,-0.000716815,3.97305,0.00431262,0.00431541,0
0.01,-0.000710136,-0.000710254,3.97305,0.00791125,0.00791459,0
0.01,-0.000698505,-0.000698618,3.97305,0.0113718,0.0113756,0
0.01,-0.000681612,-0.000681719,3.97305,0.0146318,0.014636,0
0.01,-0.000660211,-0.000660311,3.97305,0.0148659,0.0148701,0
0.01,-0.000639977,-0.000640071,3.97305,0.0142736,0.0142777,0
0.01,-0.000621298,-0.000621387,3.97305,0.0134155,0.0134194,0
0.01,-0.000603613,-0.000603697,3.97305,0.0124568,0.0124604,0
0.01,-0.000587317,-0.000587396,3.97305,0.0115193,0.0115227,0
0.01,-0.000571856,-0.00057193,3.97305,0.010593,0.0105961,0
0.01,-0.000557632,-0.000557701,3.97305,0.00972956,0.00973253,0
0.01,-0.000544098,-0.000544163,3.97305,0.00889117,0.00889394,0
0.01,-0.000531663,-0.000531725,3.97305,0.00811848,0.00812108,0
0.01,-0.000520265,-0.000520323,3.97305,0.0073979,0.00740031,0
0.01,-0.000509841,-0.000509896,3.97305,0.0067227,0.00672495,0
0.01,-0.000499856,-0.000499909,3.97305,0.00606043,0.00606252,0
0.01,-0.000490733,-0.000490783,3.97305,0.00545416,0.0054561,0
0.01,-0.000482419,-0.000482466,3.97305,0.00489144,0.00489323,0
0.01,-0.000474863,-0.000474907,3.97305,0.00436621,0.00436787,0
0.01,-0.000468018,-0.000468061,3.97305,0.00387505,0.00387659,0
0.01,-0.000461363,-0.000461403,3.97305,0.00338705,0.00338845,0
0.01,-0.000455331,-0.00045537,3.97305,0.00294608,0.00294736,0
0.01,-0.000449882,-0.000449919,3.97305,0.00254025,0.00254143,0
0.01,-0.000444977,-0.000445012,3.97305,0.00216391,0.00216501,0
0.01,-0.000440579,-0.000440612,3.97305,0.00181406,0.00181505,0
0.01,-0.000436654,-0.000436686,3.97305,0.00148865,0.00148954,0
0.01,-0.000433169,-0.0004332,3.97305,0.00118617,0.00118698,0
0.01,-0.000430093,-0.000430123,3.97305,0.000889383,0.000890126,0
0.01,-0.000427429,-0.000427458,3.97305,0.00059389,0.000594541,0
0.01,-0.00042518,-0.000425208,3.97305,0.000298265,0.000298819,0
0.01,-0.000423347,-0.000423374,3.97305,1.88425e-05,1.93417e-05,0
0.01,-0.000421897,-0.000421923,3.97305,-0.000256065,-0.000255654,0
0.01,-0.000420829,-0.000420855,3.97305,-0.000529177,-0.000528846,0
0.01,-0.000420145,-0.000420171,3.97305,-0.000800842,-0.000800593,0
0.01,-0.000419843,-0.000419868,3.97305,-0.00107093,-0.00107077,0
0.01,-0.000419919,-0.000419944,3.97305,-0.00133906,-0.00133896,0
0.01,-0.000420372,-0.000420397,3.97305,-0.00160475,-0.00160474,0
0.01,-0.000421197,-0.000421222,3.97305,-0.00186749,-0.00186755,0
0.01,-0.00042239,-0.000422416,3.97305,-0.00212678,-0.00212692,0
0.01,-0.000423946,-0.000423972,3.97305,-0.0023821,-0.00238233,0
0.01,-0.000425859,-0.000425885,3.97305,-0.00263294,-0.00263325,0
0.01,-0.000428598,-0.000428625,3.97305,-0.00285019,-0.00285058,0
0.01,-0.00043168,-0.000431707,3.97305,-0.00307914,-0.0030796,0
0.01,-0.000435097,-0.000435125,3.97305,-0.003309,-0.00330954,0
0.01,-0.00043884,-0.000438868,3.97305,-0.00353518,-0.00353579,0
0.01,-0.000442898,-0.000442928,3.97305,-0.00375559,-0.00375627,0
0.01,-0.000447264,-0.000447294,3.97305,-0.00396911,-0.00396987,0
0.01,-0.000451925,-0.000451956,3.97305,-0.00417506,-0.0041759,0
0.01,-0.000457347,-0.00045738,3.97305,-0.00434433,-0.00434523,0
0.01,-0.000463043,-0.000463077,3.97305,-0.00452222,-0.00452318,0
0.01,-0.000468998,-0.000469034,3.97305,-0.00469806,-0.00469909,0
0.01,-0.000475201,-0.000475238,3.97305,-0.00486735,-0.00486845,0
0.01,-0.000481639,-0.000481677,3.97305,-0.00502811,-0.00502927,0
0.01,-0.000488296,-0.000488337,3.97305,-0.00517935,-0.00518057,0
0.01,-0.000495637,-0.000495679,3.97305,-0.00529189,-0.00529317,0
0.01,-0.000503169,-0.000503213,3.97305,-0.00541113,-0.00541245,0
0.01,-0.000510877,-0.000510923,3.97305,-0.00552644,-0.00552783,0
0.01,-0.000518747,-0.000518794,3.97305,-0.00563348,-0.00563491,0
0.01,-0.000527238,-0.000527288,3.97305,-0.00570174,-0.00570322,0
0.01,-0.000535858,-0.00053591,3.97305,-0.00577614,-0.00577766,0
0.01,-0.000544591,-0.000544646,3.97305,-0.00584598,-0.00584753,0
0.01,-0.000553421,-0.000553477,3.97305,-0.00590682,-0.00590842,0
0.01,-0.000562807,-0.000562866,3.97305,-0.00592829,-0.00592992,0
0.01,-0.000572256,-0.000572317,3.97305,-0.00595536,-0.00595701,0
0.01,-0.000581751,-0.000581814,3.97305,-0.0059774,-0.00597908,0
0.01,-0.000591274,-0.00059134,3.97305,-0.00599011,-0.00599182,0
0.01,-0.000600809,-0.000600877,3.97305,-0.00599178,-0.00599352,0
