Tauu_x,Tauu_y,Tauu_z,Fu
7.01264e-05,6.43188e-05,-4.38341e-06,3.97169
-5.27536e-05,-9.24162e-05,-4.24747e-06,3.97172
4.88165e-05,4.53571e-05,-4.17454e-06,3.97174
-4.77965e-05,-8.98827e-05,-3.99119e-06,3.97177
3.75667e-05,3.5649e-05,-3.87509e-06,3.97179
-4.36243e-05,-8.49685e-05,-3.67266e-06,3.97182
3.06778e-05,3.11174e-05,-3.54348e-06,3.97183
-4.03614e-05,-7.87299e-05,-3.34518e-06,3.97185
2.61275e-05,2.95688e-05,-3.22137e-06,3.97187
-3.7424e-05,-7.21213e-05,-3.03837e-06,3.97189
-3.4052e-05,-6.60799e-05,-2.90094e-06,3.97191
-3.10323e-05,-6.03785e-05,-2.73722e-06,3.97193
2.80092e-05,4.12967e-05,-2.60198e-06,3.97195
-2.94104e-05,-5.49322e-05,-2.45766e-06,3.97197
-2.6724e-05,-4.95789e-05,-2.37761e-06,3.97199
-7.97098e-05,-0.000141289,-2.25366e-06,3.97201
-1.88367e-05,-3.4438e-05,-2.15557e-06,3.97202
-1.707e-05,-3.03729e-05,-2.02559e-06,3.97204
-1.52423e-05,-2.64622e-05,-1.94981e-06,3.97205
-7.16769e-05,-0.000127306,-1.88162e-06,3.97207
-8.09667e-06,-1.33997e-05,-1.86176e-06,3.97208
-6.64234e-06,-1.05335e-05,-1.80657e-06,3.9721
-5.34065e-06,-7.66847e-06,-1.79405e-06,3.97211
-6.64641e-05,-0.000119178,-1.76639e-06,3.97213
1.21557e-06,3.7082e-06,-1.76683e-06,3.97214
-6.66288e-05,-0.000121033,-1.66901e-06,3.97216
7.30751e-06,1.40283e-05,-1.63331e-06,3.97217
8.08888e-06,1.48478e-05,-1.54358e-06,3.97219
-6.9106e-05,-0.000127903,-1.44909e-06,3.9722
-7.84269e-05,-0.000145813,-1.35474e-06,3.97222
1.99146e-05,3.39208e-05,-1.23924e-06,3.97224
2.01352e-05,3.30099e-05,-1.08227e-06,3.97225
2.07599e-05,3.21262e-05,-9.98694e-07,3.97227
-0.000102189,-0.00018914,-8.59427e-07,3.97228
2.82256e-05,4.3131e-05,-8.03929e-07,3.97229
-0.000279523,-0.000486042,-4.02882e-07,3.9723
3.96515e-05,7.22739e-05,-3.36264e-07,3.97232
3.77884e-05,6.85781e-05,-7.08474e-09,3.97233
3.63113e-05,6.57212e-05,9.53869e-08,3.97234
3.50465e-05,6.33097e-05,9.03133e-08,3.97235
3.38702e-05,6.10664e-05,5.77782e-08,3.97236
3.26977e-05,5.88027e-05,4.88972e-08,3.97237
3.14734e-05,5.63985e-05,9.34915e-08,3.97239
3.01647e-05,5.37856e-05,2.0593e-07,3.9724
2.8756e-05,5.0934e-05,3.89554e-07,3.97241
2.72445e-05,4.78427e-05,6.40078e-07,3.97243
2.56366e-05,4.45311e-05,9.48137e-07,3.97244
2.39449e-05,4.10324e-05,1.30126e-06,3.97245
2.21866e-05,3.73891e-05,1.68531e-06,3.97246
2.03813e-05,3.36489e-05,2.08566e-06,3.97247
1.85498e-05,2.98615e-05,2.48793e-06,3.97247
-0.000103167,-0.000563266,2.87723e-06,3.97248
1.90668e-05,5.61623e-05,3.34559e-06,3.97249
1.7849e-05,4.99623e-05,3.8175e-06,3.97251
1.66032e-05,4.49155e-05,4.06636e-06,3.97251
-3.68652e-05,-0.000203024,4.16842e-06,3.97253
1.6804e-05,5.09616e-05,4.19313e-06,3.97254
1.5475e-05,4.67655e-05,4.17418e-06,3.97255
1.42261e-05,4.32884e-05,4.03444e-06,3.97256
1.32256e-05,4.02707e-05,3.82255e-06,3.97257
-2.75194e-05,-0.000149486,3.57877e-06,3.97258
1.34651e-05,4.57242e-05,3.33799e-06,3.97259
1.24008e-05,4.2603e-05,3.11777e-06,3.9726
1.12214e-05,3.99037e-05,2.84842e-06,3.9726
1.02838e-05,3.74279e-05,2.55952e-06,3.97261
9.30961e-06,3.5118e-05,2.27138e-06,3.97261
8.48799e-06,3.288e-05,1.99628e-06,3.97262
-2.43515e-05,-0.000127234,1.74505e-06,3.97262
8.81798e-06,3.74788e-05,1.53583e-06,3.97263
7.93462e-06,3.46919e-05,1.36717e-06,3.97264
7.1352e-06,3.21882e-05,1.17369e-06,3.97264
3.75727e-05,0.000187931,9.71907e-07,3.97265
3.78319e-06,1.87683e-05,7.56105e-07,3.97266
3.38072e-06,1.733e-05,5.39065e-07,3.97266
2.93806e-06,1.57086e-05,3.87675e-07,3.97267
2.58484e-06,1.39706e-05,2.82477e-07,3.97268
2.19436e-06,1.21994e-05,2.08661e-07,3.97268
1.78775e-06,1.04458e-05,1.54766e-07,3.97269
3.6086e-05,0.000196527,1.1139e-07,3.97269
-1.10524e-06,-3.49532e-06,4.50246e-08,3.9727
-1.08475e-06,-4.25495e-06,-3.62804e-08,3.97271
-1.08426e-06,-5.19797e-06,-6.43979e-08,3.97271
-1.00274e-06,-6.21087e-06,-6.58047e-08,3.97272
4.05738e-05,0.000237966,-5.77576e-08,3.97273
-3.9398e-06,-2.19053e-05,-9.29035e-08,3.97274
-3.43964e-06,-2.1678e-05,-1.57132e-07,3.97274
-2.81843e-06,-2.1704e-05,-1.65398e-07,3.97275
-2.14882e-06,-2.18105e-05,-1.50698e-07,3.97276
7.9265e-05,0.000571801,-1.23657e-07,3.97276
-1.14407e-05,-5.50763e-05,-2.16418e-07,3.97276
-1.08144e-05,-5.24858e-05,-3.60543e-07,3.97277
-1.03738e-05,-5.06941e-05,-3.60986e-07,3.97277
-1.00313e-05,-4.93488e-05,-2.91515e-07,3.97278
-9.72508e-06,-4.81956e-05,-2.02208e-07,3.97278
-9.41322e-06,-4.70561e-05,-1.25579e-07,3.97278
-9.06897e-06,-4.58111e-05,-8.12097e-08,3.97279
-8.67691e-06,-4.43865e-05,-7.92465e-08,3.97279
-8.23016e-06,-4.27428e-05,-1.23052e-07,3.9728
-7.72807e-06,-4.08664e-05,-2.1123e-07,3.97281
-7.17443e-06,-3.87626e-05,-3.39145e-07,3.97281
-6.57617e-06,-3.64509e-05,-5.00102e-07,3.97282
-5.94217e-06,-3.39601e-05,-6.86214e-07,3.97282
-5.2825e-06,-3.13252e-05,-8.89092e-07,3.97283
-4.60771e-06,-2.85842e-05,-1.10033e-06,3.97283
-3.92832e-06,-2.5777e-05,-1.31187e-06,3.97283
-3.25448e-06,-2.29427e-05,-1.5163e-06,3.97283
-2.59566e-06,-2.01191e-05,-1.70701e-06,3.97284
-2.84014e-06,-1.45452e-05,-6.07981e-07,3.97284
-2.39133e-06,-1.32361e-05,-9.07262e-07,3.97284
-1.93036e-06,-1.18178e-05,-1.19142e-06,3.97285
-1.46528e-06,-1.03258e-05,-1.45634e-06,3.97285
-1.0031e-06,-8.79086e-06,-1.69863e-06,3.97285
-5.4993e-07,-7.24e-06,-1.91552e-06,3.97285
-1.11064e-07,-5.69651e-06,-2.10481e-06,3.97285
3.08959e-07,-4.18061e-06,-2.26487e-06,3.97285
0.000265198,0.000549505,-2.84852e-06,3.97286
-1.41784e-05,-2.84222e-05,-2.69039e-06,3.97287
-1.27205e-05,-2.51021e-05,-2.73575e-06,3.97287
-1.18291e-05,-2.28615e-05,-2.52678e-06,3.97288
-1.12364e-05,-2.14161e-05,-2.16513e-06,3.97288
9.48854e-05,0.000208204,-1.78548e-06,3.97288
-1.69028e-05,-3.27667e-05,-1.30382e-06,3.97289
-1.64895e-05,-3.13605e-05,-9.20496e-07,3.97289
-1.57988e-05,-3.06317e-05,-4.7586e-07,3.97289
-1.52032e-05,-3.01756e-05,-2.60048e-08,3.97289
-1.49235e-05,-2.97236e-05,3.91319e-07,3.97289
-1.47953e-05,-2.92166e-05,7.52069e-07,3.9729
-1.46318e-05,-2.8645e-05,1.04256e-06,3.9729
-1.41611e-05,-2.80637e-05,1.25657e-06,3.97291
-1.37766e-05,-2.72851e-05,1.39392e-06,3.97291
-1.32903e-05,-2.63736e-05,1.45778e-06,3.97292
-0.000114373,-0.000255679,1.50952e-06,3.97292
-6.2822e-06,-1.10916e-05,1.43823e-06,3.97292
-6.00117e-06,-1.07404e-05,1.39855e-06,3.97292
-6.02189e-06,-9.70015e-06,1.22427e-06,3.97293
-3.46804e-06,-6.05818e-06,8.11878e-07,3.97293
-3.23354e-06,-5.34329e-06,5.80718e-07,3.97293
-2.90843e-06,-4.41098e-06,3.05083e-07,3.97293
-2.52472e-06,-3.334e-06,6.45736e-09,3.97293
-0.000235052,-0.000564331,-1.67998e-07,3.97293
1.23005e-05,2.95913e-05,-4.48679e-07,3.97292
1.19564e-05,2.86269e-05,-5.11189e-07,3.97293
1.19224e-05,2.84867e-05,-7.54593e-07,3.97293
1.20644e-05,2.88174e-05,-1.08155e-06,3.97293
1.22833e-05,2.93577e-05,-1.42393e-06,3.97293
1.25076e-05,2.99187e-05,-1.73568e-06,3.97293
1.2687e-05,3.0368e-05,-1.9873e-06,3.97293
1.2788e-05,3.06174e-05,-2.16179e-06,3.97293
1.27901e-05,3.06128e-05,-2.25137e-06,3.97293
1.26829e-05,3.03267e-05,-2.25504e-06,3.97293
1.24633e-05,2.97516e-05,-2.17673e-06,3.97293
1.21344e-05,2.88952e-05,-2.02377e-06,3.97293
1.17032e-05,2.77763e-05,-1.80576e-06,3.97293
1.11799e-05,2.64216e-05,-1.53369e-06,3.97293
1.05765e-05,2.48628e-05,-1.2192e-06,3.97293
9.90625e-06,2.31351e-05,-8.74102e-07,3.97293
9.18311e-06,2.12748e-05,-5.09902e-07,3.97293
8.42095e-06,1.93185e-05,-1.37509e-07,3.97294
7.63333e-06,1.73017e-05,2.33007e-07,3.97295
4.95203e-06,1.28228e-05,-1.40721e-06,3.97295
4.70074e-06,1.20077e-05,-1.01582e-06,3.97296
4.39717e-06,1.10629e-05,-6.20415e-07,3.97297
4.05321e-06,1.00194e-05,-2.28089e-07,3.97297
3.67923e-06,8.90443e-06,1.55061e-07,3.97298
3.28435e-06,7.74181e-06,5.23809e-07,3.97298
2.87656e-06,6.55265e-06,8.73696e-07,3.97299
2.4629e-06,5.35553e-06,1.20095e-06,3.97299
1.49816e-06,6.44835e-07,3.54368e-06,3.973
9.70688e-07,-5.69114e-07,3.53126e-06,3.973
4.95414e-07,-1.64932e-06,3.48915e-06,3.973
7.38701e-08,-2.59058e-06,3.4154e-06,3.973
5.00834e-07,-2.02358e-07,2.38691e-06,3.973
1.62682e-07,-1.13827e-06,2.51604e-06,3.973
-1.48702e-07,-1.99255e-06,2.60532e-06,3.973
-4.32856e-07,-2.76454e-06,2.65729e-06,3.973
-6.89483e-07,-3.45396e-06,2.67437e-06,3.973
-9.18468e-07,-4.06096e-06,2.65897e-06,3.973
-1.1199e-06,-4.58619e-06,2.61347e-06,3.973
-1.29405e-06,-5.03084e-06,2.54031e-06,3.973
-1.44142e-06,-5.39657e-06,2.44193e-06,3.973
-1.56268e-06,-5.68556e-06,2.32083e-06,3.97299
-1.65867e-06,-5.90046e-06,2.17956e-06,3.97299
-1.73041e-06,-6.04435e-06,2.02066e-06,3.97299
-0.000278727,-0.000548189,5.89154e-07,3.97299
1.66125e-05,2.44278e-05,2.94959e-07,3.97299
1.52958e-05,2.28186e-05,2.73689e-07,3.97298
1.44562e-05,2.21407e-05,2.5364e-08,3.97298
1.40773e-05,2.19954e-05,-3.45101e-07,3.97298
1.36793e-05,2.22922e-05,-7.62288e-07,3.97298
-9.58832e-05,-0.000204456,-1.10261e-06,3.97299
2.03476e-05,3.56747e-05,-1.50065e-06,3.97299
1.97087e-05,3.51263e-05,-1.73447e-06,3.97299
1.93246e-05,3.47838e-05,-1.99093e-06,3.973
1.89454e-05,3.45415e-05,-2.22308e-06,3.973
1.85828e-05,3.42462e-05,-2.40155e-06,3.973
1.82232e-05,3.3806e-05,-2.50966e-06,3.973
0.00012179,0.000262611,-2.60697e-06,3.973
1.06302e-05,1.96672e-05,-2.53786e-06,3.97301
1.05771e-05,1.95349e-05,-2.49093e-06,3.97301
1.01191e-05,1.88684e-05,-2.28249e-06,3.97301
9.73882e-06,1.76593e-05,-1.96337e-06,3.97301
9.19427e-06,1.61521e-05,-1.57331e-06,3.97301
8.66002e-06,1.44016e-05,-1.14403e-06,3.97301
8.22224e-06,1.24776e-05,-7.00483e-07,3.97301
0.000235259,0.000573317,-4.06514e-07,3.97302
-1.02928e-05,-2.17341e-05,5.07671e-08,3.97302
-1.00943e-05,-2.12743e-05,2.652e-07,3.97302
-1.0227e-05,-2.16976e-05,6.62609e-07,3.97302
-1.05505e-05,-2.26355e-05,1.14128e-06,3.97302
-1.09602e-05,-2.38129e-05,1.6294e-06,3.97302
-1.13795e-05,-2.50281e-05,2.07788e-06,3.97302
-1.17539e-05,-2.61367e-05,2.45481e-06,3.97302
-1.20464e-05,-2.70399e-05,2.74126e-06,3.97302
-1.22332e-05,-2.76745e-05,2.92807e-06,3.97302
-1.23013e-05,-2.80046e-05,3.01333e-06,3.97302
-1.22459e-05,-2.80161e-05,3.00045e-06,3.97302
-1.20682e-05,-2.77109e-05,2.89662e-06,3.97302
-1.17742e-05,-2.71033e-05,2.71166e-06,3.97302
-1.13731e-05,-2.62167e-05,2.45705e-06,3.97302
-1.08767e-05,-2.50804e-05,2.1452e-06,3.97302
-1.02982e-05,-2.37281e-05,1.78887e-06,3.97302
-9.65142e-06,-2.21957e-05,1.40073e-06,3.97302
-8.95084e-06,-2.052e-05,9.92959e-07,3.97302
-8.21057e-06,-1.87375e-05,5.77005e-07,3.97302
-7.4443e-06,-1.68836e-05,1.63377e-07,3.97303
-6.66496e-06,-1.49918e-05,-2.38502e-07,3.97302
-4.52165e-06,-1.13909e-05,1.28784e-06,3.97303
-4.22385e-06,-1.05632e-05,8.80337e-07,3.97303
-3.88488e-06,-9.63203e-06,4.75145e-07,3.97303
-3.51552e-06,-8.62493e-06,7.86004e-08,3.97303
-3.12514e-06,-7.566e-06,-3.03893e-07,3.97303
-2.72194e-06,-6.47634e-06,-6.67744e-07,3.97303
-2.31306e-06,-5.37441e-06,-1.00908e-06,3.97303
-1.90474e-06,-4.27637e-06,-1.3247e-06,3.97303
-7.68419e-07,2.13871e-07,-3.47354e-06,3.97303
-3.15654e-07,1.24312e-06,-3.45071e-06,3.97302
8.64026e-08,2.14806e-06,-3.3976e-06,3.97302
-3.77095e-07,-1.97048e-07,-2.27705e-06,3.97302
-4.284e-08,6.87974e-07,-2.42679e-06,3.97302
2.64813e-07,1.49912e-06,-2.53716e-06,3.97301
5.45236e-07,2.23502e-06,-2.61026e-06,3.97301
7.98011e-07,2.89482e-06,-2.64819e-06,3.97301
1.02294e-06,3.47819e-06,-2.65307e-06,3.97301
1.22006e-06,3.98537e-06,-2.62708e-06,3.97301
1.38961e-06,4.41716e-06,-2.57246e-06,3.97302
0.00036618,0.000498038,-2.14699e-06,3.97302
-2.29703e-05,-1.87624e-05,-1.76721e-06,3.97303
-2.11892e-05,-1.73582e-05,-1.71893e-06,3.97303
-2.02753e-05,-1.663e-05,-1.40812e-06,3.97304
-1.9536e-05,-1.6622e-05,-9.5108e-07,3.97304
-1.89535e-05,-1.70114e-05,-4.31048e-07,3.97304
-1.86168e-05,-1.74981e-05,9.33915e-08,3.97305
-1.82267e-05,-1.80998e-05,5.82037e-07,3.97305
-1.80143e-05,-1.85451e-05,1.00924e-06,3.97305
-1.77527e-05,-1.88945e-05,1.35957e-06,3.97306
-1.74676e-05,-1.90778e-05,1.62576e-06,3.97306
-1.72522e-05,-1.90119e-05,1.80646e-06,3.97306
-1.67596e-05,-1.88881e-05,1.9041e-06,3.97307
-1.63927e-05,-1.84737e-05,1.9249e-06,3.97307
-1.59602e-05,-1.78936e-05,1.87645e-06,3.97307
-1.53528e-05,-1.72241e-05,1.76776e-06,3.97307
-0.000310973,-0.000549538,1.77431e-06,3.97307
8.28342e-06,1.19664e-05,1.52302e-06,3.97308
7.76121e-06,1.0897e-05,1.48404e-06,3.97307
7.69639e-06,1.08312e-05,1.17864e-06,3.97306
7.92869e-06,1.1416e-05,7.21388e-07,3.97305
8.33586e-06,1.23835e-05,1.95641e-07,3.97304
8.82572e-06,1.35323e-05,-3.39036e-07,3.97303
9.32991e-06,1.47135e-05,-8.41233e-07,3.97303
9.79885e-06,1.58198e-05,-1.28339e-06,3.97302
1.0198e-05,1.67765e-05,-1.64849e-06,3.97302
1.05044e-05,1.75346e-05,-1.92752e-06,3.97303
1.07047e-05,1.80654e-05,-2.11752e-06,3.97303
1.07924e-05,1.83557e-05,-2.21999e-06,3.97303
1.0767e-05,1.84047e-05,-2.23977e-06,3.97303
1.0632e-05,1.82205e-05,-2.18398e-06,3.97303
1.03942e-05,1.78184e-05,-2.06136e-06,3.97303
1.00627e-05,1.72182e-05,-1.88161e-06,3.97303
9.64817e-06,1.64434e-05,-1.65491e-06,3.97304
9.16216e-06,1.55192e-05,-1.39154e-06,3.97304
8.61682e-06,1.4472e-05,-1.1016e-06,3.97304
8.02435e-06,1.33282e-05,-7.94723e-07,3.97304
7.39674e-06,1.21137e-05,-4.79934e-07,3.97304
4.34558e-06,8.79867e-06,-1.69872e-06,3.97304
4.2247e-06,8.38609e-06,-1.40248e-06,3.97304
4.04982e-06,7.86963e-06,-1.0936e-06,3.97304
3.83143e-06,7.27121e-06,-7.7875e-07,3.97304
3.5787e-06,6.61005e-06,-4.63654e-07,3.97304
3.29966e-06,5.90309e-06,-1.53259e-07,3.97304
3.00139e-06,5.16528e-06,1.48165e-07,3.97304
2.69013e-06,4.40986e-06,4.36945e-07,3.97305
2.37139e-06,3.64854e-06,7.09947e-07,3.97305
2.05e-06,2.89165e-06,9.6453e-07,3.97305
1.73022e-06,2.14827e-06,1.19851e-06,3.97305
1.41577e-06,1.42632e-06,1.41012e-06,3.97305
1.10987e-06,7.32645e-07,1.59802e-06,3.97305
8.15287e-07,7.30954e-08,1.76123e-06,3.97305
5.34361e-07,-5.47426e-07,1.89912e-06,3.97305
2.69045e-07,-1.12489e-06,2.01141e-06,3.97305
2.09226e-08,-1.6561e-06,2.09811e-06,3.97305
-2.08757e-07,-2.13864e-06,2.15955e-06,3.97305
-4.19063e-07,-2.57079e-06,2.1963e-06,3.97305
-6.09353e-07,-2.95153e-06,2.20918e-06,3.97305
-7.79252e-07,-3.28045e-06,2.19921e-06,3.97305
-9.2863e-07,-3.5577e-06,2.16763e-06,3.97305
-1.05758e-06,-3.78397e-06,2.11582e-06,3.97305
-1.16639e-06,-3.96041e-06,2.04532e-06,3.97305
-1.25554e-06,-4.08858e-06,1.95776e-06,3.97305
-1.32566e-06,-4.17042e-06,1.85489e-06,3.97305
-1.37751e-06,-4.20819e-06,1.7385e-06,3.97305
-1.41198e-06,-4.20441e-06,1.61043e-06,3.97305
-1.43004e-06,-4.16184e-06,1.47256e-06,3.97305
-1.43278e-06,-4.0834e-06,1.32674e-06,3.97305
-1.4213e-06,-3.97218e-06,1.17482e-06,3.97305
-1.39679e-06,-3.83134e-06,1.01861e-06,3.97305
-1.36044e-06,-3.66411e-06,8.59853e-07,3.97305
-1.31347e-06,-3.47373e-06,7.00231e-07,3.97305
-1.25711e-06,-3.26344e-06,5.41341e-07,3.97305
-1.19256e-06,-3.03642e-06,3.84686e-07,3.97305
-1.12102e-06,-2.79581e-06,2.3166e-07,3.97305
-1.04364e-06,-2.54463e-06,8.3547e-08,3.97305
-9.6154e-07,-2.28578e-06,-5.84898e-08,3.97305
3.3468e-07,1.15434e-06,-1.75104e-06,3.97305
-7.88619e-07,-1.75926e-06,-3.18941e-07,3.97305
5.4784e-07,1.7302e-06,-1.82886e-06,3.97305
-6.11683e-07,-1.24048e-06,-5.4136e-07,3.97305
7.26887e-07,2.19334e-06,-1.83746e-06,3.97305
-4.43284e-07,-7.60973e-07,-7.13526e-07,3.97305
-3.64185e-07,-5.40683e-07,-7.79708e-07,3.97305
-2.90293e-07,-3.37907e-07,-8.31049e-07,3.97305
-2.21038e-07,-1.51144e-07,-8.6902e-07,3.97305
1.14323e-06,3.17413e-06,-1.69483e-06,3.97305
-9.63364e-08,1.75298e-07,-9.09359e-07,3.97305
-3.95729e-08,3.18572e-07,-9.14625e-07,3.97305
1.18275e-08,4.4446e-07,-9.08802e-07,3.97305
5.85093e-08,5.54757e-07,-8.93338e-07,3.97305
1.00991e-07,6.50959e-07,-8.69506e-07,3.97305
-0.00058314,-0.000139275,-6.03394e-07,3.97305
3.62549e-05,2.83907e-06,-9.01024e-07,3.97305
3.403e-05,2.86012e-06,-5.51713e-07,3.97305
3.24638e-05,2.96901e-06,-4.88165e-07,3.97305
3.1323e-05,3.23467e-06,-5.93287e-07,3.97305
3.03931e-05,3.81617e-06,-7.82965e-07,3.97305
2.97126e-05,4.03962e-06,-9.98623e-07,3.97305
2.91338e-05,4.15607e-06,-1.20016e-06,3.97305
0.000598052,0.000208551,-1.87856e-06,3.97305
-6.94983e-06,5.84474e-07,-1.58984e-06,3.97305
-5.58578e-06,1.22211e-06,-1.86586e-06,3.97305
-4.91431e-06,1.31467e-06,-1.79076e-06,3.97305
-4.74224e-06,1.03486e-06,-1.48782e-06,3.97305
-4.91756e-06,5.14837e-07,-1.04931e-06,3.97305
-5.32119e-06,-1.44814e-07,-5.43657e-07,3.97305
-5.8605e-06,-8.68247e-07,-2.08826e-08,3.97305
-6.46437e-06,-1.59902e-06,4.83184e-07,3.97305
-7.07873e-06,-2.29597e-06,9.43688e-07,3.97305
-7.66342e-06,-2.93001e-06,1.34426e-06,3.97305
-8.18956e-06,-3.48159e-06,1.6751e-06,3.97305
-8.63715e-06,-3.93869e-06,1.93143e-06,3.97305
-8.99352e-06,-4.29523e-06,2.11235e-06,3.97305
-9.25171e-06,-4.54977e-06,2.21986e-06,3.97305
-9.40937e-06,-4.70447e-06,2.25812e-06,3.97305
-9.46767e-06,-4.76424e-06,2.23287e-06,3.97305
-9.4306e-06,-4.73601e-06,2.15091e-06,3.97305
-9.30415e-06,-4.62817e-06,2.0197e-06,3.97305
-9.09587e-06,-4.45008e-06,1.84709e-06,3.97305
-8.8143e-06,-4.21167e-06,1.64099e-06,3.97305
-8.46862e-06,-3.92309e-06,1.40921e-06,3.97305
-8.06836e-06,-3.59446e-06,1.15926e-06,3.97305
-7.62306e-06,-3.2356e-06,8.98256e-07,3.97305
-7.14212e-06,-2.85591e-06,6.32761e-07,3.97305
-6.63459e-06,-2.46419e-06,3.68759e-07,3.97305
-3.29844e-06,-2.38125e-06,1.29458e-06,3.97305
-3.25601e-06,-2.15382e-06,1.05566e-06,3.97305
-3.17087e-06,-1.90412e-06,8.10708e-07,3.97305
-3.05086e-06,-1.63868e-06,5.6415e-07,3.97305
-2.90281e-06,-1.36322e-06,3.19792e-07,3.97305
-2.73267e-06,-1.08277e-06,8.08986e-08,3.97305
-2.54567e-06,-8.01778e-07,-1.49735e-07,3.97305
-2.34635e-06,-5.24154e-07,-3.69724e-07,3.97305
-2.13872e-06,-2.53319e-07,-5.77057e-07,3.97305
-1.92629e-06,7.75276e-09,-7.7006e-07,3.97305
-1.71213e-06,2.56505e-07,-9.47368e-07,3.97305
-1.4989e-06,4.90772e-07,-1.10791e-06,3.97305
-1.28891e-06,7.08752e-07,-1.25087e-06,3.97305
-1.08417e-06,9.08991e-07,-1.37569e-06,3.97305
-8.86373e-07,1.09036e-06,-1.48206e-06,3.97305
-6.96946e-07,1.25203e-06,-1.56986e-06,3.97305
-5.17078e-07,1.39347e-06,-1.63919e-06,3.97305
-3.47728e-07,1.5144e-06,-1.69031e-06,3.97305
-1.89649e-07,1.61479e-06,-1.72369e-06,3.97305
-4.34069e-08,1.69484e-06,-1.73991e-06,3.97305
9.06074e-08,1.75495e-06,-1.73971e-06,3.97305
2.12159e-07,1.79571e-06,-1.72394e-06,3.97305
3.21154e-07,1.81786e-06,-1.69356e-06,3.97305
4.17627e-07,1.82231e-06,-1.6496e-06,3.97305
5.01727e-07,1.81006e-06,-1.59317e-06,3.97305
5.73706e-07,1.78223e-06,-1.52545e-06,3.97305
6.339e-07,1.74002e-06,-1.44764e-06,3.97305
6.82726e-07,1.68471e-06,-1.36097e-06,3.97305
7.20666e-07,1.6176e-06,-1.26669e-06,3.97305
7.48254e-07,1.54003e-06,-1.16604e-06,3.97305
7.66072e-07,1.45336e-06,-1.06026e-06,3.97305
7.74735e-07,1.35895e-06,-9.5054e-07,3.97305
7.74884e-07,1.25813e-06,-8.38066e-07,3.97304
7.67179e-07,1.15221e-06,-7.23965e-07,3.97304
7.5229e-07,1.04246e-06,-6.09315e-07,3.97304
7.30888e-07,9.30112e-07,-4.95135e-07,3.97304
7.03642e-07,8.16317e-07,-3.82381e-07,3.97303
6.71214e-07,7.02173e-07,-2.71937e-07,3.97303
6.34247e-07,5.88704e-07,-1.64616e-07,3.97303
5.93371e-07,4.76855e-07,-6.11512e-08,3.97303
5.4919e-07,3.67489e-07,3.78012e-08,3.97303
5.02281e-07,2.61384e-07,1.31666e-07,3.97302
4.53195e-07,1.59232e-07,2.19948e-07,3.97302
4.02453e-07,6.16367e-08,3.02233e-07,3.97302
3.50539e-07,-3.08841e-08,3.78185e-07,3.97302
2.97908e-07,-1.17899e-07,4.47545e-07,3.97302
2.44977e-07,-1.99062e-07,5.1013e-07,3.97302
1.9213e-07,-2.74106e-07,5.65827e-07,3.97302
1.39716e-07,-3.42845e-07,6.14592e-07,3.97302
8.8048e-08,-4.05165e-07,6.56444e-07,3.97302
3.74065e-08,-4.61023e-07,6.91465e-07,3.97301
0.000386204,-0.000429366,1.36671e-06,3.97302
-1.63464e-05,2.87642e-05,1.66564e-06,3.97302
-1.53943e-05,2.71046e-05,1.48284e-06,3.97302
-1.50113e-05,2.57282e-05,1.3701e-06,3.97302
-1.426e-05,2.52918e-05,1.30203e-06,3.97302
-1.41035e-05,2.4622e-05,1.26124e-06,3.97302
-0.000442269,0.000410138,1.71043e-06,3.97303
4.22536e-06,-5.4632e-06,1.2403e-06,3.97303
3.39886e-06,-4.10229e-06,1.29653e-06,3.97303
2.88548e-06,-3.31053e-06,1.25057e-06,3.97303
2.61006e-06,-2.93674e-06,1.13469e-06,3.97303
2.51151e-06,-2.86182e-06,9.73934e-07,3.97303
2.54043e-06,-2.99232e-06,7.87589e-07,3.97303
2.65711e-06,-3.25532e-06,5.90339e-07,3.97303
2.8299e-06,-3.59441e-06,3.932e-07,3.97303
3.03374e-06,-3.96647e-06,2.04259e-07,3.97303
3.24918e-06,-4.33901e-06,2.92828e-08,3.97304
3.46122e-06,-4.68813e-06,-1.27817e-07,3.97304
3.65864e-06,-4.99684e-06,-2.64593e-07,3.97304
3.83328e-06,-5.25367e-06,-3.7975e-07,3.97305
3.97951e-06,-5.45158e-06,-4.72896e-07,3.97305
4.09369e-06,-5.587e-06,-5.44341e-07,3.97305
4.17389e-06,-5.65917e-06,-5.94928e-07,3.97305
4.21945e-06,-5.66943e-06,-6.25897e-07,3.97306
4.23076e-06,-5.62082e-06,-6.38776e-07,3.97306
4.20905e-06,-5.51752e-06,-6.35292e-07,3.97306
4.15613e-06,-5.36464e-06,-6.17296e-07,3.97306
4.0743e-06,-5.16784e-06,-5.867e-07,3.97306
3.96618e-06,-4.93313e-06,-5.45427e-07,3.97307
3.83458e-06,-4.66665e-06,-4.95377e-07,3.97307
3.68246e-06,-4.37455e-06,-4.38387e-07,3.97307
1.0458e-06,-2.17535e-06,-5.80709e-07,3.97307
1.14658e-06,-2.17728e-06,-5.4448e-07,3.97307
1.22372e-06,-2.14593e-06,-5.00241e-07,3.97307
1.28021e-06,-2.08725e-06,-4.49597e-07,3.97307
1.31864e-06,-2.00638e-06,-3.9394e-07,3.97308
1.34126e-06,-1.90774e-06,-3.34491e-07,3.97308
1.35006e-06,-1.7952e-06,-2.72325e-07,3.97308
1.34678e-06,-1.67208e-06,-2.08397e-07,3.97308
