domega_x,domega_y,domega_z,omega_x,omega_y,omega_z,dq_w,dq_x,dq_y,dq_z,q_w,q_x,q_y,q_z,dt
0.00401643,0.0137102,-0.0123676,-0.00122291,0.0623288,0.00245515,0.000109258,-0.000609391,0.0311658,0.00118675,0.999994,0.0013719,-0.00316437,-5.89255e-05,0.01
0.0125833,-0.0109998,-0.0124408,-0.00109708,0.0622188,0.00233074,9.92628e-05,-0.000546682,0.0311108,0.00112442,0.999995,0.00136644,-0.00285326,-4.76813e-05,0.01
-0.0015767,-0.0303692,-0.0125904,-0.00111285,0.0619151,0.00220483,8.91429e-05,-0.000554751,0.0309589,0.0010617,0.999996,0.00136089,-0.00254367,-3.70643e-05,0.01
0.0111362,-0.0536317,-0.0125374,-0.00100148,0.0613788,0.00207946,7.87838e-05,-0.000499233,0.0306907,0.000999235,0.999997,0.0013559,-0.00223677,-2.7072e-05,0.01
0.0090969,-0.0741401,-0.0125188,-0.000910515,0.0606374,0.00195427,6.84596e-05,-0.000453891,0.0303199,0.000937042,0.999997,0.00135136,-0.00193357,-1.77016e-05,0.01
0.00956311,-0.0941611,-0.0124422,-0.000814884,0.0596958,0.00182985,5.82797e-05,-0.0004062,0.029849,0.000875376,0.999998,0.0013473,-0.00163508,-8.9478e-06,0.01
0.0120562,-0.112523,-0.0123149,-0.000694322,0.0585705,0.0017067,4.8359e-05,-0.000346027,0.0292864,0.000814461,0.999998,0.00134384,-0.00134221,-8.03187e-07,0.01
0.00900041,-0.132096,-0.0121725,-0.000604318,0.0572496,0.00158498,3.88273e-05,-0.000301118,0.0286258,0.000754426,0.999999,0.00134083,-0.00105596,6.74107e-06,0.01
0.00812969,-0.150357,-0.0119826,-0.000523021,0.055746,0.00146515,2.97783e-05,-0.000260549,0.027874,0.000695478,0.999999,0.00133822,-0.000777216,1.36959e-05,0.01
0.00843718,-0.166905,-0.0117538,-0.000438649,0.054077,0.00134761,2.1299e-05,-0.00021843,0.0270394,0.000637793,0.999999,0.00133604,-0.000506822,2.00738e-05,0.01
0.00914817,-0.181907,-0.0114935,-0.000347168,0.0522579,0.00123268,1.34623e-05,-0.000172747,0.0261297,0.000581517,0.999999,0.00133431,-0.000245525,2.5889e-05,0.01
0.00962699,-0.195642,-0.0112077,-0.000250898,0.0503015,0.0011206,6.328e-06,-0.00012466,0.0251515,0.000526772,0.999999,0.00133306,5.99009e-06,3.11567e-05,0.01
0.00951301,-0.208604,-0.0109005,-0.000155768,0.0482154,0.0010116,-5.63425e-08,-7.71356e-05,0.0241084,0.00047366,0.999999,0.00133229,0.000247074,3.58933e-05,0.01
0.00833547,-0.221041,-0.0105754,-7.24129e-05,0.046005,0.000905842,-5.65134e-06,-3.54927e-05,0.0230031,0.000422266,0.999999,0.00133193,0.000477105,4.01159e-05,0.01
0.0059793,-0.233529,-0.0102339,-1.26199e-05,0.0436697,0.000803503,-1.04252e-05,-5.62572e-06,0.0218354,0.000372665,0.999999,0.00133188,0.000695458,4.38426e-05,0.01
0.00623234,-0.242117,-0.00987121,4.97035e-05,0.0412486,0.000704791,-1.43919e-05,2.55108e-05,0.0206247,0.000324943,0.999999,0.00133213,0.000901706,4.7092e-05,0.01
0.00411773,-0.2517,-0.00949881,9.08808e-05,0.0387316,0.000609803,-1.75371e-05,4.60774e-05,0.0193662,0.000279144,0.999999,0.00133259,0.00109537,4.98835e-05,0.01
0.00352063,-0.258445,-0.00911358,0.000126087,0.0361471,0.000518667,-1.98941e-05,6.36609e-05,0.0180739,0.000235317,0.999998,0.00133323,0.00127611,5.22366e-05,0.01
0.00364504,-0.262802,-0.00871983,0.000162537,0.0335191,0.000431469,-2.15066e-05,8.18687e-05,0.0167598,0.000193493,0.999998,0.00133405,0.0014437,5.41716e-05,0.01
0.000457461,-0.269772,-0.00832233,0.000167112,0.0308214,0.000348246,-2.23694e-05,8.41393e-05,0.0154109,0.000153684,0.999998,0.00133489,0.00159781,5.57084e-05,0.01
-0.00248062,-0.275247,-0.00791964,0.000142306,0.0280689,0.000269049,-2.25269e-05,7.17196e-05,0.0140346,0.000115904,0.999998,0.00133561,0.00173816,5.68674e-05,0.01
-0.00558812,-0.279741,-0.00751284,8.64246e-05,0.0252715,0.000193921,-2.20262e-05,4.37622e-05,0.0126358,8.01589e-05,0.999997,0.00133605,0.00186452,5.7669e-05,0.01
-0.00194732,-0.274724,-0.00710589,6.69513e-05,0.0225243,0.000122862,-2.10467e-05,3.40105e-05,0.0112622,4.64464e-05,0.999997,0.00133639,0.00197714,5.81335e-05,0.01
-0.0104396,-0.283397,-0.00669535,-3.74448e-05,0.0196903,5.59084e-05,-1.94418e-05,-1.82053e-05,0.00984515,1.47602e-05,0.999997,0.0013362,0.00207559,5.82811e-05,0.01
-0.00873811,-0.278407,-0.00629256,-0.000124826,0.0169062,-7.01728e-06,-1.74616e-05,-6.19128e-05,0.00845308,-1.49333e-05,0.999997,0.00133558,0.00216012,5.81318e-05,0.01
-0.0123159,-0.278857,-0.00588824,-0.000247985,0.0141177,-6.58997e-05,-1.50804e-05,-0.000123511,0.00705877,-4.26452e-05,0.999997,0.00133435,0.00223071,5.77053e-05,0.01
-0.0135876,-0.275586,-0.00549088,-0.000383861,0.0113618,-0.000120809,-1.24128e-05,-0.000191467,0.00568081,-6.84125e-05,0.999997,0.00133244,0.00228752,5.70212e-05,0.01
-0.016846,-0.27356,-0.0050963,-0.000552321,0.00862619,-0.000171772,-9.49342e-06,-0.000275717,0.00431298,-9.22641e-05,0.999996,0.00132968,0.00233065,5.60985e-05,0.01
-0.0136359,-0.263251,-0.00471742,-0.00068868,0.00599368,-0.000218946,-6.52058e-06,-0.000343916,0.0029967,-0.00011426,0.999996,0.00132624,0.00236061,5.4956e-05,0.01
-0.0215335,-0.264703,-0.00432864,-0.000904015,0.00334665,-0.000262232,-3.3434e-06,-0.000451604,0.00167317,-0.000134402,0.999996,0.00132172,0.00237735,5.36119e-05,0.01
-0.0179993,-0.252741,-0.00396747,-0.00108401,0.000819247,-0.000301907,-2.49345e-07,-0.000541621,0.000409452,-0.000152783,0.999996,0.00131631,0.00238144,5.20841e-05,0.01
-0.0216864,-0.248069,-0.00360021,-0.00130087,-0.00166145,-0.000337909,2.84329e-06,-0.000650075,-0.000830908,-0.000169409,0.999996,0.00130981,0.00237313,5.039e-05,0.01
-0.0286123,-0.245513,-0.00323452,-0.00158699,-0.00411658,-0.000370254,5.93324e-06,-0.000793159,-0.00205848,-0.000184314,0.999996,0.00130187,0.00235255,4.85469e-05,0.01
-0.0213959,-0.228704,-0.00290643,-0.00180095,-0.00640361,-0.000399318,8.7144e-06,-0.00090016,-0.00320201,-0.000197609,0.999996,0.00129287,0.00232053,4.65708e-05,0.01
-0.0287833,-0.225223,-0.00255298,-0.00208879,-0.00865585,-0.000424848,1.14032e-05,-0.0010441,-0.00432813,-0.000209251,0.999997,0.00128243,0.00227725,4.44783e-05,0.01
-0.0262773,-0.212427,-0.00223294,-0.00235156,-0.0107801,-0.000447178,1.37923e-05,-0.00117551,-0.00539027,-0.000219353,0.999997,0.00127068,0.00222334,4.22848e-05,0.01
-0.0261723,-0.201606,-0.00191508,-0.00261328,-0.0127962,-0.000466328,1.58953e-05,-0.00130639,-0.00639831,-0.000227939,0.999997,0.00125761,0.00215936,4.00054e-05,0.01
-0.038042,-0.197809,-0.00157487,-0.0029937,-0.0147743,-0.000482077,1.78436e-05,-0.00149662,-0.00738735,-0.00023498,0.999997,0.00124265,0.00208549,3.76556e-05,0.01
-0.0262276,-0.178751,-0.00130684,-0.00325598,-0.0165618,-0.000495145,1.9302e-05,-0.00162778,-0.00828111,-0.000240677,0.999997,0.00122637,0.00200267,3.52488e-05,0.01
-0.0359951,-0.17162,-0.000985135,-0.00361593,-0.018278,-0.000504997,2.05285e-05,-0.00180778,-0.00913921,-0.000244911,0.999997,0.00120829,0.00191128,3.27997e-05,0.01
-0.0263085,-0.155487,-0.000730546,-0.00387902,-0.0198328,-0.000512302,2.1305e-05,-0.00193934,-0.00991664,-0.000247875,0.999998,0.0011889,0.00181212,3.03209e-05,0.01
-0.0430992,-0.147343,-0.000404805,-0.00431001,-0.0213063,-0.00051635,2.18746e-05,-0.00215485,-0.0106534,-0.000249414,0.999998,0.00116735,0.00170558,2.78268e-05,0.01
-0.0210641,-0.130322,-0.000208314,-0.00452065,-0.0226095,-0.000518433,2.1927e-05,-0.00226019,-0.011305,-0.000249875,0.999998,0.00114475,0.00159253,2.5328e-05,0.01
-0.0270445,-0.119591,6.9033e-05,-0.00479109,-0.0238054,-0.000517743,2.17043e-05,-0.00239543,-0.0119029,-0.00024906,0.999998,0.00112079,0.0014735,2.28374e-05,0.01
-0.033361,-0.106122,0.000335021,-0.0051247,-0.0248666,-0.000514393,2.11983e-05,-0.00256225,-0.0124335,-0.000247036,0.999999,0.00109517,0.00134917,2.03671e-05,0.01
-0.0234604,-0.095271,0.000539194,-0.00535931,-0.0258193,-0.000509001,2.03572e-05,-0.00267957,-0.0129099,-0.000243977,0.999999,0.00106837,0.00122007,1.79273e-05,0.01
-0.0273079,-0.0815838,0.000782961,-0.00563239,-0.0266352,-0.000501171,1.92616e-05,-0.00281612,-0.0133178,-0.000239793,0.999999,0.00104021,0.00108689,1.55294e-05,0.01
-0.0279102,-0.0675444,0.00100674,-0.00591149,-0.0273106,-0.000491104,1.79203e-05,-0.00295569,-0.0136555,-0.00023456,0.999999,0.00101066,0.000950337,1.31838e-05,0.01
-0.0255586,-0.0551452,0.00121275,-0.00616707,-0.0278621,-0.000478976,1.63587e-05,-0.00308349,-0.0139312,-0.000228339,0.999999,0.000979821,0.000811025,1.09004e-05,0.01
-0.021264,-0.045413,0.00140412,-0.00637971,-0.0283162,-0.000464935,1.46106e-05,-0.00318982,-0.0141583,-0.000221182,0.999999,0.000947923,0.000669442,8.68857e-06,0.01
-0.0235907,-0.028633,0.0016117,-0.00661562,-0.0286025,-0.000448818,1.27114e-05,-0.00330778,-0.0143014,-0.000213067,0.999999,0.000914845,0.000526427,6.5579e-06,0.01
-0.0220323,-0.0152233,0.00179571,-0.00683594,-0.0287548,-0.000430861,1.0697e-05,-0.00341795,-0.0143776,-0.000204077,1,0.000880666,0.000382652,4.51713e-06,0.01
-0.0129699,-0.0150904,0.00194222,-0.00696564,-0.0289057,-0.000411439,8.59853e-06,-0.00348281,-0.014453,-0.000194324,1,0.000845838,0.000238122,2.57389e-06,0.01
-0.019124,0.0113429,0.00213938,-0.00715688,-0.0287922,-0.000390045,6.45531e-06,-0.00357843,-0.0143963,-0.000183698,1,0.000810054,9.41591e-05,7.36916e-07,0.01
-0.012471,0.0138844,0.00227519,-0.00728159,-0.0286534,-0.000367293,4.29836e-06,-0.00364079,-0.0143268,-0.000172384,1,0.000773646,-4.91093e-05,-9.86923e-07,0.01
-0.0097415,0.0230076,0.00241731,-0.00737901,-0.0284233,-0.00034312,2.15627e-06,-0.0036895,-0.0142118,-0.000160384,1,0.000736751,-0.000191227,-2.59076e-06,0.01
-0.011694,0.0460637,0.0025686,-0.00749595,-0.0279627,-0.000317434,8.72969e-08,-0.00374797,-0.0139815,-0.000147699,1,0.000699271,-0.000331042,-4.06776e-06,0.01
-0.00613525,0.0472906,0.00267737,-0.0075573,-0.0274898,-0.00029066,-1.90843e-06,-0.00377864,-0.013745,-0.000134468,1,0.000661484,-0.000468492,-5.41244e-06,0.01
-0.00305091,0.0546454,0.00278589,-0.00758781,-0.0269433,-0.000262801,-3.80247e-06,-0.00379389,-0.0134718,-0.000120712,1,0.000623546,-0.00060321,-6.61956e-06,0.01
-0.00135856,0.0670791,0.00288949,-0.00760139,-0.0262725,-0.000233907,-5.55479e-06,-0.00380068,-0.0131364,-0.00010647,1,0.000585539,-0.000734573,-7.68425e-06,0.01
0.00113848,0.0761963,0.00297802,-0.00759001,-0.0255106,-0.000204126,-7.14835e-06,-0.00379498,-0.0127554,-9.18067e-05,1,0.000547589,-0.000862127,-8.60232e-06,0.01
0.00282227,0.0900519,0.00305842,-0.00756179,-0.0246101,-0.000173542,-8.53887e-06,-0.00378086,-0.0123051,-7.67733e-05,0.999999,0.00050978,-0.000985178,-9.37005e-06,0.01
0.00623889,0.0934834,0.00311825,-0.0074994,-0.0236752,-0.00014236,-9.7513e-06,-0.00374966,-0.0118377,-6.1451e-05,0.999999,0.000472284,-0.00110355,-9.98456e-06,0.01
0.00862921,0.102362,0.00317042,-0.00741311,-0.0226516,-0.000110655,-1.07486e-05,-0.0037065,-0.0113259,-4.58883e-05,0.999999,0.000435219,-0.00121681,-1.04434e-05,0.01
0.0121337,0.102027,0.00320528,-0.00729177,-0.0216313,-7.86026e-05,-1.15743e-05,-0.00364582,-0.0108157,-3.01578e-05,0.999999,0.000398761,-0.00132497,-1.0745e-05,0.01
0.0130735,0.121513,0.00323955,-0.00716103,-0.0204162,-4.62072e-05,-1.20979e-05,-0.00358043,-0.0102081,-1.42889e-05,0.999999,0.000362956,-0.00142705,-1.08879e-05,0.01
0.017351,0.110697,0.00324598,-0.00698752,-0.0193092,-1.37474e-05,-1.25096e-05,-0.00349366,-0.00965464,1.61629e-06,0.999999,0.00032802,-0.0015236,-1.08717e-05,0.01
0.0184742,0.127362,0.00325326,-0.00680278,-0.0180356,1.87852e-05,-1.26237e-05,-0.00340127,-0.00901783,1.7533e-05,0.999999,0.000294007,-0.00161378,-1.06964e-05,0.01
0.0211389,0.128481,0.00324177,-0.00659139,-0.0167508,5.12029e-05,-1.25468e-05,-0.00329556,-0.00837541,3.33824e-05,0.999999,0.000261051,-0.00169753,-1.03626e-05,0.01
0.0235645,0.129048,0.00321781,-0.00635575,-0.0154603,8.3381e-05,-1.22922e-05,-0.00317772,-0.00773017,4.91029e-05,0.999998,0.000229274,-0.00177483,-9.87156e-06,0.01
0.0253246,0.136068,0.00318362,-0.0061025,-0.0140996,0.000115217,-1.18121e-05,-0.00305107,-0.00704982,6.46403e-05,0.999998,0.000198763,-0.00184533,-9.22516e-06,0.01
0.0270421,0.142579,0.00313669,-0.00583208,-0.0126738,0.000146584,-1.11134e-05,-0.00291584,-0.00633692,7.99325e-05,0.999998,0.000169605,-0.0019087,-8.42584e-06,0.01
0.0294424,0.135061,0.00307488,-0.00553765,-0.0113232,0.000177333,-1.0336e-05,-0.00276861,-0.00566162,9.49113e-05,0.999998,0.000141919,-0.00196532,-7.47672e-06,0.01
0.0307859,0.141933,0.00300351,-0.0052298,-0.00990391,0.000207368,-9.36028e-06,-0.00261465,-0.00495195,0.000109526,0.999998,0.000115772,-0.00201484,-6.38147e-06,0.01
0.0322401,0.141914,0.00292007,-0.00490739,-0.00848478,0.000236569,-8.26289e-06,-0.00245343,-0.00424238,0.000123719,0.999998,9.12382e-05,-0.00205726,-5.14428e-06,0.01
0.0335832,0.14245,0.00282515,-0.00457156,-0.00706028,0.00026482,-7.05318e-06,-0.00228549,-0.00353013,0.000137434,0.999998,6.83833e-05,-0.00209256,-3.76993e-06,0.01
0.034601,0.143701,0.00271898,-0.00422555,-0.00562327,0.00029201,-5.73849e-06,-0.00211246,-0.00281163,0.000150618,0.999998,4.72588e-05,-0.00212068,-2.26375e-06,0.01
0.0358638,0.138401,0.00260249,-0.00386691,-0.00423926,0.000318035,-4.40332e-06,-0.00193311,-0.00211962,0.000163217,0.999998,2.79277e-05,-0.00214187,-6.31579e-07,0.01
0.0363872,0.14173,0.00247496,-0.00350304,-0.00282196,0.000342784,-2.97311e-06,-0.00175115,-0.00141097,0.000175183,0.999998,1.04162e-05,-0.00215598,1.12025e-06,0.01
0.0371727,0.138499,0.00233861,-0.00313131,-0.00143697,0.000366171,-1.53294e-06,-0.00156526,-0.000718481,0.000186468,0.999998,-5.23642e-06,-0.00216317,2.98493e-06,0.01
0.0376375,0.136562,0.00219242,-0.00275494,-7.13513e-05,0.000388095,-8.49646e-08,-0.00137705,-3.56725e-05,0.000197026,0.999998,-1.90069e-05,-0.00216352,4.95519e-06,0.01
0.0377683,0.136087,0.00203697,-0.00237726,0.00128952,0.000408464,1.37135e-06,-0.00118818,0.00064476,0.000206816,0.999998,-3.08887e-05,-0.00215708,7.02335e-06,0.01
0.0381617,0.128622,0.00187517,-0.00199564,0.00257574,0.000427216,2.74571e-06,-0.000997348,0.00128787,0.0002158,0.999998,-4.08622e-05,-0.0021442,9.18135e-06,0.01
0.0376528,0.131551,0.00170261,-0.00161911,0.00389125,0.000444242,4.13668e-06,-0.00080906,0.00194562,0.000223936,0.999998,-4.89528e-05,-0.00212474,1.14207e-05,0.01
0.0381258,0.117806,0.00152924,-0.00123785,0.00506931,0.000459535,5.35256e-06,-0.000618408,0.00253464,0.000231206,0.999998,-5.51368e-05,-0.0020994,1.37328e-05,0.01
0.0367681,0.124735,0.00134158,-0.000870172,0.00631665,0.00047295,6.60334e-06,-0.000434545,0.00315831,0.000237562,0.999998,-5.94823e-05,-0.00206781,1.61084e-05,0.01
0.0366246,0.113695,0.00115647,-0.000503926,0.0074536,0.000484515,7.68744e-06,-0.000251402,0.00372678,0.000243,0.999998,-6.19963e-05,-0.00203054,1.85384e-05,0.01
0.0363898,0.103792,0.000966278,-0.000140028,0.00849152,0.000494178,8.61228e-06,-6.94335e-05,0.00424574,0.000247494,0.999998,-6.26907e-05,-0.00198809,2.10133e-05,0.01
0.0346179,0.106619,0.000766085,0.000206151,0.00955771,0.000501839,9.50197e-06,0.000103675,0.00477883,0.000251014,0.999998,-6.16539e-05,-0.0019403,2.35235e-05,0.01
0.0336587,0.0997965,0.000568431,0.000542737,0.0105557,0.000507523,1.02513e-05,0.000271985,0.00527781,0.00025356,0.999998,-5.89341e-05,-0.00188752,2.60591e-05,0.01
0.0344769,0.0811859,0.00037621,0.000887506,0.0113675,0.000511285,1.07477e-05,0.000444383,0.00568373,0.000255139,0.999998,-5.44902e-05,-0.00183068,2.86104e-05,0.01
0.0308763,0.0903673,0.000163643,0.00119627,0.0122712,0.000512922,1.12576e-05,0.000598778,0.00613556,0.0002557,0.999999,-4.85025e-05,-0.00176933,3.11674e-05,0.01
0.0283522,0.0881693,-4.19115e-05,0.00147979,0.0131529,0.000512502,1.16638e-05,0.000740552,0.00657641,0.000255261,0.999999,-4.10969e-05,-0.00170356,3.37201e-05,0.01
0.0289473,0.0713221,-0.000235863,0.00176926,0.0138661,0.000510144,1.18387e-05,0.000885299,0.00693301,0.000253849,0.999999,-3.22439e-05,-0.00163423,3.62585e-05,0.01
0.025433,0.0713256,-0.00044432,0.00202359,0.0145794,0.000505701,1.19365e-05,0.00101247,0.00728964,0.000251432,0.999999,-2.21192e-05,-0.00156134,3.87729e-05,0.01
0.0271884,0.0536159,-0.000631844,0.00229548,0.0151155,0.000499382,1.18159e-05,0.00114842,0.00755771,0.000248066,0.999999,-1.0635e-05,-0.00148576,4.12535e-05,0.01
0.0225174,0.0551435,-0.000837645,0.00252065,0.015667,0.000491006,1.1642e-05,0.00126101,0.00783342,0.000243713,0.999999,1.97512e-06,-0.00140743,4.36907e-05,0.01
0.0148436,0.0580969,-0.00104473,0.00266909,0.0162479,0.000480558,1.14208e-05,0.00133524,0.00812391,0.000238385,0.999999,1.53275e-05,-0.00132619,4.60745e-05,0.01
0.0192324,0.037239,-0.00121279,0.00286141,0.0166203,0.00046843,1.09881e-05,0.0014314,0.0083101,0.00023219,0.999999,2.96415e-05,-0.00124309,4.83964e-05,0.01
0.0318669,0.0143045,-0.001361,0.00318008,0.0167634,0.00045482,1.0361e-05,0.00159073,0.00838161,0.000225185,0.999999,4.55487e-05,-0.00115927,5.06483e-05,0.01
0.00119355,0.0394344,-0.0016068,0.00319202,0.0171577,0.000438752,9.86141e-06,0.0015967,0.00857879,0.000217135,0.999999,6.15157e-05,-0.00107348,5.28196e-05,0.01
0.0198455,0.0136945,-0.00172829,0.00339047,0.0172947,0.00042147,9.16734e-06,0.00169592,0.00864725,0.000208383,1,7.84748e-05,-0.000987009,5.49034e-05,0.01
0.0143736,0.0114403,-0.00189914,0.00353421,0.0174091,0.000402478,8.44174e-06,0.00176778,0.00870445,0.000198812,1,9.61526e-05,-0.000899965,5.68915e-05,0.01
0.0105928,0.00645118,-0.00205826,0.00364013,0.0174736,0.000381896,7.67694e-06,0.00182074,0.0087367,0.00018847,1,0.00011436,-0.000812598,5.87762e-05,0.01
0.0103867,0.000818369,-0.00220223,0.003744,0.0174818,0.000359873,6.87816e-06,0.00187266,0.00874079,0.000177416,1,0.000133087,-0.00072519,6.05504e-05,0.01
-0.0226655,-0.0128298,-0.00238628,0.00351735,0.0173535,0.00033601,6.04805e-06,0.00175932,0.00867665,0.000165575,1,0.00015068,-0.000638423,6.22061e-05,0.01
0.023767,-0.00685911,-0.00243513,0.00375502,0.0172849,0.000311659,5.22494e-06,0.00187815,0.00864234,0.000153329,1,0.000169461,-0.000552,6.37394e-05,0.01
-0.000634579,-0.0193895,-0.00258177,0.00374867,0.017091,0.000285841,4.39037e-06,0.00187496,0.00854539,0.000140438,1,0.000188211,-0.000466546,6.51438e-05,0.01
-0.0137274,-0.0331483,-0.00270313,0.0036114,0.0167595,0.00025881,3.56126e-06,0.0018063,0.00837965,0.000126985,1,0.000206274,-0.00038275,6.64137e-05,0.01
0.00169658,-0.0274949,-0.00277574,0.00362836,0.0164845,0.000231053,2.77284e-06,0.00181477,0.00824218,0.000113132,1,0.000224422,-0.000300328,6.7545e-05,0.01
0.0128324,-0.0199454,-0.00284542,0.00375669,0.0162851,0.000202599,2.01705e-06,0.00187892,0.00814244,9.89078e-05,1,0.000243211,-0.000218903,6.85341e-05,0.01
-0.0124247,-0.0449803,-0.00294633,0.00363244,0.0158353,0.000173135,1.28554e-06,0.00181678,0.00791754,8.42444e-05,1,0.000261379,-0.000139728,6.93765e-05,0.01
0.00243631,-0.0337929,-0.00161429,0.0036568,0.0154974,0.000156992,5.99356e-07,0.00182895,0.00774857,7.62153e-05,1,0.000279668,-6.22422e-05,7.01387e-05,0.01
-0.0148579,-0.0536895,-0.00317207,0.00350822,0.0149605,0.000125272,-2.93766e-08,0.00175464,0.00748013,6.04346e-05,1,0.000297215,1.25591e-05,7.0743e-05,0.01
-0.0134127,-0.054803,-0.00319656,0.0033741,0.0144124,9.3306e-05,-5.95219e-07,0.00168756,0.00720611,4.45324e-05,1,0.00031409,8.46203e-05,7.11883e-05,0.01
-0.0115862,-0.0547241,-0.00320581,0.00325823,0.0138652,6.12479e-05,-1.10051e-06,0.00162961,0.00693249,2.85843e-05,1,0.000330386,0.000153945,7.14742e-05,0.01
-0.0209162,-0.0687296,-0.00320995,0.00304907,0.0131779,2.91484e-05,-1.51906e-06,0.001525,0.00658885,1.2632e-05,1,0.000345636,0.000219834,7.16005e-05,0.01
-0.0170549,-0.0655563,-0.00319362,0.00287852,0.0125223,-2.78781e-06,-1.87378e-06,0.00143971,0.00626107,-3.24159e-06,1,0.000360033,0.000282444,7.15681e-05,0.01
-0.0134568,-0.0619562,-0.00316544,0.00274396,0.0119028,-3.44422e-05,-2.17366e-06,0.00137241,0.00595128,-1.89763e-05,1,0.000373757,0.000341957,7.13783e-05,0.01
-0.0101473,-0.0580135,-0.00312945,0.00264248,0.0113226,-6.57367e-05,-2.42741e-06,0.00132166,0.00566121,-3.45325e-05,1,0.000386974,0.000398569,7.1033e-05,0.01
-0.0264121,-0.0825378,-0.00309381,0.00237836,0.0104973,-9.66748e-05,-2.54869e-06,0.00118957,0.00524853,-4.98945e-05,1,0.00039887,0.000451054,7.0534e-05,0.01
-0.0214302,-0.0761223,-0.00303783,0.00216406,0.00973604,-0.000127053,-2.62285e-06,0.0010824,0.00486792,-6.49802e-05,1,0.000409694,0.000499734,6.98842e-05,0.01
-0.0168344,-0.0698671,-0.00296768,0.00199572,0.00903737,-0.00015673,-2.66148e-06,0.000998213,0.00451858,-7.97176e-05,1,0.000419676,0.000544919,6.90871e-05,0.01
-0.0219672,-0.0780846,-0.0028914,0.00177604,0.00825652,-0.000185644,-2.61584e-06,0.000888358,0.00412816,-9.40706e-05,1,0.000428559,0.000586201,6.81463e-05,0.01
-0.0174047,-0.0712998,-0.00280435,0.001602,0.00754352,-0.000213688,-2.54701e-06,0.000801318,0.00377166,-0.000107991,1,0.000436573,0.000623918,6.70664e-05,0.01
-0.0317235,-0.0940064,-0.00271113,0.00128476,0.00660346,-0.000240799,-2.33238e-06,0.000642678,0.00330163,-0.00012144,1,0.000442999,0.000656934,6.5852e-05,0.01
-0.0175088,-0.0717757,-0.00260295,0.00110967,0.0058857,-0.000266828,-2.17027e-06,0.000555119,0.00294276,-0.000134353,1,0.00044855,0.000686361,6.45085e-05,0.01
-0.0230206,-0.0802948,-0.00248689,0.000879469,0.00508276,-0.000291697,-1.93214e-06,0.000439998,0.00254128,-0.000146687,1,0.00045295,0.000711774,6.30416e-05,0.01
-0.018995,-0.0736677,-0.0023654,0.000689519,0.00434608,-0.000315351,-1.69293e-06,0.000345008,0.00217295,-0.000158414,1,0.0004564,0.000733504,6.14575e-05,0.01
-0.0251949,-0.0830941,-0.00223739,0.000437569,0.00351514,-0.000337725,-1.37866e-06,0.000219017,0.00175748,-0.000169504,1,0.000458591,0.000751078,5.97624e-05,0.01
-0.0320404,-0.0932353,-0.00210207,0.000117165,0.00258278,-0.000358746,-9.86082e-07,5.87946e-05,0.00129131,-0.000179921,1,0.000459179,0.000763991,5.79632e-05,0.01
-0.0183363,-0.0711003,-0.00195806,-6.61974e-05,0.00187178,-0.000378326,-6.8885e-07,-3.28999e-05,0.000935805,-0.000189618,1,0.00045885,0.00077335,5.60671e-05,0.01
-0.015505,-0.0662594,-0.00180814,-0.000221248,0.00120919,-0.000396408,-4.0569e-07,-0.000110437,0.000604509,-0.000198567,1,0.000457745,0.000779395,5.40814e-05,0.01
-0.0246977,-0.0796275,-0.00165751,-0.000468224,0.000412913,-0.000412983,-4.258e-08,-0.00023394,0.000206374,-0.000206768,1,0.000455406,0.000781458,5.20137e-05,0.01
-0.0231031,-0.0761334,-0.00150519,-0.000699255,-0.000348422,-0.000428035,3.06493e-07,-0.000349469,-0.00017429,-0.000214211,1,0.000451911,0.000779715,4.98716e-05,0.01
-0.022063,-0.0735046,-0.00134652,-0.000919886,-0.00108347,-0.0004415,6.41261e-07,-0.000459798,-0.000541811,-0.000220864,1,0.000447313,0.000774297,4.7663e-05,0.01
-0.0218351,-0.0717253,-0.00118408,-0.00113824,-0.00180072,-0.000453341,9.62524e-07,-0.000568985,-0.000900434,-0.000226708,1,0.000441623,0.000765293,4.53959e-05,0.01
-0.0224609,-0.0710228,-0.00101936,-0.00136285,-0.00251095,-0.000463534,1.27226e-06,-0.000681302,-0.00125554,-0.000231734,1,0.00043481,0.000752738,4.30785e-05,0.01
-0.00685302,-0.0489,-0.00085891,-0.00143138,-0.00299995,-0.000472123,1.45044e-06,-0.000715575,-0.00150005,-0.000235948,1,0.000427655,0.000737737,4.07191e-05,0.01
-0.0268297,-0.0731554,-0.000688178,-0.00169967,-0.0037315,-0.000479005,1.74962e-06,-0.000849735,-0.00186582,-0.000239332,1,0.000419157,0.000719079,3.83257e-05,0.01
-0.0104325,-0.0510346,-0.000533065,-0.001804,-0.00424185,-0.000484336,1.91247e-06,-0.000901906,-0.00212099,-0.000241927,1,0.000410138,0.000697869,3.59065e-05,0.01
-0.0144418,-0.0542266,-0.000367036,-0.00194842,-0.00478411,-0.000488006,2.07766e-06,-0.000974123,-0.00239212,-0.000243702,1,0.000400397,0.000673948,3.34695e-05,0.01
-0.0213146,-0.0590471,-0.000202499,-0.00216156,-0.00537458,-0.000490031,2.25204e-06,-0.00108071,-0.00268735,-0.000244668,1,0.00038959,0.000647074,3.10228e-05,0.01
