domega_x,domega_y,domega_z,omega_x,omega_y,omega_z,dq_w,dq_x,dq_y,dq_z,q_w,q_x,q_y,q_z,dt
-2.92395,1.70691,-0.109079,-0.00744928,-0.307129,-0.0271285,-0.00336162,-0.00450289,-0.15392,-0.00755515,0.998953,0.0384363,-0.0246328,0.00297705,0.01
-2.80505,1.76593,-0.0986269,-0.0354998,-0.28947,-0.0281148,-0.00284113,-0.0185085,-0.145071,-0.00804238,0.998923,0.0382512,-0.0260834,0.00289663,0.01
-2.67151,1.81349,-0.0875342,-0.0622149,-0.271335,-0.0289901,-0.00230679,-0.031845,-0.135986,-0.00847864,0.998899,0.0379327,-0.0274433,0.00281184,0.01
-2.52383,1.84876,-0.0759799,-0.0874532,-0.252847,-0.0297499,-0.00176898,-0.0444422,-0.126726,-0.00886301,0.998881,0.0374883,-0.0287105,0.0027232,0.01
-2.36492,1.87416,-0.0640165,-0.111102,-0.234106,-0.0303901,-0.00123675,-0.056244,-0.11734,-0.00919504,0.998868,0.0369258,-0.0298839,0.00263125,0.01
-2.19568,1.88888,-0.05183,-0.133059,-0.215217,-0.0309084,-0.000718434,-0.0671992,-0.107882,-0.00947502,0.99886,0.0362538,-0.0309627,0.0025365,0.01
-2.01832,1.89459,-0.0394969,-0.153242,-0.196271,-0.0313034,-0.000221028,-0.0772673,-0.0983966,-0.00970367,0.998857,0.0354811,-0.0319466,0.00243946,0.01
-1.83445,1.89181,-0.0271388,-0.171587,-0.177353,-0.0315748,0.000249647,-0.086416,-0.0889258,-0.00988219,0.998858,0.0346169,-0.0328358,0.00234064,0.01
-1.64554,1.88094,-0.0148773,-0.188042,-0.158543,-0.0317235,0.000688893,-0.0946202,-0.0795102,-0.0100123,0.998865,0.0336706,-0.0336309,0.00224051,0.01
-1.45367,1.86319,-0.00279297,-0.202579,-0.139911,-0.0317515,0.00109338,-0.101865,-0.0701839,-0.0100958,0.998875,0.032652,-0.0343327,0.00213955,0.01
-1.25991,1.83863,0.00899819,-0.215178,-0.121525,-0.0316615,0.00146072,-0.108142,-0.0609809,-0.0101351,0.998888,0.0315705,-0.0349425,0.0020382,0.01
-1.06658,1.8093,0.0204549,-0.225844,-0.103432,-0.0314569,0.00178998,-0.113451,-0.051925,-0.0101325,0.998906,0.030436,-0.0354617,0.00193687,0.01
-0.874459,1.77438,0.0314477,-0.234589,-0.0856883,-0.0311425,0.0020808,-0.117801,-0.043044,-0.0100907,0.998926,0.029258,-0.0358921,0.00183597,0.01
-0.685011,1.73502,0.0419323,-0.241439,-0.0683381,-0.0307231,0.0023338,-0.121204,-0.0343602,-0.0100125,0.998948,0.0280459,-0.0362357,0.00173584,0.01
-0.499752,1.69176,0.0518408,-0.246436,-0.0514205,-0.0302047,0.00255035,-0.12368,-0.0258929,-0.00990052,0.998973,0.0268091,-0.0364946,0.00163683,0.01
-0.319743,1.64505,0.0611242,-0.249634,-0.03497,-0.0295935,0.00273233,-0.125257,-0.0176594,-0.00975765,0.998999,0.0255565,-0.0366712,0.00153926,0.01
-0.146402,1.59626,0.0697631,-0.251098,-0.0190074,-0.0288959,0.00288231,-0.125968,-0.00967019,-0.00958657,0.999027,0.0242968,-0.0367679,0.00144339,0.01
0.0194704,1.54517,0.0777036,-0.250903,-0.00355572,-0.0281188,0.00300299,-0.125849,-0.00193665,-0.00938996,0.999057,0.0230383,-0.0367872,0.00134949,0.01
0.177122,1.49163,0.0849043,-0.249132,0.0113606,-0.0272698,0.00309715,-0.124942,0.00552891,-0.00917046,0.999087,0.0217888,-0.0367319,0.00125778,0.01
0.32561,1.4368,0.0913747,-0.245876,0.0257286,-0.026356,0.00316778,-0.123293,0.0127201,-0.00893054,0.999118,0.0205559,-0.0366046,0.00116848,0.01
0.464383,1.38034,0.0970861,-0.241232,0.039532,-0.0253852,0.00321773,-0.120951,0.0196286,-0.00867259,0.999149,0.0193464,-0.0364083,0.00108175,0.01
0.592507,1.32383,0.102067,-0.235307,0.0527703,-0.0243645,0.00324998,-0.117968,0.0262543,-0.00839878,0.999181,0.0181667,-0.0361458,0.000997761,0.01
0.709713,1.26681,0.106302,-0.22821,0.0654384,-0.0233015,0.00326719,-0.1144,0.0325946,-0.00811119,0.999213,0.0170227,-0.0358198,0.000916648,0.01
0.815682,1.20924,0.109797,-0.220053,0.0775309,-0.0222035,0.00327169,-0.110302,0.0386468,-0.00781179,0.999245,0.0159196,-0.0354333,0.00083853,0.01
0.910367,1.15101,0.112567,-0.210949,0.089041,-0.0210778,0.00326546,-0.105731,0.0444076,-0.00750241,0.999277,0.0148623,-0.0349892,0.000763505,0.01
0.993282,1.09303,0.11464,-0.201016,0.0999713,-0.0199314,0.00325035,-0.100746,0.0498781,-0.00718472,0.999309,0.0138548,-0.0344904,0.000691658,0.01
1.0643,1.03621,0.116055,-0.190373,0.110333,-0.0187709,0.00322801,-0.0954064,0.0550644,-0.00686026,0.99934,0.0129008,-0.0339397,0.000623055,0.01
1.12381,0.978347,0.116798,-0.179135,0.120117,-0.0176029,0.00319934,-0.0897698,0.0599611,-0.00653055,0.999372,0.0120031,-0.0333401,0.000557749,0.01
1.17153,0.922079,0.116939,-0.16742,0.129338,-0.0164335,0.00316542,-0.0838952,0.0645763,-0.00619692,0.999403,0.0111641,-0.0326943,0.000495779,0.01
1.20831,0.864758,0.116478,-0.155337,0.137985,-0.0152687,0.00312655,-0.0778374,0.0689047,-0.00586073,0.999434,0.0103857,-0.0320053,0.000437172,0.01
1.23369,0.809814,0.115482,-0.143,0.146083,-0.0141139,0.00308338,-0.0716534,0.0729583,-0.00552318,0.999464,0.00966919,-0.0312757,0.00038194,0.01
1.24839,0.754948,0.113956,-0.130516,0.153633,-0.0129744,0.00303595,-0.0653966,0.0767375,-0.00518547,0.999494,0.00901522,-0.0305083,0.000330085,0.01
1.25312,0.69895,0.11193,-0.117985,0.160622,-0.0118551,0.00298394,-0.0591169,0.0802366,-0.00484879,0.999523,0.00842405,-0.0297059,0.000281597,0.01
1.24781,0.645373,0.109467,-0.105507,0.167076,-0.0107604,0.00292748,-0.0528645,0.0834678,-0.00451427,0.999552,0.0078954,-0.0288712,0.000236454,0.01
1.23347,0.591252,0.10658,-0.093172,0.172989,-0.00969458,0.00286616,-0.0466846,0.0864283,-0.00418303,0.99958,0.00742855,-0.0280069,0.000194624,0.01
1.21036,0.538495,0.103314,-0.0810684,0.178374,-0.00866144,0.0027998,-0.0406211,0.0891251,-0.00385619,0.999608,0.00702233,-0.0271156,0.000156062,0.01
1.17948,0.485441,0.0996991,-0.0692736,0.183228,-0.00766444,0.002728,-0.0347128,0.0915566,-0.00353486,0.999634,0.0066752,-0.0262,0.000120713,0.01
1.14127,0.433101,0.0957708,-0.0578609,0.187559,-0.00670674,0.00265055,-0.0289964,0.0937264,-0.00322016,0.99966,0.00638523,-0.0252628,8.85114e-05,0.01
1.09592,0.382739,0.0915548,-0.0469016,0.191386,-0.00579119,0.00256747,-0.0235075,0.0956443,-0.0029132,0.999686,0.00615016,-0.0243063,5.93793e-05,0.01
1.04507,0.331105,0.0870901,-0.036451,0.194697,-0.00492029,0.00247843,-0.0182738,0.0973041,-0.00261509,0.99971,0.00596741,-0.0233333,3.32284e-05,0.01
0.988879,0.280599,0.0824075,-0.0265622,0.197503,-0.00409621,0.00238352,-0.0133218,0.0987113,-0.00232691,0.999733,0.00583419,-0.0223461,9.9593e-06,0.01
0.92835,0.230163,0.0775393,-0.0172787,0.199805,-0.00332082,0.00228286,-0.00867316,0.0998663,-0.00204976,0.999756,0.00574746,-0.0213475,-1.05383e-05,0.01
0.863433,0.181484,0.0725011,-0.00864438,0.20162,-0.00259581,0.00217687,-0.0043499,0.100778,-0.00178472,0.999777,0.00570396,-0.0203397,-2.83855e-05,0.01
0.796834,0.130811,0.0673641,-0.000676039,0.202928,-0.00192217,0.00206565,-0.000360372,0.101436,-0.00153274,0.999797,0.00570035,-0.0193253,-4.37129e-05,0.01
0.725279,0.0844916,0.0620677,0.00657676,0.203773,-0.00130149,0.00195021,0.00327068,0.101862,-0.00129495,0.999816,0.00573305,-0.0183067,-5.66624e-05,0.01
0.656283,0.0331422,0.056799,0.0131396,0.204104,-0.0007335,0.00183055,0.00655609,0.102032,-0.00107202,0.999834,0.00579861,-0.0172864,-6.73826e-05,0.01
0.581258,-0.0116681,0.0513663,0.0189522,0.203988,-0.000219837,0.00170815,0.00946574,0.101977,-0.00086513,0.99985,0.00589327,-0.0162666,-7.60338e-05,0.01
0.510426,-0.060522,0.0460265,0.0240564,0.203382,0.000240428,0.00158329,0.0120206,0.101678,-0.000674756,0.999866,0.00601347,-0.0152498,-8.27814e-05,0.01
0.436626,-0.105818,0.0406186,0.0284227,0.202324,0.000646613,0.00145727,0.014206,0.101152,-0.000501792,0.99988,0.00615553,-0.0142383,-8.77992e-05,0.01
0.364958,-0.151567,0.0352783,0.0320723,0.200809,0.000999397,0.00133092,0.0160325,0.100397,-0.00034673,0.999892,0.00631585,-0.0132343,-9.12665e-05,0.01
0.293062,-0.19602,0.0299629,0.0350029,0.198848,0.00129903,0.00120533,0.0174991,0.0994192,-0.000210125,0.999904,0.00649083,-0.0122401,-9.33677e-05,0.01
0.224547,-0.24026,0.0247703,0.0372483,0.196446,0.00154673,0.00108144,0.0186227,0.0982203,-9.22205e-05,0.999914,0.00667706,-0.0112579,-9.42898e-05,0.01
0.160283,-0.283662,0.0197288,0.0388512,0.193609,0.00174402,0.000960192,0.0194246,0.096804,6.87219e-06,0.999923,0.0068713,-0.0102898,-9.42211e-05,0.01
0.0932361,-0.325588,0.0147011,0.0397835,0.190353,0.00189103,0.00084276,0.019891,0.0951778,8.67703e-05,0.999931,0.00707021,-0.00933806,-9.33533e-05,0.01
0.0354533,-0.366585,0.00996203,0.0401381,0.186687,0.00199065,0.000729851,0.0200682,0.0933463,0.00014789,0.999938,0.00727089,-0.0084046,-9.18744e-05,0.01
-0.0256508,-0.406998,0.00526245,0.0398816,0.182618,0.00204327,0.00062252,0.0199397,0.0913124,0.000190083,0.999944,0.00747028,-0.00749147,-8.99735e-05,0.01
-0.0770366,-0.445291,0.00088475,0.0391112,0.178165,0.00205212,0.000521364,0.0195542,0.0890867,0.000214032,0.999949,0.00766582,-0.0066006,-8.78332e-05,0.01
-0.127164,-0.482558,-0.00332776,0.0378396,0.173339,0.00201884,0.000427124,0.0189179,0.0866745,0.000220095,0.999953,0.007855,-0.00573385,-8.56322e-05,0.01
-0.17303,-0.518368,-0.00730035,0.0361093,0.168155,0.00194584,0.000340353,0.0180521,0.0840829,0.000208921,0.999956,0.00803551,-0.00489302,-8.35429e-05,0.01
-0.21267,-0.55162,-0.0109843,0.0339826,0.162639,0.001836,0.000261442,0.0169882,0.0813248,0.000181374,0.999958,0.00820539,-0.00407977,-8.17292e-05,0.01
-0.253238,-0.585729,-0.0144906,0.0314502,0.156782,0.00169109,0.000190856,0.0157215,0.0783959,0.000138126,0.99996,0.00836261,-0.00329582,-8.03479e-05,0.01
-0.283969,-0.615331,-0.01762,0.0286105,0.150629,0.00151489,0.000128654,0.0143011,0.0753187,8.04435e-05,0.999961,0.00850561,-0.00254263,-7.95434e-05,0.01
-0.313965,-0.645135,-0.0205145,0.0254708,0.144177,0.00130975,7.5024e-05,0.0127308,0.0720923,9.30762e-06,0.999961,0.00863292,-0.0018217,-7.94503e-05,0.01
-0.338374,-0.672199,-0.0230825,0.0220871,0.137455,0.00107892,2.99061e-05,0.0110386,0.0687305,-7.39989e-05,0.999961,0.0087433,-0.0011344,-8.01903e-05,0.01
-0.357696,-0.696695,-0.0253251,0.0185101,0.130488,0.000825669,-6.87389e-06,0.00924994,0.0652459,-0.00016813,0.999961,0.0088358,-0.000481939,-8.18716e-05,0.01
-0.373808,-0.719834,-0.0272634,0.014772,0.12329,0.000553035,-3.55297e-05,0.00738082,0.0616456,-0.000271736,0.99996,0.00890961,0.000134517,-8.45889e-05,0.01
-0.384144,-0.739465,-0.0288553,0.0109306,0.115895,0.000264482,-5.64775e-05,0.00546017,0.057947,-0.00038332,0.99996,0.00896421,0.000713987,-8.84221e-05,0.01
-0.393486,-0.758835,-0.0301588,0.00699574,0.108307,-3.71059e-05,-7.00221e-05,0.00349296,0.0541514,-0.000501498,0.999959,0.00899914,0.0012555,-9.34371e-05,0.01
-0.396082,-0.773776,-0.0311017,0.00303492,0.100569,-0.000348123,-7.68044e-05,0.00151292,0.0502811,-0.000624667,0.999958,0.00901426,0.00175831,-9.96837e-05,0.01
-0.395248,-0.786351,-0.0317256,-0.000917562,0.0927057,-0.000665379,-7.74003e-05,-0.000462797,0.0463478,-0.000751319,0.999957,0.00900964,0.00222179,-0.000107197,0.01
-0.392523,-0.797441,-0.0320475,-0.00484279,0.0847312,-0.000985854,-7.23644e-05,-0.00242474,0.0423591,-0.000879984,0.999956,0.00898539,0.00264538,-0.000115997,0.01
-0.387821,-0.806921,-0.0320683,-0.008721,0.076662,-0.00130654,-6.22951e-05,-0.00436303,0.038323,-0.00100919,0.999955,0.00894176,0.00302861,-0.000126089,0.01
-0.37653,-0.811081,-0.0317555,-0.0124863,0.0685512,-0.00162409,-4.80851e-05,-0.00624473,0.034266,-0.0011374,0.999955,0.00887931,0.00337127,-0.000137463,0.01
-0.364479,-0.813971,-0.0311676,-0.0161311,0.0604115,-0.00193577,-3.03483e-05,-0.00806607,0.0301947,-0.00126324,0.999955,0.00879865,0.00367322,-0.000150095,0.01
-0.34958,-0.813962,-0.0303001,-0.0196269,0.0522719,-0.00223877,-9.82597e-06,-0.00981281,0.0261234,-0.00138534,0.999954,0.00870052,0.00393445,-0.000163948,0.01
-0.334428,-0.812698,-0.0291807,-0.0229712,0.0441449,-0.00253058,1.28801e-05,-0.0114837,0.0220586,-0.00150246,0.999954,0.00858568,0.00415504,-0.000178973,0.01
-0.31488,-0.806963,-0.0278009,-0.02612,0.0360753,-0.00280858,3.69305e-05,-0.0130568,0.0180224,-0.00161336,0.999955,0.00845512,0.00433526,-0.000195107,0.01
-0.293031,-0.79829,-0.0261927,-0.0290503,0.0280924,-0.00307051,6.16183e-05,-0.0145206,0.0140297,-0.00171692,0.999955,0.00830991,0.00447556,-0.000212276,0.01
-0.27304,-0.78923,-0.0243864,-0.0317807,0.0202001,-0.00331438,8.64922e-05,-0.0158844,0.0100824,-0.00181216,0.999956,0.00815107,0.00457638,-0.000230397,0.01
-0.247646,-0.774752,-0.0223816,-0.0342571,0.0124526,-0.00353819,0.000110715,-0.0171212,0.00620764,-0.00189816,0.999957,0.00797985,0.00463846,-0.000249379,0.01
-0.226688,-0.761247,-0.0202183,-0.036524,0.00484009,-0.00374037,0.000134036,-0.0182532,0.00240046,-0.00197413,0.999959,0.00779732,0.00466246,-0.00026912,0.01
-0.199745,-0.741816,-0.0179047,-0.0385215,-0.00257806,-0.00391942,0.000155665,-0.0192504,-0.00130944,-0.00203938,0.99996,0.00760482,0.00464937,-0.000289514,0.01
-0.174795,-0.721594,-0.0154703,-0.0402694,-0.009794,-0.00407412,0.000175299,-0.020123,-0.00491813,-0.00209335,0.999962,0.00740359,0.00460019,-0.000310448,0.01
-0.149038,-0.69879,-0.0129381,-0.0417598,-0.0167819,-0.00420351,0.000192534,-0.0208668,-0.00841267,-0.0021356,0.999964,0.00719492,0.00451606,-0.000331804,0.01
-0.127069,-0.675289,-0.0103183,-0.0430305,-0.0235348,-0.00430669,0.000207228,-0.0215008,-0.0117896,-0.00216577,0.999966,0.00697991,0.00439816,-0.000353461,0.01
-0.0990254,-0.647263,-0.00766618,-0.0440207,-0.0300074,-0.00438335,0.000218844,-0.0219947,-0.0150263,-0.00218368,0.999968,0.00675996,0.0042479,-0.000375298,0.01
-0.075152,-0.618786,-0.0049685,-0.0447722,-0.0361953,-0.00443304,0.000227375,-0.0223692,-0.0181204,-0.0021892,0.99997,0.00653627,0.0040667,-0.00039719,0.01
-0.0508542,-0.588144,-0.00226671,-0.0452808,-0.0420767,-0.0044557,0.000232655,-0.0226223,-0.0210613,-0.00218234,0.999973,0.00631005,0.00385608,-0.000419013,0.01
-0.0313702,-0.555937,0.000451184,-0.0455945,-0.0476361,-0.00445119,0.000234764,-0.0227781,-0.023841,-0.00216315,0.999975,0.00608227,0.00361767,-0.000440645,0.01
-0.0067933,-0.521811,0.00309356,-0.0456624,-0.0528542,-0.00442026,0.000233496,-0.022811,-0.0264499,-0.00213193,0.999977,0.00585416,0.00335317,-0.000461964,0.01
0.0175719,-0.487194,0.00567385,-0.0454867,-0.0577261,-0.00436352,0.000228918,-0.0227222,-0.0288857,-0.002089,0.999979,0.00562694,0.00306432,-0.000482854,0.01
0.0359203,-0.450749,0.00822576,-0.0451275,-0.0622336,-0.00428126,0.000221283,-0.0225417,-0.0311391,-0.00203464,0.999982,0.00540152,0.00275293,-0.000503201,0.01
0.0512008,-0.411662,0.010711,-0.0446155,-0.0663502,-0.00417415,0.000210774,-0.0222849,-0.033197,-0.00196925,0.999984,0.00517867,0.00242096,-0.000522893,0.01
0.0726863,-0.375154,0.0130127,-0.0438886,-0.0701018,-0.00404402,0.000197442,-0.0219207,-0.0350723,-0.00189359,0.999985,0.00495946,0.00207023,-0.000541829,0.01
0.0874902,-0.335292,0.0152562,-0.0430137,-0.0734547,-0.00389146,0.000181642,-0.0214826,-0.0367481,-0.00180808,0.999987,0.00474464,0.00170275,-0.00055991,0.01
0.101529,-0.294936,0.0173615,-0.0419984,-0.0764041,-0.00371784,0.000163641,-0.0209744,-0.0382221,-0.0017134,0.999989,0.00453489,0.00132053,-0.000577044,0.01
0.115596,-0.255652,0.0193061,-0.0408425,-0.0789606,-0.00352478,0.000143726,-0.0203959,-0.0394996,-0.0016103,0.99999,0.00433093,0.000925534,-0.000593146,0.01
0.125913,-0.213528,0.0211291,-0.0395833,-0.0810959,-0.00331349,0.000122262,-0.0197659,-0.0405664,-0.00149944,0.999991,0.00413327,0.000519869,-0.000608141,0.01
0.137572,-0.174926,0.0227545,-0.0382076,-0.0828451,-0.00308595,9.95572e-05,-0.0190777,-0.0414402,-0.00138168,0.999992,0.0039425,0.000105467,-0.000621958,0.01
0.145292,-0.132902,0.0242476,-0.0367547,-0.0841741,-0.00284347,7.60072e-05,-0.0183509,-0.0421038,-0.00125773,0.999993,0.00375899,-0.00031557,-0.000634535,0.01
0.153084,-0.0935597,0.0255473,-0.0352239,-0.0851097,-0.002588,5.19529e-05,-0.0175852,-0.0425706,-0.00112847,0.999993,0.00358313,-0.000741276,-0.000645819,0.01
0.15825,-0.0524087,0.0266896,-0.0336414,-0.0856338,-0.0023211,2.77821e-05,-0.0167938,-0.0428316,-0.000994656,0.999993,0.0034152,-0.00116959,-0.000655766,0.01
0.163446,-0.0147915,0.0276345,-0.0320069,-0.0857817,-0.00204476,3.81967e-06,-0.0159764,-0.0429046,-0.000857174,0.999993,0.00325543,-0.00159864,-0.000664338,0.01
0.166368,0.0239534,0.028415,-0.0303432,-0.0855422,-0.00176061,-1.95702e-05,-0.0151445,-0.0427838,-0.000716805,0.999993,0.00310399,-0.00202648,-0.000671506,0.01
0.167586,0.0634341,0.0290255,-0.0286674,-0.0849079,-0.00147035,-4.2034e-05,-0.0143066,-0.0424655,-0.000574347,0.999992,0.00296092,-0.00245113,-0.000677249,0.01
0.168529,0.0991495,0.0294473,-0.0269821,-0.0839164,-0.00117588,-6.32973e-05,-0.013464,-0.0419687,-0.000430632,0.999992,0.00282628,-0.00287082,-0.000681555,0.01
0.168197,0.133731,0.0296995,-0.0253001,-0.0825791,-0.000878884,-8.30816e-05,-0.0126231,-0.041299,-0.000286427,0.999991,0.00270005,-0.00328381,-0.000684419,0.01
0.166132,0.169431,0.0297937,-0.0236388,-0.0808848,-0.000580947,-0.000101091,-0.0117926,-0.0404509,-0.000142462,0.99999,0.00258212,-0.00368832,-0.000685844,0.01
0.16348,0.202317,0.0297201,-0.022004,-0.0788616,-0.000283746,-0.000117122,-0.0109754,-0.0394383,5.22665e-07,0.999988,0.00247237,-0.0040827,-0.000685839,0.01
0.160109,0.233037,0.0294893,-0.0204029,-0.0765312,1.11472e-05,-0.000131001,-0.0101751,-0.0382721,0.00014183,0.999987,0.00237062,-0.00446542,-0.00068442,0.01
0.15537,0.263996,0.0291158,-0.0188492,-0.0738912,0.000302305,-0.000142532,-0.00939851,-0.0369512,0.000280819,0.999986,0.00227663,-0.00483493,-0.000681612,0.01
0.150384,0.291925,0.0285966,-0.0173454,-0.070972,0.000588271,-0.000151627,-0.00864694,-0.0354907,0.000416851,0.999984,0.00219016,-0.00518984,-0.000677444,0.01
0.144812,0.317505,0.0279449,-0.0158972,-0.0677969,0.000867719,-0.000158225,-0.00792327,-0.0339024,0.000549348,0.999982,0.00211093,-0.00552886,-0.00067195,0.01
0.138717,0.341487,0.0271703,-0.0145101,-0.0643821,0.00113942,-0.000162282,-0.00723012,-0.0321941,0.000677766,0.999981,0.00203863,-0.0058508,-0.000665173,0.01
0.131491,0.366238,0.0262868,-0.0131952,-0.0607197,0.00140229,-0.000163713,-0.00657315,-0.0303622,0.000801625,0.999979,0.0019729,-0.00615443,-0.000657156,0.01
0.12483,0.385192,0.0252921,-0.0119469,-0.0568678,0.00165521,-0.000162665,-0.00594953,-0.0284356,0.000920449,0.999977,0.0019134,-0.00643878,-0.000647952,0.01
0.117189,0.404592,0.0242065,-0.010775,-0.0528219,0.00189728,-0.000159131,-0.00536414,-0.026412,0.00103384,0.999976,0.00185976,-0.0067029,-0.000637613,0.01
0.109987,0.419744,0.0230339,-0.0096751,-0.0486244,0.00212762,-0.000153287,-0.0048148,-0.0243127,0.00114142,0.999974,0.00181161,-0.00694603,-0.000626199,0.01
0.102115,0.434932,0.0217891,-0.00865395,-0.0442751,0.00234551,-0.000145195,-0.00430486,-0.0221376,0.00124288,0.999973,0.00176857,-0.0071674,-0.00061377,0.01
0.0943246,0.447194,0.0204791,-0.00771071,-0.0398032,0.0025503,-0.000135042,-0.00383389,-0.0199011,0.00133794,0.999971,0.00173023,-0.00736642,-0.000600391,0.01
0.0862852,0.45904,0.0191152,-0.00684785,-0.0352128,0.00274145,-0.000122949,-0.00340316,-0.0176056,0.00142637,0.99997,0.00169619,-0.00754247,-0.000586127,0.01
0.0789698,0.465641,0.0177053,-0.00605816,-0.0305564,0.0029185,-0.000109242,-0.00300903,-0.015277,0.00150797,0.999969,0.0016661,-0.00769524,-0.000571047,0.01
0.0716113,0.471291,0.0162612,-0.00534204,-0.0258434,0.00308111,-9.41058e-05,-0.0026517,-0.0129203,0.00158259,0.999968,0.00163959,-0.00782444,-0.000555222,0.01
0.0644723,0.474655,0.0147915,-0.00469732,-0.0210969,0.00322903,-7.77885e-05,-0.0023301,-0.0105468,0.00165014,0.999967,0.00161629,-0.00792991,-0.00053872,0.01
0.0571302,0.478091,0.0133048,-0.00412602,-0.016316,0.00336208,-6.04521e-05,-0.00204522,-0.00815612,0.00171053,0.999967,0.00159583,-0.00801147,-0.000521615,0.01
0.0507256,0.476345,0.0118109,-0.00361876,-0.0115525,0.00348019,-4.24813e-05,-0.00179237,-0.00577424,0.00176375,0.999966,0.00157791,-0.00806922,-0.000503977,0.01
0.0444915,0.473635,0.0103172,-0.00317385,-0.00681618,0.00358336,-2.40936e-05,-0.00157069,-0.00340595,0.0018098,0.999966,0.0015622,-0.00810327,-0.000485879,0.01
0.0378201,0.472269,0.00882994,-0.00279565,-0.00209349,0.00367166,-5.4064e-06,-0.00138239,-0.00104452,0.00184873,0.999966,0.00154838,-0.00811372,-0.000467392,0.01
0.0331432,0.462447,0.00736292,-0.00246421,0.00253098,0.00374529,1.30508e-05,-0.00121746,0.00126777,0.00188062,0.999966,0.00153621,-0.00810104,-0.000448586,0.01
0.0275927,0.456608,0.00591442,-0.00218829,0.00709706,0.00380443,3.12809e-05,-0.00108029,0.00355084,0.00190556,0.999966,0.0015254,-0.00806553,-0.00042953,0.01
0.0229126,0.446452,0.00449652,-0.00195916,0.0115616,0.0038494,4.89461e-05,-0.000966507,0.00578311,0.00192372,0.999967,0.00151574,-0.0080077,-0.000410293,0.01
0.0183092,0.43637,0.00311219,-0.00177607,0.0159253,0.00388052,6.59045e-05,-0.000875735,0.00796495,0.00193524,0.999967,0.00150698,-0.00792805,-0.000390941,0.01
0.0149029,0.421784,0.00177185,-0.00162704,0.0201431,0.00389824,8.18358e-05,-0.000801978,0.0100739,0.00194033,0.999968,0.00149896,-0.00782731,-0.000371537,0.01
0.0109323,0.409487,0.000471921,-0.00151772,0.024238,0.00390296,9.67217e-05,-0.000748062,0.0121213,0.00193919,0.999969,0.00149148,-0.0077061,-0.000352146,0.01
0.0084784,0.392155,-0.000772324,-0.00143293,0.0281595,0.00389523,0.000110255,-0.000706394,0.014082,0.00193208,0.99997,0.00148442,-0.00756528,-0.000332825,0.01
0.00534334,0.376834,-0.00196915,-0.0013795,0.0319279,0.00387554,0.000122441,-0.000680383,0.0159661,0.00191923,0.999972,0.00147761,-0.00740562,-0.000313632,0.01
0.00428221,0.355444,-0.00309868,-0.00133668,0.0354823,0.00384456,0.000132975,-0.000659648,0.0177433,0.00190096,0.999973,0.00147102,-0.00722819,-0.000294623,0.01
0.00186461,0.33821,-0.00417906,-0.00131803,0.0388644,0.00380276,0.000141989,-0.00065098,0.0194343,0.00187751,0.999974,0.00146451,-0.00703384,-0.000275848,0.01
0.00105939,0.316342,-0.00518875,-0.00130744,0.0420278,0.00375088,0.000149283,-0.000646307,0.0210159,0.00184921,0.999976,0.00145804,-0.00682368,-0.000257356,0.01
-0.00112401,0.298135,-0.00614553,-0.00131868,0.0450092,0.00368942,0.000155,-0.000652527,0.0225066,0.00181635,0.999977,0.00145152,-0.00659862,-0.000239192,0.01
-0.000720038,0.273735,-0.00702084,-0.00132588,0.0477465,0.00361921,0.000158926,-0.000656694,0.0238752,0.00177929,0.999979,0.00144495,-0.00635987,-0.000221399,0.01
-0.00144417,0.251881,-0.00783939,-0.00134032,0.0502653,0.00354082,0.000161201,-0.000664451,0.0251346,0.00173832,0.99998,0.00143831,-0.00610852,-0.000204016,0.01
-0.00158759,0.228663,-0.00858795,-0.0013562,0.052552,0.00345494,0.000161835,-0.000672893,0.0262778,0.00169379,0.999982,0.00143158,-0.00584574,-0.000187078,0.01
-0.000247112,0.203228,-0.00926029,-0.00135867,0.0545843,0.00336234,0.00016083,-0.000674599,0.0272939,0.00164604,0.999983,0.00142483,-0.0055728,-0.000170618,0.01
-0.00170165,0.18238,-0.00988606,-0.00137568,0.0564081,0.00326348,0.000158434,-0.000683549,0.0282058,0.00159536,0.999985,0.00141799,-0.00529074,-0.000154664,0.01
-0.000909134,0.157541,-0.0104296,-0.00138478,0.0579835,0.00315918,0.000154614,-0.000688504,0.0289934,0.00154212,0.999987,0.00141111,-0.00500081,-0.000139243,0.01
0.000990863,0.13196,-0.0109008,-0.00137487,0.0593031,0.00305017,0.000149464,-0.000683926,0.0296532,0.00148666,0.999988,0.00140427,-0.00470428,-0.000124376,0.01
0.000650304,0.108936,-0.0113232,-0.00136836,0.0603924,0.00293694,0.000143195,-0.000681021,0.0301978,0.00142927,0.999989,0.00139746,-0.0044023,-0.000110084,0.01
0.00271479,0.0835826,-0.0116665,-0.00134122,0.0612282,0.00282028,0.000135865,-0.000667763,0.0306157,0.00137029,0.999991,0.00139078,-0.00409614,-9.63807e-05,0.01
0.0037762,0.0597051,-0.0119555,-0.00130345,0.0618253,0.00270072,0.000127659,-0.000649169,0.0309142,0.00131002,0.999992,0.00138429,-0.003787,-8.32804e-05,0.01
0.00403773,0.0366384,-0.0121899,-0.00126308,0.0621917,0.00257882,0.000118742,-0.00062924,0.0310973,0.00124875,0.999993,0.001378,-0.00347603,-7.0793e-05,0.01
