p_x,p_y,p_z,dp_x,dp_y,dp_z,ddp_x,ddp_y,ddp_z,dt
0.999560,0.999560,4.036829,-0.000008,-0.000008,-0.049087,0.000123,0.000123,9.809947,0.010000
0.999560,0.999560,4.036828,-0.000007,-0.000007,-0.049088,0.000100,0.000100,9.809951,0.010000
0.999560,0.999560,4.036828,-0.000006,-0.000006,-0.049088,0.000079,0.000079,9.809955,0.010000
0.999560,0.999560,4.036827,-0.000006,-0.000006,-0.049089,0.000060,0.000060,9.809958,0.010000
0.999560,0.999560,4.036827,-0.000005,-0.000005,-0.049089,0.000041,0.000041,9.809960,0.010000
0.999560,0.999560,4.036826,-0.000005,-0.000005,-0.049089,0.000025,0.000025,9.809964,0.010000
0.999560,0.999560,4.036826,-0.000005,-0.000005,-0.049090,0.000009,0.000009,9.809967,0.010000
0.999560,0.999560,4.036825,-0.000005,-0.000005,-0.049090,-0.000005,-0.000005,9.809971,0.010000
0.999560,0.999560,4.036825,-0.000005,-0.000005,-0.049090,-0.000018,-0.000018,9.809973,0.010000
0.999560,0.999560,4.036824,-0.000006,-0.000006,-0.049091,-0.000031,-0.000031,9.809976,0.010000
0.999560,0.999560,4.036824,-0.000006,-0.000006,-0.049091,-0.000045,-0.000045,9.809978,0.010000
0.999560,0.999560,4.036823,-0.000007,-0.000007,-0.049091,-0.000057,-0.000057,9.809981,0.010000
0.999560,0.999560,4.036823,-0.000007,-0.000007,-0.049091,-0.000070,-0.000070,9.809983,0.010000
0.999560,0.999560,4.036822,-0.000008,-0.000008,-0.049091,-0.000083,-0.000083,9.809986,0.010000
0.999559,0.999559,4.036822,-0.000009,-0.000009,-0.049091,-0.000096,-0.000096,9.809988,0.010000
0.999559,0.999559,4.036821,-0.000010,-0.000010,-0.049092,-0.000108,-0.000108,9.809990,0.010000
0.999559,0.999559,4.036821,-0.000011,-0.000011,-0.049092,-0.000120,-0.000120,9.809992,0.010000
0.999559,0.999559,4.036820,-0.000013,-0.000013,-0.049092,-0.000132,-0.000132,9.809996,0.010000
0.999559,0.999559,4.036820,-0.000014,-0.000014,-0.049092,-0.000143,-0.000143,9.809998,0.010000
0.999559,0.999559,4.036819,-0.000016,-0.000016,-0.049092,-0.000155,-0.000155,9.809999,0.010000
0.999559,0.999559,4.036819,-0.000017,-0.000017,-0.049092,-0.000166,-0.000166,9.810001,0.010000
0.999558,0.999558,4.036819,-0.000019,-0.000019,-0.049092,-0.000177,-0.000177,9.810003,0.010000
0.999558,0.999558,4.036818,-0.000021,-0.000021,-0.049092,-0.000187,-0.000187,9.810005,0.010000
0.999558,0.999558,4.036818,-0.000023,-0.000023,-0.049092,-0.000197,-0.000197,9.810007,0.010000
0.999558,0.999558,4.036817,-0.000025,-0.000025,-0.049091,-0.000206,-0.000206,9.810008,0.010000
0.999557,0.999557,4.036817,-0.000027,-0.000027,-0.049091,-0.000216,-0.000216,9.810009,0.010000
0.999557,0.999557,4.036816,-0.000029,-0.000029,-0.049091,-0.000224,-0.000224,9.810011,0.010000
0.999557,0.999557,4.036816,-0.000032,-0.000032,-0.049091,-0.000233,-0.000233,9.810013,0.010000
0.999556,0.999556,4.036815,-0.000034,-0.000034,-0.049091,-0.000240,-0.000240,9.810015,0.010000
0.999556,0.999556,4.036815,-0.000037,-0.000037,-0.049091,-0.000248,-0.000248,9.810016,0.010000
0.999556,0.999556,4.036814,-0.000039,-0.000039,-0.049091,-0.000255,-0.000255,9.810018,0.010000
0.999555,0.999555,4.036814,-0.000042,-0.000042,-0.049090,-0.000261,-0.000261,9.810019,0.010000
0.999555,0.999555,4.036813,-0.000044,-0.000044,-0.049090,-0.000267,-0.000267,9.810019,0.010000
0.999554,0.999554,4.036813,-0.000047,-0.000047,-0.049090,-0.000272,-0.000272,9.810021,0.010000
0.999554,0.999554,4.036812,-0.000050,-0.000050,-0.049090,-0.000277,-0.000277,9.810022,0.010000
0.999553,0.999553,4.036812,-0.000053,-0.000053,-0.049090,-0.000281,-0.000281,9.810024,0.010000
0.999553,0.999553,4.036811,-0.000056,-0.000056,-0.049089,-0.000284,-0.000284,9.810025,0.010000
0.999552,0.999552,4.036811,-0.000058,-0.000058,-0.049089,-0.000287,-0.000287,9.810027,0.010000
0.999551,0.999551,4.036810,-0.000059,-0.000059,-0.049089,-0.000093,-0.000093,9.810028,0.010000
0.999551,0.999551,4.036810,-0.000058,-0.000058,-0.049089,0.000090,0.000090,9.810030,0.010000
0.999550,0.999550,4.036809,-0.000056,-0.000056,-0.049088,0.000264,0.000264,9.810030,0.010000
0.999550,0.999550,4.036809,-0.000052,-0.000052,-0.049088,0.000428,0.000428,9.810032,0.010000
0.999549,0.999549,4.036808,-0.000046,-0.000046,-0.049088,0.000582,0.000582,9.810033,0.010000
0.999549,0.999549,4.036808,-0.000038,-0.000038,-0.049087,0.000728,0.000728,9.810032,0.010000
0.999549,0.999549,4.036808,-0.000032,-0.000032,-0.049087,0.000670,0.000670,9.810034,0.010000
0.999548,0.999548,4.036807,-0.000026,-0.000026,-0.049087,0.000614,0.000614,9.810035,0.010000
0.999548,0.999548,4.036807,-0.000020,-0.000020,-0.049086,0.000562,0.000562,9.810035,0.010000
0.999548,0.999548,4.036806,-0.000015,-0.000015,-0.049086,0.000513,0.000513,9.810036,0.010000
0.999548,0.999548,4.036806,-0.000010,-0.000010,-0.049086,0.000467,0.000467,9.810038,0.010000
0.999548,0.999548,4.036805,-0.000006,-0.000006,-0.049085,0.000423,0.000423,9.810038,0.010000
0.999548,0.999548,4.036805,-0.000002,-0.000002,-0.049085,0.000382,0.000382,9.810039,0.010000
0.999548,0.999548,4.036804,0.000001,0.000001,-0.049084,0.000344,0.000344,9.810039,0.010000
0.999548,0.999548,4.036804,0.000004,0.000004,-0.049084,0.000308,0.000308,9.810040,0.010000
0.999548,0.999548,4.036803,0.000007,0.000007,-0.049084,0.000274,0.000274,9.810041,0.010000
0.999548,0.999548,4.036803,0.000010,0.000010,-0.049083,0.000243,0.000243,9.810041,0.010000
0.999548,0.999548,4.036802,0.000012,0.000012,-0.049083,0.000213,0.000213,9.810042,0.010000
0.999549,0.999549,4.036802,0.000014,0.000014,-0.049082,0.000186,0.000186,9.810042,0.010000
0.999549,0.999549,4.036801,0.000015,0.000015,-0.049082,0.000160,0.000160,9.810043,0.010000
0.999549,0.999549,4.036801,0.000016,0.000016,-0.049082,0.000136,0.000136,9.810043,0.010000
0.999549,0.999549,4.036800,0.000018,0.000018,-0.049081,0.000114,0.000114,9.810044,0.010000
0.999549,0.999549,4.036800,0.000019,0.000019,-0.049081,0.000093,0.000093,9.810045,0.010000
0.999549,0.999549,4.036799,0.000019,0.000019,-0.049080,0.000074,0.000074,9.810046,0.010000
0.999550,0.999550,4.036799,0.000020,0.000020,-0.049080,0.000056,0.000056,9.810047,0.010000
0.999550,0.999550,4.036798,0.000020,0.000020,-0.049079,0.000039,0.000039,9.810047,0.010000
0.999550,0.999550,4.036798,0.000020,0.000020,-0.049079,0.000024,0.000024,9.810048,0.010000
0.999550,0.999550,4.036798,0.000021,0.000021,-0.049078,0.000010,0.000010,9.810048,0.010000
0.999550,0.999550,4.036797,0.000021,0.000021,-0.049078,-0.000003,-0.000003,9.810049,0.010000
0.999551,0.999551,4.036797,0.000020,0.000020,-0.049077,-0.000017,-0.000017,9.810049,0.010000
0.999551,0.999551,4.036796,0.000020,0.000020,-0.049077,-0.000030,-0.000030,9.810050,0.010000
0.999551,0.999551,4.036796,0.000020,0.000020,-0.049076,-0.000042,-0.000042,9.810050,0.010000
0.999551,0.999551,4.036795,0.000019,0.000019,-0.049076,-0.000055,-0.000055,9.810050,0.010000
0.999551,0.999551,4.036795,0.000018,0.000018,-0.049075,-0.000068,-0.000068,9.810050,0.010000
0.999551,0.999551,4.036794,0.000018,0.000018,-0.049075,-0.000081,-0.000081,9.810051,0.010000
0.999552,0.999552,4.036794,0.000017,0.000017,-0.049074,-0.000093,-0.000093,9.810051,0.010000
0.999552,0.999552,4.036794,0.000016,0.000016,-0.049074,-0.000105,-0.000105,9.810051,0.010000
0.999552,0.999552,4.036794,0.000014,0.000014,-0.049073,-0.000117,-0.000117,9.810050,0.010000
0.999552,0.999552,4.036794,0.000013,0.000013,-0.049073,-0.000129,-0.000129,9.810048,0.010000
0.999552,0.999552,4.036794,0.000012,0.000012,-0.049072,-0.000141,-0.000141,9.810047,0.010000
0.999552,0.999552,4.036794,0.000010,0.000010,-0.049072,-0.000152,-0.000152,9.810045,0.010000
0.999552,0.999552,4.036794,0.000009,0.000009,-0.049071,-0.000163,-0.000163,9.810044,0.010000
0.999552,0.999552,4.036794,0.000007,0.000007,-0.049071,-0.000174,-0.000174,9.810042,0.010000
0.999552,0.999552,4.036794,0.000005,0.000005,-0.049071,-0.000184,-0.000184,9.810041,0.010000
0.999552,0.999552,4.036794,0.000003,0.000003,-0.049070,-0.000194,-0.000194,9.810041,0.010000
0.999552,0.999552,4.036794,0.000001,0.000001,-0.049070,-0.000203,-0.000203,9.810040,0.010000
0.999552,0.999552,4.036794,-0.000001,-0.000001,-0.049069,-0.000213,-0.000213,9.810039,0.010000
0.999552,0.999552,4.036794,-0.000003,-0.000003,-0.049069,-0.000221,-0.000221,9.810037,0.010000
0.999552,0.999552,4.036794,-0.000006,-0.000006,-0.049069,-0.000230,-0.000230,9.810036,0.010000
0.999552,0.999552,4.036794,-0.000008,-0.000008,-0.049068,-0.000237,-0.000237,9.810036,0.010000
0.999552,0.999552,4.036794,-0.000010,-0.000010,-0.049068,-0.000245,-0.000245,9.810034,0.010000
0.999552,0.999552,4.036794,-0.000013,-0.000013,-0.049068,-0.000252,-0.000252,9.810033,0.010000
0.999552,0.999552,4.036794,-0.000015,-0.000015,-0.049067,-0.000258,-0.000258,9.810033,0.010000
0.999552,0.999552,4.036794,-0.000018,-0.000018,-0.049067,-0.000264,-0.000264,9.810031,0.010000
0.999551,0.999551,4.036794,-0.000021,-0.000021,-0.049067,-0.000269,-0.000269,9.810030,0.010000
0.999551,0.999551,4.036794,-0.000024,-0.000024,-0.049067,-0.000274,-0.000274,9.810030,0.010000
0.999551,0.999551,4.036794,-0.000026,-0.000026,-0.049066,-0.000278,-0.000278,9.810028,0.010000
0.999551,0.999551,4.036794,-0.000029,-0.000029,-0.049066,-0.000282,-0.000282,9.810027,0.010000
0.999550,0.999550,4.036794,-0.000032,-0.000032,-0.049066,-0.000285,-0.000285,9.810027,0.010000
0.999550,0.999550,4.036794,-0.000035,-0.000035,-0.049065,-0.000287,-0.000287,9.810025,0.010000
0.999549,0.999549,4.036794,-0.000038,-0.000038,-0.049065,-0.000289,-0.000289,9.810025,0.010000
0.999549,0.999549,4.036794,-0.000041,-0.000041,-0.049065,-0.000291,-0.000291,9.810024,0.010000
0.999548,0.999548,4.036794,-0.000044,-0.000044,-0.049065,-0.000291,-0.000291,9.810024,0.010000
0.999548,0.999548,4.036794,-0.000047,-0.000047,-0.049065,-0.000292,-0.000292,9.810022,0.010000
0.999547,0.999547,4.036794,-0.000049,-0.000049,-0.049064,-0.000291,-0.000291,9.810022,0.010000
0.999547,0.999547,4.036794,-0.000052,-0.000052,-0.049064,-0.000290,-0.000290,9.810022,0.010000
0.999546,0.999546,4.036794,-0.000053,-0.000053,-0.049064,-0.000092,-0.000092,9.810022,0.010000
0.999546,0.999546,4.036794,-0.000052,-0.000052,-0.049064,0.000095,0.000095,9.810020,0.010000
0.999545,0.999545,4.036794,-0.000050,-0.000050,-0.049063,0.000271,0.000271,9.810020,0.010000
0.999545,0.999545,4.036794,-0.000045,-0.000045,-0.049063,0.000438,0.000438,9.810020,0.010000
0.999545,0.999545,4.036794,-0.000039,-0.000039,-0.049063,0.000595,0.000595,9.810019,0.010000
0.999544,0.999544,4.036794,-0.000032,-0.000032,-0.049063,0.000744,0.000744,9.810019,0.010000
0.999544,0.999544,4.036794,-0.000025,-0.000025,-0.049063,0.000687,0.000687,9.810017,0.010000
0.999544,0.999544,4.036794,-0.000019,-0.000019,-0.049063,0.000634,0.000634,9.810017,0.010000
0.999544,0.999544,4.036794,-0.000013,-0.000013,-0.049062,0.000583,0.000583,9.810017,0.010000
0.999544,0.999544,4.036794,-0.000007,-0.000007,-0.049062,0.000536,0.000536,9.810016,0.010000
0.999544,0.999544,4.036794,-0.000003,-0.000003,-0.049062,0.000491,0.000491,9.810016,0.010000
0.999544,0.999544,4.036794,0.000002,0.000002,-0.049062,0.000448,0.000448,9.810016,0.010000
0.999544,0.999544,4.036794,0.000006,0.000006,-0.049062,0.000409,0.000409,9.810014,0.010000
0.999544,0.999544,4.036794,0.000010,0.000010,-0.049062,0.000371,0.000371,9.810014,0.010000
0.999544,0.999544,4.036794,0.000013,0.000013,-0.049062,0.000336,0.000336,9.810014,0.010000
0.999544,0.999544,4.036794,0.000016,0.000016,-0.049061,0.000303,0.000303,9.810013,0.010000
0.999544,0.999544,4.036794,0.000019,0.000019,-0.049061,0.000272,0.000272,9.810013,0.010000
0.999545,0.999545,4.036794,0.000021,0.000021,-0.049061,0.000243,0.000243,9.810013,0.010000
0.999545,0.999545,4.036794,0.000023,0.000023,-0.049061,0.000216,0.000216,9.810013,0.010000
0.999545,0.999545,4.036794,0.000025,0.000025,-0.049061,0.000191,0.000191,9.810012,0.010000
0.999545,0.999545,4.036794,0.000027,0.000027,-0.049061,0.000167,0.000167,9.810011,0.010000
0.999546,0.999546,4.036794,0.000028,0.000028,-0.049061,0.000144,0.000144,9.810011,0.010000
0.999546,0.999546,4.036794,0.000030,0.000030,-0.049061,0.000124,0.000124,9.810011,0.010000
0.999546,0.999546,4.036794,0.000031,0.000031,-0.049061,0.000104,0.000104,9.810011,0.010000
0.999547,0.999547,4.036794,0.000032,0.000032,-0.049060,0.000086,0.000086,9.810010,0.010000
0.999547,0.999547,4.036794,0.000032,0.000032,-0.049060,0.000070,0.000070,9.810010,0.010000
0.999547,0.999547,4.036794,0.000033,0.000033,-0.049060,0.000054,0.000054,9.810010,0.010000
0.999548,0.999548,4.036794,0.000033,0.000033,-0.049060,0.000040,0.000040,9.810010,0.010000
0.999548,0.999548,4.036794,0.000034,0.000034,-0.049060,0.000026,0.000026,9.810010,0.010000
0.999548,0.999548,4.036794,0.000034,0.000034,-0.049060,0.000013,0.000013,9.810008,0.010000
0.999549,0.999549,4.036794,0.000034,0.000034,-0.049060,-0.000000,-0.000000,9.810008,0.010000
0.999549,0.999549,4.036794,0.000034,0.000034,-0.049060,-0.000014,-0.000014,9.810008,0.010000
0.999549,0.999549,4.036794,0.000033,0.000033,-0.049060,-0.000027,-0.000027,9.810008,0.010000
0.999550,0.999550,4.036794,0.000033,0.000033,-0.049060,-0.000040,-0.000040,9.810008,0.010000
0.999550,0.999550,4.036794,0.000032,0.000032,-0.049060,-0.000054,-0.000054,9.810008,0.010000
0.999550,0.999550,4.036794,0.000032,0.000032,-0.049060,-0.000067,-0.000067,9.810007,0.010000
0.999551,0.999551,4.036794,0.000031,0.000031,-0.049059,-0.000080,-0.000080,9.810007,0.010000
0.999551,0.999551,4.036794,0.000030,0.000030,-0.049059,-0.000093,-0.000093,9.810007,0.010000
0.999551,0.999551,4.036794,0.000029,0.000029,-0.049059,-0.000105,-0.000105,9.810007,0.010000
0.999552,0.999552,4.036794,0.000028,0.000028,-0.049059,-0.000118,-0.000118,9.810007,0.010000
0.999552,0.999552,4.036794,0.000026,0.000026,-0.049059,-0.000130,-0.000130,9.810007,0.010000
0.999552,0.999552,4.036794,0.000025,0.000025,-0.049059,-0.000142,-0.000142,9.810007,0.010000
0.999552,0.999552,4.036794,0.000023,0.000023,-0.049059,-0.000153,-0.000153,9.810005,0.010000
0.999552,0.999552,4.036794,0.000022,0.000022,-0.049059,-0.000165,-0.000165,9.810005,0.010000
0.999553,0.999553,4.036794,0.000020,0.000020,-0.049059,-0.000176,-0.000176,9.810005,0.010000
0.999553,0.999553,4.036794,0.000018,0.000018,-0.049059,-0.000187,-0.000187,9.810005,0.010000
0.999553,0.999553,4.036794,0.000016,0.000016,-0.049059,-0.000197,-0.000197,9.810005,0.010000
0.999553,0.999553,4.036794,0.000014,0.000014,-0.049059,-0.000207,-0.000207,9.810005,0.010000
0.999553,0.999553,4.036794,0.000012,0.000012,-0.049059,-0.000216,-0.000216,9.810005,0.010000
0.999553,0.999553,4.036794,0.000010,0.000010,-0.049059,-0.000225,-0.000225,9.810005,0.010000
0.999553,0.999553,4.036794,0.000007,0.000007,-0.049059,-0.000234,-0.000234,9.810005,0.010000
0.999553,0.999553,4.036794,0.000005,0.000005,-0.049059,-0.000242,-0.000242,9.810004,0.010000
0.999553,0.999553,4.036794,0.000002,0.000002,-0.049059,-0.000250,-0.000250,9.810004,0.010000
0.999553,0.999553,4.036794,-0.000000,-0.000000,-0.049059,-0.000257,-0.000257,9.810004,0.010000
0.999553,0.999553,4.036794,-0.000003,-0.000003,-0.049059,-0.000264,-0.000264,9.810004,0.010000
0.999553,0.999553,4.036794,-0.000005,-0.000005,-0.049058,-0.000270,-0.000270,9.810004,0.010000
0.999553,0.999553,4.036794,-0.000008,-0.000008,-0.049058,-0.000275,-0.000275,9.810004,0.010000
0.999553,0.999553,4.036794,-0.000011,-0.000011,-0.049058,-0.000280,-0.000280,9.810004,0.010000
0.999553,0.999553,4.036794,-0.000014,-0.000014,-0.049058,-0.000285,-0.000285,9.810004,0.010000
0.999553,0.999553,4.036794,-0.000017,-0.000017,-0.049058,-0.000289,-0.000289,9.810004,0.010000
0.999552,0.999552,4.036794,-0.000020,-0.000020,-0.049058,-0.000292,-0.000292,9.810004,0.010000
0.999552,0.999552,4.036794,-0.000023,-0.000023,-0.049058,-0.000295,-0.000295,9.810004,0.010000
0.999552,0.999552,4.036794,-0.000026,-0.000026,-0.049058,-0.000297,-0.000297,9.810004,0.010000
0.999552,0.999552,4.036794,-0.000029,-0.000029,-0.049058,-0.000298,-0.000298,9.810004,0.010000
0.999551,0.999551,4.036794,-0.000032,-0.000032,-0.049058,-0.000299,-0.000299,9.810003,0.010000
0.999551,0.999551,4.036794,-0.000035,-0.000035,-0.049058,-0.000300,-0.000300,9.810003,0.010000
0.999551,0.999551,4.036794,-0.000038,-0.000038,-0.049058,-0.000299,-0.000299,9.810002,0.010000
0.999550,0.999550,4.036794,-0.000041,-0.000041,-0.049058,-0.000299,-0.000299,9.810002,0.010000
0.999550,0.999550,4.036794,-0.000043,-0.000043,-0.049058,-0.000297,-0.000297,9.810002,0.010000
0.999549,0.999549,4.036794,-0.000046,-0.000046,-0.049058,-0.000295,-0.000295,9.810002,0.010000
0.999549,0.999549,4.036794,-0.000049,-0.000049,-0.049058,-0.000293,-0.000293,9.810002,0.010000
0.999548,0.999548,4.036794,-0.000052,-0.000052,-0.049058,-0.000289,-0.000289,9.810003,0.010000
0.999548,0.999548,4.036794,-0.000053,-0.000053,-0.049058,-0.000089,-0.000089,9.810003,0.010000
0.999547,0.999547,4.036794,-0.000052,-0.000052,-0.049058,0.000099,0.000099,9.810003,0.010000
0.999547,0.999547,4.036794,-0.000049,-0.000049,-0.049058,0.000278,0.000278,9.810003,0.010000
0.999546,0.999546,4.036794,-0.000045,-0.000045,-0.049058,0.000446,0.000446,9.810003,0.010000
0.999546,0.999546,4.036794,-0.000039,-0.000039,-0.049058,0.000605,0.000605,9.810002,0.010000
0.999545,0.999545,4.036794,-0.000033,-0.000033,-0.049058,0.000558,0.000558,9.810002,0.010000
0.999545,0.999545,4.036794,-0.000028,-0.000028,-0.049058,0.000514,0.000514,9.810002,0.010000
0.999545,0.999545,4.036794,-0.000023,-0.000023,-0.049058,0.000472,0.000472,9.810002,0.010000
0.999545,0.999545,4.036794,-0.000019,-0.000019,-0.049058,0.000433,0.000433,9.810002,0.010000
0.999545,0.999545,4.036794,-0.000015,-0.000015,-0.049058,0.000396,0.000396,9.810002,0.010000
0.999545,0.999545,4.036794,-0.000012,-0.000012,-0.049058,0.000361,0.000361,9.810002,0.010000
0.999545,0.999545,4.036794,-0.000008,-0.000008,-0.049058,0.000329,0.000329,9.810002,0.010000
0.999544,0.999544,4.036794,-0.000005,-0.000005,-0.049058,0.000298,0.000298,9.810002,0.010000
0.999544,0.999544,4.036794,-0.000003,-0.000003,-0.049058,0.000269,0.000269,9.810001,0.010000
0.999544,0.999544,4.036794,-0.000000,-0.000000,-0.049058,0.000242,0.000242,9.810001,0.010000
0.999545,0.999545,4.036794,0.000002,0.000002,-0.049058,0.000216,0.000216,9.810001,0.010000
0.999545,0.999545,4.036794,0.000004,0.000004,-0.049058,0.000193,0.000193,9.810001,0.010000
0.999545,0.999545,4.036794,0.000006,0.000006,-0.049058,0.000170,0.000170,9.810001,0.010000
0.999545,0.999545,4.036794,0.000007,0.000007,-0.049058,0.000149,0.000149,9.810001,0.010000
0.999545,0.999545,4.036794,0.000008,0.000008,-0.049058,0.000130,0.000130,9.810001,0.010000
0.999545,0.999545,4.036794,0.000010,0.000010,-0.049058,0.000112,0.000112,9.810001,0.010000
0.999545,0.999545,4.036794,0.000011,0.000011,-0.049058,0.000095,0.000095,9.810001,0.010000
0.999545,0.999545,4.036794,0.000011,0.000011,-0.049058,0.000079,0.000079,9.810001,0.010000
0.999545,0.999545,4.036794,0.000012,0.000012,-0.049058,0.000064,0.000064,9.810001,0.010000
0.999545,0.999545,4.036794,0.000012,0.000012,-0.049058,0.000051,0.000051,9.810001,0.010000
0.999546,0.999546,4.036794,0.000013,0.000013,-0.049058,0.000037,0.000037,9.810001,0.010000
0.999546,0.999546,4.036794,0.000013,0.000013,-0.049058,0.000023,0.000023,9.810001,0.010000
0.999546,0.999546,4.036794,0.000013,0.000013,-0.049058,0.000009,0.000009,9.810001,0.010000
0.999546,0.999546,4.036794,0.000013,0.000013,-0.049058,-0.000005,-0.000005,9.810001,0.010000
0.999546,0.999546,4.036794,0.000013,0.000013,-0.049058,-0.000019,-0.000019,9.810001,0.010000
0.999546,0.999546,4.036794,0.000013,0.000013,-0.049058,-0.000032,-0.000032,9.810001,0.010000
0.999546,0.999546,4.036794,0.000012,0.000012,-0.049057,-0.000046,-0.000046,9.810001,0.010000
0.999546,0.999546,4.036794,0.000012,0.000012,-0.049057,-0.000060,-0.000060,9.810001,0.010000
0.999546,0.999546,4.036794,0.000011,0.000011,-0.049057,-0.000073,-0.000073,9.810001,0.010000
0.999547,0.999547,4.036794,0.000010,0.000010,-0.049057,-0.000087,-0.000087,9.810001,0.010000
0.999547,0.999547,4.036794,0.000009,0.000009,-0.049057,-0.000100,-0.000100,9.810001,0.010000
0.999547,0.999547,4.036794,0.000008,0.000008,-0.049057,-0.000113,-0.000113,9.810001,0.010000
