p_x,p_y,p_z,dp_x_prime,dp_y_prime,dp_z_prime,dp_x,dp_y,dp_z,ddp_x,ddp_y,ddp_z,w_hat_x,w_hat_y,w_hat_z
1.00083,1.00083,3.97937,0.000822474,0.000822891,-0.00131384,-0.00105759,-0.00105716,0.000575077,0.188006,0.188006,-0.188891,0.0767387,0.0767379,-0.0759116
1.00084,1.00083,3.97936,-0.00106603,-0.0010656,0.000566526,0.000822474,0.000822891,-0.00131384,-0.18885,-0.188849,0.188036,-0.0759033,-0.0759035,0.0767347
1.00082,1.00082,3.97936,0.000815626,0.000816048,-0.00132209,-0.00106603,-0.0010656,0.000566526,0.188166,0.188165,-0.188861,0.0767749,0.0767741,-0.0759193
1.00083,1.00083,3.97935,-0.00107219,-0.00107176,0.000558819,0.000815626,0.000816048,-0.00132209,-0.188782,-0.18878,0.188091,-0.0759004,-0.0759005,0.0767365
1.00082,1.00082,3.97935,0.000810951,0.000811376,-0.00132939,-0.00107219,-0.00107176,0.000558819,0.188314,0.188313,-0.188821,0.0768134,0.0768125,-0.0759216
1.00083,1.00083,3.97934,-0.00107623,-0.00107579,0.000551569,0.000810951,0.000811376,-0.00132939,-0.188718,-0.188717,0.188096,-0.0758932,-0.0758934,0.0767212
1.00082,1.00082,3.97935,0.000808257,0.000808684,-0.00133621,-0.00107623,-0.00107579,0.000551569,0.188448,0.188448,-0.188777,0.076852,0.0768511,-0.0759225
1.00083,1.00083,3.97933,-0.00107853,-0.00107809,0.000545256,0.000808257,0.000808684,-0.00133621,-0.188679,-0.188678,0.188146,-0.0758902,-0.0758903,0.0767225
1.00082,1.00082,3.97934,0.000807035,0.000807462,-0.0013426,-0.00107853,-0.00107809,0.000545256,0.188557,0.188556,-0.188786,0.0768856,0.0768846,-0.075943
1.00082,1.00082,3.97932,-0.00107929,-0.00107886,0.00053869,0.000807035,0.000807462,-0.0013426,-0.188633,-0.188632,0.188129,-0.0758796,-0.0758798,0.0766982
1.00081,1.00081,3.97933,0.000807376,0.000807801,-0.00134841,-0.00107929,-0.00107886,0.00053869,0.188667,0.188666,-0.18871,0.0769246,0.0769236,-0.0759306
1.00082,1.00082,3.97932,-0.00107856,-0.00107812,0.000533195,0.000807376,0.000807801,-0.00134841,-0.188594,-0.188593,0.18816,-0.0758669,-0.0758671,0.0766937
1.00081,1.00081,3.97932,0.000809119,0.000809541,-0.0013537,-0.00107856,-0.00107812,0.000533195,0.188768,0.188767,-0.188689,0.0769644,0.0769633,-0.0759383
1.00082,1.00082,3.97931,-0.00107674,-0.00107631,0.000528052,0.000809119,0.000809541,-0.0013537,-0.188586,-0.188585,0.188175,-0.0758629,-0.0758631,0.0766829
1.00081,1.00081,3.97931,0.000811732,0.000812323,-0.00135831,-0.00107674,-0.00107631,0.000528052,0.188847,0.188863,-0.188636,0.0769995,0.0770053,-0.0759335
1.00082,1.00082,3.9793,-0.00107407,-0.00107356,0.000523773,0.000811732,0.000812323,-0.00135831,-0.18858,-0.188588,0.188209,-0.0758562,-0.0758597,0.0766805
1.00081,1.00081,3.97931,0.000815294,0.00081581,-0.00136265,-0.00107407,-0.00107356,0.000523773,0.188936,0.188937,-0.188642,0.0770407,0.0770409,-0.0759511
1.00081,1.00081,3.97929,-0.00107049,-0.00106998,0.000519187,0.000815294,0.00081581,-0.00136265,-0.188578,-0.188579,0.188184,-0.0758488,-0.0758492,0.0766552
1.0008,1.0008,3.9793,0.000819666,0.000820171,-0.00136651,-0.00107049,-0.00106998,0.000519187,0.189015,0.189015,-0.18857,0.0770811,0.0770807,-0.0759381
1.00081,1.00081,3.97928,-0.00106616,-0.00106565,0.000515635,0.000819666,0.000820171,-0.00136651,-0.188582,-0.188582,0.188215,-0.0758409,-0.075841,0.0766523
1.0008,1.0008,3.97929,0.00082473,0.000825229,-0.00136972,-0.00106616,-0.00106565,0.000515635,0.189089,0.189088,-0.188536,0.0771214,0.0771209,-0.0759383
1.00081,1.00081,3.97927,-0.0010612,-0.0010607,0.000511977,0.00082473,0.000825229,-0.00136972,-0.188593,-0.188593,0.18817,-0.0758331,-0.0758332,0.0766215
1.0008,1.0008,3.97928,0.000830357,0.00083085,-0.00137309,-0.0010612,-0.0010607,0.000511977,0.189156,0.189155,-0.188506,0.0771623,0.0771618,-0.0759402
1.00081,1.00081,3.97927,-0.00105572,-0.00105523,0.000509388,0.000830357,0.00083085,-0.00137309,-0.188608,-0.188608,0.188247,-0.0758246,-0.0758248,0.0766379
1.0008,1.0008,3.97927,0.000836316,0.000836802,-0.00137535,-0.00105572,-0.00105523,0.000509388,0.189204,0.189203,-0.188473,0.0771972,0.0771967,-0.0759405
1.0008,1.0008,3.97926,-0.00104986,-0.00104937,0.000507429,0.000836316,0.000836802,-0.00137535,-0.188618,-0.188618,0.188278,-0.0758123,-0.0758124,0.0766372
1.00079,1.00079,3.97926,0.000842833,0.000843312,-0.00137749,-0.00104986,-0.00104937,0.000507429,0.189269,0.189269,-0.188492,0.0772407,0.0772401,-0.0759595
1.0008,1.0008,3.97925,-0.00104365,-0.00104317,0.000505024,0.000842833,0.000843312,-0.00137749,-0.188649,-0.188648,0.188252,-0.0758071,-0.0758072,0.0766141
1.00079,1.00079,3.97925,0.000849563,0.000850036,-0.00137926,-0.00104365,-0.00104317,0.000505024,0.189322,0.189321,-0.188429,0.0772803,0.0772797,-0.0759476
1.0008,1.0008,3.97924,-0.00103708,-0.00103661,0.000503445,0.000849563,0.000850036,-0.00137926,-0.188665,-0.188665,0.188271,-0.0757945,-0.0757946,0.0766095
1.00079,1.00079,3.97924,0.000856971,0.000857437,-0.00138049,-0.00103708,-0.00103661,0.000503445,0.189406,0.189405,-0.188393,0.0773342,0.0773336,-0.0759454
1.0008,1.0008,3.97923,-0.00103002,-0.00102956,0.000501742,0.000856971,0.000857437,-0.00138049,-0.1887,-0.188699,0.188223,-0.0757875,-0.0757876,0.076579
1.00079,1.00079,3.97924,0.000864551,0.000865009,-0.00138197,-0.00103002,-0.00102956,0.000501742,0.189458,0.189457,-0.188371,0.0773775,0.0773767,-0.0759482
1.0008,1.0008,3.97922,-0.00102278,-0.00102231,0.000500668,0.000864551,0.000865009,-0.00138197,-0.188733,-0.188732,0.188264,-0.075778,-0.0757782,0.0765823
1.00079,1.00079,3.97923,0.000872326,0.000872777,-0.00138279,-0.00102278,-0.00102231,0.000500668,0.18951,0.189509,-0.188346,0.0774222,0.0774215,-0.0759506
1.0008,1.0008,3.97921,-0.00101525,-0.0010148,0.000500076,0.000872326,0.000872777,-0.00138279,-0.188758,-0.188758,0.188287,-0.0757641,-0.0757643,0.0765803
1.00079,1.00079,3.97922,0.000880689,0.000881133,-0.00138315,-0.00101525,-0.0010148,0.000500076,0.189594,0.189593,-0.188322,0.077481,0.0774802,-0.0759509
1.00079,1.00079,3.9792,-0.00100952,-0.00100907,0.000499229,0.000880689,0.000881133,-0.00138315,-0.189021,-0.189021,0.188238,-0.0758451,-0.0758452,0.0765514
1.00078,1.00078,3.97921,0.00088068,0.00088112,-0.00138378,-0.00100952,-0.00100907,0.000499229,0.18902,0.18902,-0.188301,0.0772693,0.0772686,-0.0759531
1.00079,1.00079,3.9792,-0.00101072,-0.00101028,0.000498973,0.00088068,0.00088112,-0.00138378,-0.18914,-0.18914,0.188275,-0.0758841,-0.0758842,0.0765545
1.00078,1.00078,3.9792,0.000874415,0.000874855,-0.00138385,-0.00101072,-0.00101028,0.000498973,0.188514,0.188513,-0.188282,0.0770626,0.077062,-0.0759562
1.00079,1.00079,3.97919,-0.00101792,-0.00101747,0.000499137,0.000874415,0.000874855,-0.00138385,-0.189233,-0.189232,0.188298,-0.0759331,-0.0759331,0.0765539
1.00078,1.00078,3.97919,0.000862226,0.000862669,-0.00138347,-0.00101792,-0.00101747,0.000499137,0.188014,0.188014,-0.18826,0.076839,0.0768385,-0.0759567
1.00079,1.00079,3.97918,-0.00103051,-0.00103006,0.00049968,0.000862226,0.000862669,-0.00138347,-0.189273,-0.189272,0.188315,-0.0759803,-0.0759803,0.0765519
1.00078,1.00078,3.97918,0.000848384,0.000848832,-0.00138313,-0.00103051,-0.00103006,0.00049968,0.187889,0.187889,-0.188281,0.0767486,0.0767481,-0.0759738
1.00079,1.00079,3.97917,-0.00104194,-0.00104149,0.000499693,0.000848384,0.000848832,-0.00138313,-0.189033,-0.189032,0.188283,-0.0759249,-0.075925,0.0765291
1.00078,1.00078,3.97917,0.000838101,0.000838551,-0.00138259,-0.00104194,-0.00104149,0.000499693,0.188004,0.188004,-0.188228,0.0767563,0.0767558,-0.0759625
1.00079,1.00079,3.97916,-0.00105116,-0.0010507,0.000500377,0.000838101,0.000838551,-0.00138259,-0.188926,-0.188925,0.188296,-0.0759173,-0.0759173,0.0765252
1.00078,1.00078,3.97917,0.000830108,0.00083056,-0.00138162,-0.00105116,-0.0010507,0.000500377,0.188127,0.188126,-0.188199,0.0767734,0.0767729,-0.0759604
1.00078,1.00078,3.97915,-0.00105832,-0.00105786,0.000501534,0.000830108,0.00083056,-0.00138162,-0.188843,-0.188842,0.188315,-0.0759131,-0.0759131,0.0765238
1.00077,1.00077,3.97916,0.000823907,0.000824359,-0.00138031,-0.00105832,-0.00105786,0.000501534,0.188222,0.188222,-0.188184,0.0767855,0.076785,-0.0759616
1.00078,1.00078,3.97914,-0.00106363,-0.00106317,0.000502303,0.000823907,0.000824359,-0.00138031,-0.188754,-0.188753,0.188261,-0.0759013,-0.0759014,0.0764954
1.00077,1.00077,3.97915,0.00081958,0.000820033,-0.00137939,-0.00106363,-0.00106317,0.000502303,0.188321,0.188321,-0.188169,0.0768041,0.0768036,-0.075964
1.00078,1.00078,3.97913,-0.00106747,-0.00106701,0.000503571,0.00081958,0.000820033,-0.00137939,-0.188705,-0.188704,0.188296,-0.0759006,-0.0759007,0.0764989
1.00077,1.00077,3.97914,0.000816702,0.000817156,-0.00137797,-0.00106747,-0.00106701,0.000503571,0.188417,0.188417,-0.188154,0.0768259,0.0768254,-0.0759669
1.00078,1.00078,3.97913,-0.00106978,-0.00106932,0.00050517,0.000816702,0.000817156,-0.00137797,-0.188648,-0.188648,0.188314,-0.0758923,-0.0758924,0.0764978
1.00077,1.00077,3.97913,0.000815055,0.000815507,-0.00137615,-0.00106978,-0.00106932,0.00050517,0.188483,0.188483,-0.188132,0.0768401,0.0768396,-0.0759666
1.00077,1.00077,3.97912,-0.00107106,-0.0010706,0.000507092,0.000815055,0.000815507,-0.00137615,-0.188612,-0.188611,0.188325,-0.0758886,-0.0758887,0.0764954
1.00076,1.00076,3.97912,0.000814734,0.000815185,-0.00137408,-0.00107106,-0.0010706,0.000507092,0.188579,0.188579,-0.188117,0.0768696,0.076869,-0.0759665
1.00077,1.00077,3.97911,-0.00107117,-0.00107072,0.000508632,0.000814734,0.000815185,-0.00137408,-0.188591,-0.18859,0.188271,-0.0758878,-0.0758879,0.0764673
1.00076,1.00076,3.97911,0.00081534,0.00081579,-0.0013724,-0.00107117,-0.00107072,0.000508632,0.188651,0.188651,-0.188103,0.0768926,0.0768921,-0.075969
1.00077,1.00077,3.9791,-0.00107035,-0.0010699,0.000510604,0.00081534,0.00081579,-0.0013724,-0.188569,-0.188569,0.1883,-0.0758835,-0.0758837,0.0764699
1.00076,1.00076,3.9791,0.000816809,0.000817257,-0.00137029,-0.00107035,-0.0010699,0.000510604,0.188716,0.188715,-0.188089,0.0769158,0.0769152,-0.0759714
1.00077,1.00077,3.97909,-0.00106873,-0.00106827,0.000512917,0.000816809,0.000817257,-0.00137029,-0.188554,-0.188553,0.188321,-0.075879,-0.0758791,0.0764704
1.00076,1.00076,3.9791,0.000818852,0.000819298,-0.00136805,-0.00106873,-0.00106827,0.000512917,0.188758,0.188757,-0.188097,0.0769324,0.0769318,-0.0759816
1.00076,1.00076,3.97908,-0.00106651,-0.00106606,0.000514972,0.000818852,0.000819298,-0.00136805,-0.188536,-0.188536,0.188302,-0.075871,-0.0758712,0.0764566
1.00075,1.00075,3.97909,0.000821598,0.000822042,-0.00136568,-0.00106651,-0.00106606,0.000514972,0.188811,0.18881,-0.188065,0.0769555,0.0769549,-0.075975
1.00076,1.00076,3.97907,-0.00106382,-0.00106337,0.000517441,0.000821598,0.000822042,-0.00136568,-0.188542,-0.188541,0.188312,-0.0758706,-0.0758708,0.0764546
1.00075,1.00075,3.97908,0.000824798,0.00082524,-0.00136308,-0.00106382,-0.00106337,0.000517441,0.188862,0.188861,-0.188052,0.0769801,0.0769794,-0.0759749
1.00076,1.00076,3.97906,-0.00106062,-0.00106017,0.000519468,0.000824798,0.00082524,-0.00136308,-0.188542,-0.188541,0.188255,-0.0758659,-0.075866,0.0764265
1.00075,1.00075,3.97907,0.000828508,0.000828948,-0.00136094,-0.00106062,-0.00106017,0.000519468,0.188913,0.188912,-0.188041,0.077006,0.0770053,-0.0759774
1.00076,1.00076,3.97906,-0.00105692,-0.00105647,0.000521819,0.000828508,0.000828948,-0.00136094,-0.188543,-0.188542,0.188276,-0.0758601,-0.0758602,0.0764278
1.00075,1.00075,3.97906,0.000832562,0.000832999,-0.00135846,-0.00105692,-0.00105647,0.000521819,0.188948,0.188947,-0.188028,0.0770272,0.0770265,-0.0759788
1.00075,1.00075,3.97905,-0.00105282,-0.00105238,0.000524481,0.000832562,0.000832999,-0.00135846,-0.188538,-0.188538,0.188294,-0.0758505,-0.0758507,0.0764285
1.00074,1.00074,3.97905,0.000837186,0.000837621,-0.00135565,-0.00105282,-0.00105238,0.000524481,0.189001,0.189,-0.188013,0.0770571,0.0770564,-0.0759792
1.00075,1.00075,3.97904,-0.00104836,-0.00104792,0.000527401,0.000837186,0.000837621,-0.00135565,-0.188555,-0.188554,0.188305,-0.075848,-0.0758482,0.0764267
1.00074,1.00074,3.97905,0.000842213,0.000842646,-0.00135259,-0.00104836,-0.00104792,0.000527401,0.189058,0.189057,-0.187999,0.0770904,0.0770897,-0.0759791
1.00075,1.00075,3.97903,-0.00104344,-0.001043,0.000530589,0.000842213,0.000842646,-0.00135259,-0.188565,-0.188565,0.188318,-0.0758413,-0.0758415,0.076427
1.00074,1.00074,3.97904,0.000847701,0.000848131,-0.00134931,-0.00104344,-0.001043,0.000530589,0.189114,0.189113,-0.18799,0.0771248,0.0771241,-0.0759796
1.00075,1.00075,3.97902,-0.00103798,-0.00103765,0.000533926,0.000847701,0.000848131,-0.00134931,-0.188568,-0.188578,0.188323,-0.0758295,-0.0758342,0.0764252
1.00074,1.00074,3.97903,0.000853711,0.000854047,-0.00134587,-0.00103798,-0.00103765,0.000533926,0.189169,0.18917,-0.187979,0.0771609,0.0771609,-0.0759792
1.00075,1.00075,3.97902,-0.00103223,-0.00103189,0.000536774,0.000853711,0.000854047,-0.00134587,-0.188594,-0.188594,0.188264,-0.0758254,-0.0758259,0.0763973
1.00074,1.00074,3.97902,0.00085989,0.000860216,-0.0013432,-0.00103223,-0.00103189,0.000536774,0.189212,0.189211,-0.187997,0.0771936,0.0771929,-0.0759915
1.00075,1.00074,3.97901,-0.00102617,-0.00102584,0.000539401,0.00085989,0.000860216,-0.0013432,-0.188606,-0.188605,0.18826,-0.0758143,-0.0758145,0.0763888
1.00073,1.00073,3.97901,0.000866689,0.000867012,-0.0013403,-0.00102617,-0.00102584,0.000539401,0.189286,0.189285,-0.18797,0.0772401,0.0772394,-0.0759875
1.00074,1.00074,3.979,-0.00101967,-0.00101934,0.000542347,0.000866689,0.000867012,-0.0013403,-0.188636,-0.188636,0.188265,-0.075809,-0.0758091,0.0763853
1.00073,1.00073,3.979,0.000873593,0.000873914,-0.0013372,-0.00101967,-0.00101934,0.000542347,0.189327,0.189326,-0.187955,0.0772755,0.0772748,-0.0759862
1.00074,1.00074,3.97899,-0.00101295,-0.00101262,0.000545616,0.000873593,0.000873914,-0.0013372,-0.188654,-0.188653,0.188282,-0.0757969,-0.075797,0.0763866
1.00073,1.00073,3.979,0.000880884,0.000881203,-0.00133386,-0.00101295,-0.00101262,0.000545616,0.189383,0.189382,-0.187948,0.0773181,0.0773174,-0.075988
1.00074,1.00074,3.97898,-0.00100593,-0.00100561,0.000549031,0.000880884,0.000881203,-0.00133386,-0.188682,-0.188681,0.188289,-0.0757878,-0.075788,0.0763857
1.00073,1.00073,3.97899,0.000888448,0.000888764,-0.00133033,-0.00100593,-0.00100561,0.000549031,0.189438,0.189437,-0.187937,0.0773616,0.0773608,-0.0759875
1.00074,1.00074,3.97898,-0.000998794,-0.000998472,0.000552615,0.000888448,0.000888764,-0.00133033,-0.188724,-0.188724,0.188295,-0.0757829,-0.0757831,0.0763846
1.00073,1.00073,3.97898,0.000895993,0.000896306,-0.00132665,-0.000998794,-0.000998472,0.000552615,0.189479,0.189478,-0.187927,0.0774006,0.0773998,-0.0759869
1.00074,1.00074,3.97897,-0.00099152,-0.0009912,0.000556361,0.000895993,0.000896306,-0.00132665,-0.188751,-0.188751,0.188302,-0.075771,-0.0757711,0.076384
1.00073,1.00073,3.97897,0.000903962,0.000904273,-0.00132282,-0.00099152,-0.0009912,0.000556361,0.189548,0.189547,-0.187918,0.077452,0.0774512,-0.0759865
1.00074,1.00074,3.97896,-0.000983997,-0.000983679,0.000560259,0.000903962,0.000904273,-0.00132282,-0.188796,-0.188795,0.188307,-0.075765,-0.0757651,0.0763837
1.00073,1.00073,3.97897,0.000908445,0.000908756,-0.00131955,-0.000983997,-0.000983679,0.000560259,0.189244,0.189243,-0.187981,0.0773537,0.077353,-0.076014
1.00074,1.00074,3.97895,-0.000982353,-0.000982033,0.00056317,0.000908445,0.000908756,-0.00131955,-0.18908,-0.189079,0.188272,-0.0758609,-0.0758609,0.0763649
1.00073,1.00073,3.97896,0.000904992,0.000905309,-0.00131622,-0.000982353,-0.000982033,0.00056317,0.188735,0.188734,-0.187939,0.0771551,0.0771545,-0.0760031
1.00074,1.00074,3.97895,-0.000987182,-0.000986856,0.000566193,0.000904992,0.000905309,-0.00131622,-0.189217,-0.189217,0.188242,-0.0759194,-0.0759195,0.0763475
1.00073,1.00073,3.97895,0.000894965,0.000895291,-0.00131289,-0.000987182,-0.000986856,0.000566193,0.188215,0.188215,-0.187908,0.0769312,0.0769308,-0.0759953
1.00074,1.00073,3.97894,-0.000997733,-0.000997397,0.000569602,0.000894965,0.000895291,-0.00131289,-0.18927,-0.189269,0.188249,-0.075964,-0.075964,0.0763455
1.00073,1.00072,3.97894,0.000882754,0.00088309,-0.00130937,-0.000997733,-0.000997397,0.000569602,0.188049,0.188049,-0.187897,0.0768312,0.0768308,-0.0759953
1.00073,1.00073,3.97893,-0.0010075,-0.00100716,0.000573167,0.000882754,0.00088309,-0.00130937,-0.189025,-0.189025,0.188254,-0.0759014,-0.0759014,0.0763438
1.00072,1.00072,3.97894,0.000873868,0.000874214,-0.00130566,-0.0010075,-0.00100716,0.000573167,0.188137,0.188137,-0.187883,0.0768336,0.0768332,-0.0759936
1.00073,1.00073,3.97892,-0.00101544,-0.0010152,0.000576936,0.000873868,0.000874214,-0.00130566,-0.188931,-0.188941,0.18826,-0.0758935,-0.0758981,0.0763427
1.00072,1.00072,3.97893,0.000867121,0.000867383,-0.00130184,-0.00101544,-0.0010152,0.000576936,0.188256,0.188258,-0.187877,0.0768538,0.0768542,-0.0759942
1.00073,1.00073,3.97892,-0.00102167,-0.00102141,0.000580842,0.000867121,0.000867383,-0.00130184,-0.188879,-0.18888,0.188268,-0.0758979,-0.0758983,0.0763431
1.00072,1.00072,3.97892,0.000861697,0.000861958,-0.00129787,-0.00102167,-0.00102141,0.000580842,0.188337,0.188337,-0.187871,0.0768638,0.0768635,-0.0759946
1.00073,1.00073,3.97891,-0.00102633,-0.00102606,0.00058483,0.000861697,0.000861958,-0.00129787,-0.188803,-0.188802,0.18827,-0.0758876,-0.0758877,0.0763418
1.00072,1.00072,3.97891,0.00085803,0.000858295,-0.00129403,-0.00102633,-0.00102606,0.00058483,0.188436,0.188436,-0.187886,0.0768854,0.0768851,-0.0760027
1.00073,1.00073,3.9789,-0.00102969,-0.00102942,0.000588436,0.00085803,0.000858295,-0.00129403,-0.188772,-0.188771,0.188246,-0.0758912,-0.0758912,0.0763299
1.00072,1.00072,3.97891,0.000855321,0.000855591,-0.00129023,-0.00102969,-0.00102942,0.000588436,0.188501,0.188501,-0.187866,0.0768972,0.0768968,-0.075997
1.00073,1.00073,3.97889,-0.00103193,-0.00103165,0.00059223,0.000855321,0.000855591,-0.00129023,-0.188725,-0.188724,0.188246,-0.0758852,-0.0758853,0.0763277
1.00072,1.00072,3.9789,0.000853767,0.000854041,-0.00128639,-0.00103193,-0.00103165,0.00059223,0.188569,0.188569,-0.187862,0.0769138,0.0769134,-0.0759967
1.00072,1.00072,3.97889,-0.00103304,-0.00103276,0.000596101,0.000853767,0.000854041,-0.00128639,-0.188681,-0.18868,0.188249,-0.0758769,-0.075877,0.0763277
1.00071,1.00071,3.97889,0.000853269,0.000853547,-0.00128293,-0.00103304,-0.00103276,0.000596101,0.188631,0.188631,-0.187903,0.0769309,0.0769306,-0.0760147
1.00072,1.00072,3.97888,-0.00103328,-0.001033,0.000599124,0.000853269,0.000853547,-0.00128293,-0.188655,-0.188655,0.188205,-0.0758728,-0.0758729,0.0763067
1.00071,1.00071,3.97889,0.000853612,0.000853892,-0.00127947,-0.00103328,-0.001033,0.000599124,0.188689,0.188689,-0.18786,0.0769495,0.0769492,-0.0760023
1.00072,1.00072,3.97887,-0.00103286,-0.00103258,0.000602614,0.000853612,0.000853892,-0.00127947,-0.188648,-0.188647,0.188209,-0.0758735,-0.0758735,0.0763034
1.00071,1.00071,3.97888,0.000854418,0.000854701,-0.00127588,-0.00103286,-0.00103258,0.000602614,0.188728,0.188728,-0.187849,0.0769623,0.076962,-0.0760019
1.00072,1.00072,3.97887,-0.00103185,-0.00103156,0.000606287,0.000854418,0.000854701,-0.00127588,-0.188627,-0.188626,0.188216,-0.0758673,-0.0758674,0.0763027
1.00071,1.00071,3.97887,0.000855892,0.000856176,-0.0012721,-0.00103185,-0.00103156,0.000606287,0.188774,0.188774,-0.187839,0.0769796,0.0769792,-0.0760014
1.00072,1.00072,3.97886,-0.00103028,-0.00102999,0.000610153,0.000855892,0.000856176,-0.0012721,-0.188617,-0.188616,0.188225,-0.0758636,-0.0758637,0.0763025
1.00071,1.00071,3.97887,0.000857887,0.000858174,-0.0012684,-0.00103028,-0.00102999,0.000610153,0.188816,0.188816,-0.187855,0.0769973,0.076997,-0.0760112
1.00072,1.00072,3.97885,-0.00102833,-0.00102804,0.000613587,0.000857887,0.000858174,-0.0012684,-0.188621,-0.188621,0.188199,-0.0758641,-0.0758642,0.0762893
1.00071,1.0007,3.97886,0.000860463,0.000860751,-0.00126474,-0.00102833,-0.00102804,0.000613587,0.188879,0.188879,-0.187832,0.0770248,0.0770245,-0.0760046
1.00071,1.00071,3.97885,-0.0010257,-0.00102541,0.000617286,0.000860463,0.000860751,-0.00126474,-0.188616,-0.188616,0.188202,-0.0758587,-0.0758587,0.0762882
1.0007,1.0007,3.97885,0.000863539,0.000863828,-0.00126098,-0.0010257,-0.00102541,0.000617286,0.188924,0.188924,-0.187827,0.0770475,0.0770472,-0.0760045
1.00071,1.00071,3.97884,-0.00102261,-0.00102232,0.000621094,0.000863539,0.000863828,-0.00126098,-0.188615,-0.188615,0.188208,-0.0758528,-0.0758529,0.0762882
1.0007,1.0007,3.97885,0.000867111,0.0008674,-0.0012571,-0.00102261,-0.00102232,0.000621094,0.188972,0.188972,-0.18782,0.0770734,0.0770731,-0.0760041
1.00071,1.00071,3.97883,-0.00101907,-0.00101877,0.000624975,0.000867111,0.0008674,-0.0012571,-0.188618,-0.188617,0.188208,-0.075847,-0.0758471,0.0762867
1.0007,1.0007,3.97884,0.000870985,0.000871274,-0.00125317,-0.00101907,-0.00101877,0.000624975,0.189005,0.189005,-0.187814,0.0770944,0.077094,-0.0760035
1.00071,1.00071,3.97883,-0.00101528,-0.00101499,0.000628947,0.000870985,0.000871274,-0.00125317,-0.188626,-0.188626,0.188211,-0.0758421,-0.0758421,0.0762865
1.0007,1.0007,3.97883,0.000875289,0.000875578,-0.00124918,-0.00101528,-0.00101499,0.000628947,0.189057,0.189056,-0.187813,0.0771243,0.0771239,-0.0760041
1.00071,1.00071,3.97882,-0.00101106,-0.00101077,0.000633008,0.000875289,0.000875578,-0.00124918,-0.188635,-0.188634,0.188219,-0.0758357,-0.0758358,0.0762878
1.0007,1.0007,3.97883,0.000880025,0.000880314,-0.00124532,-0.00101106,-0.00101077,0.000633008,0.189108,0.189108,-0.187833,0.0771557,0.0771553,-0.0760137
1.00071,1.00071,3.97882,-0.00100632,-0.00100603,0.000636559,0.000880025,0.000880314,-0.00124532,-0.188635,-0.188635,0.188188,-0.0758246,-0.0758247,0.0762744
1.0007,1.0007,3.97882,0.000885249,0.000885536,-0.0012416,-0.00100632,-0.00100603,0.000636559,0.189157,0.189157,-0.187816,0.0771877,0.0771873,-0.0760077
1.00071,1.0007,3.97881,-0.00100135,-0.00100106,0.000640283,0.000885249,0.000885536,-0.0012416,-0.18866,-0.188659,0.188188,-0.0758213,-0.0758214,0.0762735
1.0007,1.00069,3.97882,0.000890772,0.000891057,-0.00123783,-0.00100135,-0.00100106,0.000640283,0.189212,0.189211,-0.187811,0.0772239,0.0772235,-0.0760069
1.0007,1.0007,3.9788,-0.00099601,-0.000995722,0.00064407,0.000890772,0.000891057,-0.00123783,-0.188678,-0.188678,0.18819,-0.0758142,-0.0758143,0.0762733
1.00069,1.00069,3.97881,0.000896464,0.000896748,-0.00123405,-0.00099601,-0.000995722,0.00064407,0.189247,0.189247,-0.187812,0.0772534,0.077253,-0.0760076
1.0007,1.0007,3.9788,-0.000990329,-0.000990042,0.000647864,0.000896464,0.000896748,-0.00123405,-0.188679,-0.188679,0.188191,-0.075799,-0.0757991,0.0762733
1.00069,1.00069,3.9788,0.000902786,0.000903068,-0.00123023,-0.000990329,-0.000990042,0.000647864,0.189312,0.189311,-0.18781,0.077296,0.0772956,-0.0760073
1.0007,1.0007,3.97879,-0.000984417,-0.000984132,0.000651699,0.000902786,0.000903068,-0.00123023,-0.18872,-0.18872,0.188193,-0.075798,-0.0757981,0.0762733
1.00069,1.00069,3.9788,0.000909074,0.000909353,-0.00122681,-0.000984417,-0.000984132,0.000651699,0.189349,0.189349,-0.187851,0.0773293,0.0773288,-0.076025
1.0007,1.0007,3.97879,-0.000978326,-0.000978043,0.000654603,0.000909074,0.000909353,-0.00122681,-0.18874,-0.18874,0.188141,-0.0757874,-0.0757875,0.0762502
1.00069,1.00069,3.97879,0.000915824,0.0009161,-0.00122369,-0.000978326,-0.000978043,0.000654603,0.189415,0.189414,-0.18783,0.0773749,0.0773744,-0.0760204
1.0007,1.0007,3.97878,-0.000971943,-0.000971664,0.000657799,0.000915824,0.0009161,-0.00122369,-0.188777,-0.188776,0.188149,-0.0757826,-0.0757827,0.0762493
1.00069,1.00069,3.97879,0.000922523,0.000922797,-0.00122042,-0.000971943,-0.000971664,0.000657799,0.189447,0.189446,-0.187822,0.0774083,0.0774078,-0.0760207
1.0007,1.0007,3.97878,-0.000965478,-0.000965201,0.000660828,0.000922523,0.000922797,-0.00122042,-0.1888,-0.1888,0.188125,-0.0757711,-0.0757713,0.0762361
1.00069,1.00069,3.97878,0.000926054,0.000926325,-0.00121715,-0.000965478,-0.000965201,0.000660828,0.189153,0.189153,-0.187798,0.0773106,0.0773101,-0.0760144
1.0007,1.0007,3.97877,-0.00096491,-0.000964635,0.000664094,0.000926054,0.000926325,-0.00121715,-0.189096,-0.189096,0.188125,-0.0758756,-0.0758757,0.0762335
1.00069,1.00069,3.97878,0.000921326,0.000921598,-0.00121379,-0.00096491,-0.000964635,0.000664094,0.188624,0.188623,-0.187788,0.0771004,0.0770999,-0.0760129
