p_x,p_y,p_z,dp_x_prime,dp_y_prime,dp_z_prime,dp_x,dp_y,dp_z,ddp_x,ddp_y,ddp_z,w_hat_x,w_hat_y,w_hat_z
0.899086,1.10092,3.77483,-0.000865657,0.000824766,0.00102194,0.000792363,-0.000836852,-0.00102063,-0.165802,0.166162,0.204257,-0.472264,0.472318,-0.727266
0.899077,1.10093,3.77484,0.000793287,-0.000842439,-0.00102099,-0.000865657,0.000824766,0.00102194,0.165894,-0.166721,-0.204292,-0.337928,0.337492,-0.892729
0.899085,1.10092,3.77483,-0.000864772,0.000819962,0.00102153,0.000793287,-0.000842439,-0.00102099,-0.165806,0.16624,0.204252,-0.472267,0.472333,-0.727269
0.899076,1.10093,3.77484,0.00079489,-0.000847426,-0.00102143,-0.000864772,0.000819962,0.00102153,0.165966,-0.166739,-0.204296,-0.337899,0.337468,-0.892732
0.899084,1.10092,3.77483,-0.000863272,0.00081541,0.00102108,0.00079489,-0.000847426,-0.00102143,-0.165816,0.166284,0.204251,-0.47227,0.472334,-0.727271
0.899075,1.10093,3.77484,0.000797149,-0.000852419,-0.00102193,-0.000863272,0.00081541,0.00102108,0.166042,-0.166783,-0.204301,-0.337867,0.337434,-0.892735
0.899083,1.10092,3.77483,-0.000861136,0.000811072,0.00102062,0.000797149,-0.000852419,-0.00102193,-0.165828,0.166349,0.204254,-0.472273,0.472345,-0.727271
0.899075,1.10093,3.77484,0.000800043,-0.00085667,-0.00102239,-0.000861136,0.000811072,0.00102062,0.166118,-0.166774,-0.2043,-0.337832,0.337422,-0.892736
0.899083,1.10092,3.77483,-0.000858506,0.000807171,0.00102017,0.000800043,-0.00085667,-0.00102239,-0.165855,0.166384,0.204256,-0.472278,0.472344,-0.727272
0.899074,1.10093,3.77484,0.000803533,-0.00086057,-0.0010229,-0.000858506,0.000807171,0.00102017,0.166204,-0.166774,-0.204307,-0.337791,0.337407,-0.892741
0.899082,1.10092,3.77483,-0.000855275,0.000803698,0.00101962,0.000803533,-0.00086057,-0.0010229,-0.165881,0.166427,0.204253,-0.472282,0.472347,-0.727275
0.899074,1.10093,3.77484,0.000807626,-0.000864192,-0.00102341,-0.000855275,0.000803698,0.00101962,0.16629,-0.166789,-0.204304,-0.337749,0.337388,-0.892741
0.899082,1.10092,3.77483,-0.000851616,0.000800626,0.00101907,0.000807626,-0.000864192,-0.00102341,-0.165924,0.166482,0.204248,-0.472291,0.472356,-0.727278
0.899073,1.10093,3.77484,0.00081225,-0.000867081,-0.00102399,-0.000851616,0.000800626,0.00101907,0.166387,-0.166771,-0.204306,-0.3377,0.337383,-0.892743
0.899081,1.10092,3.77483,-0.000847445,0.000798094,0.00101856,0.00081225,-0.000867081,-0.00102399,-0.165969,0.166517,0.204255,-0.472298,0.472359,-0.727278
0.899073,1.10093,3.77484,0.000817228,-0.000869085,-0.00102453,-0.000847445,0.000798094,0.00101856,0.166467,-0.166718,-0.204309,-0.337655,0.337393,-0.892747
0.899081,1.10092,3.77483,-0.000842929,0.000796246,0.001018,0.000817228,-0.000869085,-0.00102453,-0.166016,0.166533,0.204253,-0.472304,0.472355,-0.72728
0.899073,1.10093,3.77484,0.000822429,-0.00087048,-0.00102504,-0.000842929,0.000796246,0.001018,0.166536,-0.166673,-0.204304,-0.337614,0.337402,-0.892747
0.899081,1.10092,3.77483,-0.000838198,0.000795044,0.00101748,0.000822429,-0.00087048,-0.00102504,-0.166063,0.166552,0.204252,-0.47231,0.472355,-0.727282
0.899073,1.10092,3.77484,0.000827835,-0.00087116,-0.00102555,-0.000838198,0.000795044,0.00101748,0.166603,-0.16662,-0.204303,-0.337573,0.337416,-0.892747
0.899081,1.10092,3.77483,-0.000833265,0.000794494,0.00101703,0.000827835,-0.00087116,-0.00102555,-0.16611,0.166565,0.204258,-0.472314,0.472354,-0.727281
0.899072,1.10092,3.77484,0.000833333,-0.000871122,-0.00102597,-0.000833265,0.000794494,0.00101703,0.16666,-0.166562,-0.204301,-0.337534,0.337435,-0.892748
0.899081,1.10092,3.77483,-0.000828311,0.000794597,0.00101662,0.000833333,-0.000871122,-0.00102597,-0.166164,0.166572,0.204259,-0.47232,0.472353,-0.727282
0.899073,1.10092,3.77484,0.000838778,-0.000870357,-0.00102637,-0.000828311,0.000794597,0.00101662,0.166709,-0.166495,-0.204299,-0.337498,0.337459,-0.892749
0.899081,1.10091,3.77483,-0.000823478,0.000795351,0.00101626,0.000838778,-0.000870357,-0.00102637,-0.166226,0.166571,0.204263,-0.472329,0.47235,-0.727281
0.899073,1.10092,3.77484,0.000844031,-0.000868874,-0.00102667,-0.000823478,0.000795351,0.00101626,0.166751,-0.166423,-0.204293,-0.337465,0.337488,-0.892748
0.899081,1.10091,3.77483,-0.000818792,0.000796752,0.00101598,0.000844031,-0.000868874,-0.00102667,-0.166282,0.166563,0.204264,-0.472336,0.472347,-0.727282
0.899073,1.10092,3.77484,0.00084899,-0.000866678,-0.001027,-0.000818792,0.000796752,0.00101598,0.166778,-0.166343,-0.204298,-0.337438,0.337522,-0.89275
0.899081,1.10091,3.77483,-0.000814368,0.000798763,0.00101572,0.00084899,-0.000866678,-0.001027,-0.166336,0.166544,0.204272,-0.472341,0.472342,-0.72728
0.899073,1.10092,3.77484,0.000853582,-0.000863884,-0.00102717,-0.000814368,0.000798763,0.00101572,0.166795,-0.166265,-0.204289,-0.337416,0.337557,-0.892748
0.899082,1.10091,3.77483,-0.00081021,0.000801353,0.00101558,0.000853582,-0.000863884,-0.00102717,-0.166379,0.166524,0.204274,-0.472344,0.472338,-0.72728
0.899074,1.10092,3.77484,0.000857792,-0.000860472,-0.00102731,-0.00081021,0.000801353,0.00101558,0.1668,-0.166183,-0.204288,-0.337399,0.337595,-0.892748
0.899082,1.10091,3.77483,-0.000806506,0.000804579,0.00101546,0.000857792,-0.000860472,-0.00102731,-0.16643,0.166505,0.204277,-0.47235,0.472338,-0.727279
0.899074,1.10092,3.77484,0.000861479,-0.000856455,-0.00102735,-0.000806506,0.000804579,0.00101546,0.166799,-0.166103,-0.204282,-0.337385,0.337635,-0.892746
0.899083,1.10091,3.77483,-0.000803253,0.000808261,0.00101546,0.000861479,-0.000856455,-0.00102735,-0.166473,0.166472,0.204282,-0.472354,0.472333,-0.727278
0.899075,1.10092,3.77484,0.000864474,-0.000851957,-0.0010273,-0.000803253,0.000808261,0.00101546,0.166773,-0.166022,-0.204277,-0.337383,0.337678,-0.892744
0.899083,1.10091,3.77483,-0.000800502,0.000812218,0.0010155,0.000864474,-0.000851957,-0.0010273,-0.166498,0.166418,0.20428,-0.472351,0.472321,-0.727278
0.899076,1.10092,3.77484,0.000867051,-0.000847229,-0.00102722,-0.000800502,0.000812218,0.0010155,0.166755,-0.165945,-0.204272,-0.337378,0.33772,-0.892742
0.899084,1.10091,3.77483,-0.000798339,0.000816578,0.00101557,0.000867051,-0.000847229,-0.00102722,-0.166539,0.166381,0.20428,-0.472357,0.472318,-0.727278
0.899076,1.10092,3.77484,0.000868894,-0.000842203,-0.00102713,-0.000798339,0.000816578,0.00101557,0.166723,-0.165878,-0.204271,-0.337381,0.33776,-0.89274
0.899085,1.10091,3.77483,-0.000796763,0.000821154,0.00101576,0.000868894,-0.000842203,-0.00102713,-0.166566,0.166336,0.204289,-0.472359,0.472313,-0.727274
0.899077,1.10092,3.77484,0.00086991,-0.000836926,-0.0010269,-0.000796763,0.000821154,0.00101576,0.166667,-0.165808,-0.204266,-0.337396,0.337801,-0.892738
0.899086,1.10091,3.77483,-0.000795858,0.000825914,0.00101598,0.00086991,-0.000836926,-0.0010269,-0.166577,0.166284,0.204288,-0.472356,0.472306,-0.727274
0.899078,1.10092,3.77484,0.000870261,-0.000831553,-0.00102664,-0.000795858,0.000825914,0.00101598,0.166612,-0.165747,-0.204262,-0.337412,0.337841,-0.892736
0.899086,1.10091,3.77483,-0.00079561,0.000830767,0.00101629,0.000870261,-0.000831553,-0.00102664,-0.166587,0.166232,0.204293,-0.472355,0.4723,-0.727271
0.899078,1.10092,3.77484,0.000869846,-0.000826068,-0.00102631,-0.00079561,0.000830767,0.00101629,0.166546,-0.165683,-0.20426,-0.337435,0.337882,-0.892734
0.899087,1.10091,3.77483,-0.000796098,0.000835573,0.00101666,0.000869846,-0.000826068,-0.00102631,-0.166594,0.166164,0.204297,-0.472356,0.472288,-0.727268
0.899079,1.10092,3.77484,0.000868676,-0.000820747,-0.00102589,-0.000796098,0.000835573,0.00101666,0.166477,-0.165632,-0.204255,-0.337461,0.337918,-0.892731
0.899088,1.10091,3.77483,-0.000797157,0.000840403,0.00101707,0.000868676,-0.000820747,-0.00102589,-0.166583,0.166115,0.204296,-0.47235,0.472284,-0.727267
0.89908,1.10092,3.77484,0.00086688,-0.000815588,-0.00102547,-0.000797157,0.000840403,0.00101707,0.166404,-0.165599,-0.204254,-0.337491,0.337948,-0.892729
0.899088,1.10091,3.77483,-0.00079884,0.000845044,0.00101751,0.00086688,-0.000815588,-0.00102547,-0.166572,0.166063,0.204298,-0.472347,0.472279,-0.727266
0.89908,1.10092,3.77484,0.000864529,-0.000810688,-0.00102501,-0.00079884,0.000845044,0.00101751,0.166337,-0.165573,-0.204251,-0.33752,0.337974,-0.892727
0.899089,1.10091,3.77483,-0.000801112,0.000849398,0.00101799,0.000864529,-0.000810688,-0.00102501,-0.166564,0.166009,0.204299,-0.472347,0.472273,-0.727263
0.899081,1.10092,3.77484,0.000861399,-0.000806211,-0.00102451,-0.000801112,0.000849398,0.00101799,0.166251,-0.165561,-0.20425,-0.33756,0.337995,-0.892725
0.89909,1.10091,3.77483,-0.000803953,0.00085339,0.00101852,0.000861399,-0.000806211,-0.00102451,-0.166535,0.16596,0.204304,-0.472341,0.472269,-0.72726
0.899082,1.10092,3.77484,0.000857726,-0.000802201,-0.00102398,-0.000803953,0.00085339,0.00101852,0.166168,-0.165559,-0.20425,-0.3376,0.338011,-0.892723
0.89909,1.10091,3.77483,-0.0008073,0.000856834,0.00101905,0.000857726,-0.000802201,-0.00102398,-0.166503,0.165904,0.204302,-0.472335,0.47226,-0.727259
0.899082,1.10092,3.77484,0.000853531,-0.000799057,-0.00102341,-0.0008073,0.000856834,0.00101905,0.166083,-0.165589,-0.204246,-0.337642,0.338012,-0.89272
0.899091,1.10091,3.77483,-0.000811113,0.000859823,0.0010196,0.000853531,-0.000799057,-0.00102341,-0.166464,0.165888,0.204301,-0.472329,0.472266,-0.727257
0.899083,1.10092,3.77484,0.000848921,-0.000796135,-0.00102284,-0.000811113,0.000859823,0.0010196,0.166003,-0.165596,-0.204244,-0.337685,0.338021,-0.892717
0.899091,1.10091,3.77483,-0.00081529,0.000862298,0.00102015,0.000848921,-0.000796135,-0.00102284,-0.166421,0.165843,0.204299,-0.472322,0.47226,-0.727256
0.899083,1.10092,3.77484,0.000843944,-0.00079397,-0.0010223,-0.00081529,0.000862298,0.00102015,0.165923,-0.165627,-0.204245,-0.337729,0.33802,-0.892716
0.899091,1.10091,3.77483,-0.000819783,0.000864169,0.00102066,0.000843944,-0.00079397,-0.0010223,-0.166373,0.165814,0.204296,-0.472315,0.472258,-0.727256
0.899083,1.10092,3.77484,0.000838704,-0.000792549,-0.00102182,-0.000819783,0.000864169,0.00102066,0.165849,-0.165672,-0.204248,-0.337773,0.33801,-0.892716
0.899092,1.10091,3.77483,-0.000824508,0.000865386,0.00102114,0.000838704,-0.000792549,-0.00102182,-0.166321,0.165794,0.204296,-0.472308,0.472257,-0.727255
0.899083,1.10092,3.77484,0.000833294,-0.000792119,-0.00102134,-0.000824508,0.000865386,0.00102114,0.16578,-0.165751,-0.204248,-0.337815,0.337985,-0.892714
0.899092,1.10092,3.77483,-0.000829432,0.000865732,0.00102157,0.000833294,-0.000792119,-0.00102134,-0.166273,0.165785,0.204292,-0.472304,0.47226,-0.727255
0.899083,1.10092,3.77484,0.000827809,-0.00079241,-0.00102094,-0.000829432,0.000865732,0.00102157,0.165724,-0.165814,-0.204251,-0.337853,0.337964,-0.892714
0.899092,1.10092,3.77483,-0.000834369,0.000865402,0.00102197,0.000827809,-0.00079241,-0.00102094,-0.166218,0.165781,0.204291,-0.472297,0.472262,-0.727253
0.899083,1.10092,3.77484,0.000822383,-0.00079345,-0.00102056,-0.000834369,0.000865402,0.00102197,0.165675,-0.165885,-0.204253,-0.337888,0.337938,-0.892713
0.899092,1.10092,3.77483,-0.000839217,0.00086441,0.00102232,0.000822383,-0.00079345,-0.00102056,-0.16616,0.165786,0.204288,-0.47229,0.472265,-0.727253
0.899083,1.10093,3.77484,0.000817172,-0.000794974,-0.00102026,-0.000839217,0.00086441,0.00102232,0.165639,-0.165938,-0.204258,-0.337919,0.337916,-0.892714
0.899091,1.10092,3.77483,-0.000843817,0.000862854,0.0010226,0.000817172,-0.000794974,-0.00102026,-0.166099,0.165783,0.204287,-0.472281,0.472263,-0.727253
0.899083,1.10093,3.77484,0.000812309,-0.000797318,-0.00101999,-0.000843817,0.000862854,0.0010226,0.165613,-0.166017,-0.20426,-0.337946,0.337883,-0.892714
0.899091,1.10092,3.77483,-0.000848158,0.000860772,0.00102281,0.000812309,-0.000797318,-0.00101999,-0.166047,0.165809,0.20428,-0.472276,0.47227,-0.727255
0.899083,1.10093,3.77484,0.000807802,-0.00080029,-0.00101982,-0.000848158,0.000860772,0.00102281,0.165596,-0.166106,-0.204262,-0.337968,0.337843,-0.892714
0.899091,1.10092,3.77483,-0.000852223,0.000857959,0.00102298,0.000807802,-0.00080029,-0.00101982,-0.166003,0.165825,0.20428,-0.472273,0.472272,-0.727255
0.899082,1.10093,3.77484,0.000803687,-0.000804177,-0.00101973,-0.000852223,0.000857959,0.00102298,0.165591,-0.166214,-0.20427,-0.337985,0.337793,-0.892717
0.89909,1.10092,3.77483,-0.000855832,0.000854531,0.00102303,0.000803687,-0.000804177,-0.00101973,-0.165952,0.165871,0.204276,-0.472267,0.472283,-0.727255
0.899082,1.10093,3.77484,0.000800103,-0.000808522,-0.00101969,-0.000855832,0.000854531,0.00102303,0.165594,-0.166305,-0.204272,-0.337998,0.337747,-0.892717
0.89909,1.10092,3.77483,-0.000858992,0.000850606,0.00102304,0.000800103,-0.000808522,-0.00101969,-0.16591,0.165913,0.204273,-0.472263,0.47229,-0.727257
0.899081,1.10093,3.77484,0.000797206,-0.000813139,-0.00101973,-0.000858992,0.000850606,0.00102304,0.16562,-0.166374,-0.204277,-0.338,0.337708,-0.892719
0.899089,1.10092,3.77483,-0.000861659,0.000846307,0.00102295,0.000797206,-0.000813139,-0.00101973,-0.165887,0.165945,0.204269,-0.472266,0.472292,-0.727258
0.89908,1.10093,3.77484,0.00079471,-0.00081844,-0.00101987,-0.000861659,0.000846307,0.00102295,0.165637,-0.166475,-0.204282,-0.338004,0.337655,-0.892721
0.899088,1.10092,3.77483,-0.000863747,0.000841649,0.00102281,0.00079471,-0.00081844,-0.00101987,-0.165846,0.166009,0.204268,-0.47226,0.472304,-0.727259
0.89908,1.10093,3.77484,0.00079305,-0.000823598,-0.00102004,-0.000863747,0.000841649,0.00102281,0.16568,-0.166525,-0.204285,-0.337997,0.337621,-0.892724
0.899088,1.10092,3.77483,-0.000865219,0.000836784,0.0010226,0.00079305,-0.000823598,-0.00102004,-0.165827,0.166038,0.204264,-0.472261,0.472302,-0.727261
0.899079,1.10093,3.77484,0.000792033,-0.000829279,-0.00102028,-0.000865219,0.000836784,0.0010226,0.165725,-0.166606,-0.204288,-0.337986,0.337573,-0.892725
0.899087,1.10092,3.77483,-0.000866063,0.000831849,0.00102234,0.000792033,-0.000829279,-0.00102028,-0.16581,0.166113,0.204262,-0.472261,0.472317,-0.727263
0.899078,1.10093,3.77484,0.000791762,-0.000834708,-0.0010206,-0.000866063,0.000831849,0.00102234,0.165783,-0.166656,-0.204294,-0.337969,0.337538,-0.892729
0.899086,1.10092,3.77483,-0.000866247,0.000826889,0.00102198,0.000791762,-0.000834708,-0.0010206,-0.165801,0.16616,0.204258,-0.472262,0.47232,-0.727265
0.899077,1.10093,3.77484,0.000792223,-0.000840435,-0.001021,-0.000866247,0.000826889,0.00102198,0.165847,-0.166732,-0.204298,-0.337946,0.337491,-0.89273
0.899085,1.10092,3.77483,-0.000865774,0.000821869,0.00102158,0.000792223,-0.000840435,-0.001021,-0.1658,0.16623,0.204258,-0.472264,0.472332,-0.727266
0.899077,1.10093,3.77484,0.000793377,-0.000845674,-0.0010214,-0.000865774,0.000821869,0.00102158,0.165915,-0.166754,-0.204299,-0.33792,0.337465,-0.892732
0.899085,1.10092,3.77483,-0.000864677,0.000817074,0.00102117,0.000793377,-0.000845674,-0.0010214,-0.165805,0.166275,0.204257,-0.472267,0.472333,-0.727268
0.899076,1.10093,3.77484,0.000795236,-0.000851011,-0.00102186,-0.000864677,0.000817074,0.00102117,0.165991,-0.166808,-0.204303,-0.337889,0.337426,-0.892735
0.899084,1.10092,3.77483,-0.000862951,0.000812315,0.00102068,0.000795236,-0.000851011,-0.00102186,-0.165819,0.166333,0.204254,-0.472271,0.47234,-0.727271
0.899075,1.10093,3.77484,0.000797837,-0.000855971,-0.00102236,-0.000862951,0.000812315,0.00102068,0.166079,-0.166829,-0.204304,-0.337851,0.337401,-0.892738
0.899083,1.10092,3.77483,-0.000860567,0.000807996,0.00102017,0.000797837,-0.000855971,-0.00102236,-0.16584,0.166397,0.204254,-0.472276,0.472349,-0.727272
0.899075,1.10093,3.77484,0.000800938,-0.000860194,-0.00102286,-0.000860567,0.000807996,0.00102017,0.166151,-0.166819,-0.204304,-0.337817,0.337389,-0.892739
0.899083,1.10092,3.77483,-0.00085772,0.000804142,0.00101966,0.000800938,-0.000860194,-0.00102286,-0.165866,0.166434,0.204252,-0.472281,0.472349,-0.727275
0.899074,1.10093,3.77484,0.000804739,-0.000864231,-0.00102335,-0.00085772,0.000804142,0.00101966,0.166246,-0.166837,-0.204301,-0.337772,0.337367,-0.89274
0.899082,1.10092,3.77483,-0.000854251,0.000800678,0.00101914,0.000804739,-0.000864231,-0.00102335,-0.165899,0.166491,0.204249,-0.472287,0.472358,-0.727278
0.899074,1.10093,3.77484,0.000808957,-0.000867575,-0.00102391,-0.000854251,0.000800678,0.00101914,0.166321,-0.166825,-0.204305,-0.337733,0.337358,-0.892743
0.899082,1.10092,3.77483,-0.000850355,0.000797741,0.00101863,0.000808957,-0.000867575,-0.00102391,-0.165931,0.166532,0.204255,-0.47229,0.472361,-0.727277
0.899073,1.10093,3.77484,0.000813723,-0.000870037,-0.00102447,-0.000850355,0.000797741,0.00101863,0.166408,-0.166778,-0.20431,-0.337687,0.337365,-0.892747
0.899081,1.10092,3.77483,-0.000846043,0.00079548,0.0010181,0.000813723,-0.000870037,-0.00102447,-0.165977,0.166552,0.204257,-0.472297,0.472358,-0.727278
0.899073,1.10092,3.77484,0.000818846,-0.000871904,-0.00102499,-0.000846043,0.00079548,0.0010181,0.166489,-0.166738,-0.204309,-0.337642,0.337371,-0.892748
0.899081,1.10092,3.77483,-0.00084142,0.000793854,0.00101756,0.000818846,-0.000871904,-0.00102499,-0.166027,0.166576,0.204256,-0.472304,0.472358,-0.72728
0.899073,1.10092,3.77484,0.000824331,-0.000873041,-0.00102552,-0.00084142,0.000793854,0.00101756,0.166575,-0.16669,-0.204308,-0.337593,0.337382,-0.892749
0.899081,1.10092,3.77483,-0.00083656,0.000792895,0.00101706,0.000824331,-0.000873041,-0.00102552,-0.166089,0.166594,0.204258,-0.472315,0.472358,-0.727281
0.899073,1.10092,3.77484,0.000829859,-0.000873433,-0.00102598,-0.00083656,0.000792895,0.00101706,0.166642,-0.166633,-0.204304,-0.337552,0.337399,-0.892749
0.899081,1.10091,3.77483,-0.000831599,0.000792615,0.00101662,0.000829859,-0.000873433,-0.00102598,-0.166146,0.166605,0.204259,-0.472323,0.472358,-0.727282
0.899073,1.10092,3.77484,0.000835263,-0.000873039,-0.00102637,-0.000831599,0.000792615,0.00101662,0.166686,-0.166565,-0.204298,-0.337518,0.337422,-0.892748
0.899081,1.10091,3.77483,-0.000826628,0.000793145,0.00101621,0.000835263,-0.000873039,-0.00102637,-0.166189,0.166618,0.204258,-0.472324,0.47236,-0.727283
0.899073,1.10092,3.77484,0.000840624,-0.000871807,-0.00102675,-0.000826628,0.000793145,0.00101621,0.166725,-0.166495,-0.204297,-0.337486,0.337449,-0.892749
0.899081,1.10091,3.77483,-0.000821797,0.000794231,0.00101589,0.000840624,-0.000871807,-0.00102675,-0.166242,0.166604,0.204264,-0.47233,0.472354,-0.727282
0.899073,1.10092,3.77484,0.000845766,-0.000869905,-0.00102705,-0.000821797,0.000794231,0.00101589,0.166756,-0.166414,-0.204295,-0.337457,0.337482,-0.892749
0.899081,1.10091,3.77483,-0.000817199,0.000795975,0.00101565,0.000845766,-0.000869905,-0.00102705,-0.166297,0.166588,0.20427,-0.472336,0.472349,-0.727281
0.899073,1.10092,3.77484,0.000850543,-0.000867394,-0.00102725,-0.000817199,0.000795975,0.00101565,0.166774,-0.166337,-0.20429,-0.337434,0.337516,-0.892748
0.899082,1.10091,3.77483,-0.000812984,0.000798293,0.00101543,0.000850543,-0.000867394,-0.00102725,-0.166353,0.166569,0.204268,-0.472343,0.472344,-0.727282
0.899073,1.10092,3.77484,0.000854865,-0.000864244,-0.00102742,-0.000812984,0.000798293,0.00101543,0.166785,-0.166254,-0.204285,-0.337415,0.337554,-0.892747
0.899082,1.10091,3.77483,-0.000809134,0.000801197,0.00101531,0.000854865,-0.000864244,-0.00102742,-0.1664,0.166544,0.204273,-0.472347,0.47234,-0.727281
0.899074,1.10092,3.77484,0.000858707,-0.000860472,-0.00102754,-0.000809134,0.000801197,0.00101531,0.166784,-0.166167,-0.204285,-0.337401,0.337595,-0.892747
0.899082,1.10091,3.77483,-0.000805663,0.000804745,0.00101526,0.000858707,-0.000860472,-0.00102754,-0.166437,0.166522,0.20428,-0.472348,0.472338,-0.727279
0.899074,1.10092,3.77484,0.000862065,-0.000856094,-0.00102752,-0.000805663,0.000804745,0.00101526,0.166773,-0.166084,-0.204278,-0.337392,0.337638,-0.892745
0.899083,1.10091,3.77483,-0.000802742,0.000808641,0.00101529,0.000862065,-0.000856094,-0.00102752,-0.166481,0.166474,0.204281,-0.472353,0.472328,-0.727278
0.899075,1.10092,3.77484,0.000864684,-0.000851285,-0.00102746,-0.000802742,0.000808641,0.00101529,0.166743,-0.165993,-0.204275,-0.337392,0.337685,-0.892744
0.899084,1.10091,3.77483,-0.000800334,0.000812982,0.00101536,0.000864684,-0.000851285,-0.00102746,-0.166502,0.166427,0.204281,-0.472351,0.472321,-0.727278
0.899076,1.10092,3.77484,0.000866855,-0.00084612,-0.00102738,-0.000800334,0.000812982,0.00101536,0.166719,-0.16591,-0.204273,-0.337391,0.337731,-0.892743
0.899084,1.10091,3.77483,-0.000798539,0.000817748,0.00101549,0.000866855,-0.00084612,-0.00102738,-0.166539,0.166387,0.204287,-0.472356,0.472318,-0.727276
0.899076,1.10092,3.77484,0.000868286,-0.000840629,-0.00102717,-0.000798539,0.000817748,0.00101549,0.166682,-0.165838,-0.204266,-0.337397,0.337774,-0.89274
0.899085,1.10091,3.77483,-0.000797329,0.000822609,0.00101573,0.000868286,-0.000840629,-0.00102717,-0.166561,0.166324,0.20429,-0.472357,0.472307,-0.727274
0.899077,1.10092,3.77484,0.000868902,-0.000834823,-0.00102691,-0.000797329,0.000822609,0.00101573,0.166623,-0.165743,-0.204263,-0.337414,0.337827,-0.892738
0.899086,1.10091,3.77483,-0.000796773,0.000827778,0.00101601,0.000868902,-0.000834823,-0.00102691,-0.166568,0.16626,0.204292,-0.472354,0.472296,-0.727272
0.899078,1.10092,3.77484,0.000868898,-0.000829306,-0.00102659,-0.000796773,0.000827778,0.00101601,0.166567,-0.165708,-0.204261,-0.337432,0.337857,-0.892735
0.899086,1.10091,3.77483,-0.000796834,0.000832861,0.00101636,0.000868898,-0.000829306,-0.00102659,-0.166573,0.166217,0.204295,-0.472352,0.472295,-0.72727
0.899078,1.10092,3.77484,0.000868215,-0.000823777,-0.00102622,-0.000796834,0.000832861,0.00101636,0.166505,-0.165664,-0.204258,-0.337454,0.337891,-0.892734
0.899087,1.10091,3.77483,-0.000797529,0.000837864,0.00101671,0.000868215,-0.000823777,-0.00102622,-0.166574,0.166164,0.204293,-0.472351,0.47229,-0.727269
0.899079,1.10092,3.77484,0.000866799,-0.000818362,-0.00102582,-0.000797529,0.000837864,0.00101671,0.166433,-0.165623,-0.204253,-0.337483,0.337925,-0.89273
0.899088,1.10091,3.77483,-0.000798861,0.000842713,0.00101719,0.000866799,-0.000818362,-0.00102582,-0.166566,0.166108,0.204301,-0.472347,0.472284,-0.727265
0.89908,1.10092,3.77484,0.000864844,-0.000813215,-0.00102534,-0.000798861,0.000842713,0.00101719,0.166371,-0.165593,-0.204253,-0.337509,0.337953,-0.892729
0.899089,1.10091,3.77483,-0.000800779,0.000847189,0.00101766,0.000864844,-0.000813215,-0.00102534,-0.166562,0.16604,0.2043,-0.472348,0.472273,-0.727264
0.899081,1.10092,3.77484,0.000862116,-0.000808565,-0.00102482,-0.000800779,0.000847189,0.00101766,0.166289,-0.165575,-0.204248,-0.337545,0.337976,-0.892725
0.899089,1.10091,3.77483,-0.000803266,0.00085143,0.00101816,0.000862116,-0.000808565,-0.00102482,-0.166538,0.166,0.204298,-0.472343,0.472271,-0.727263
0.899081,1.10092,3.77484,0.000858784,-0.00080429,-0.0010243,-0.000803266,0.00085143,0.00101816,0.166205,-0.165572,-0.204246,-0.337585,0.337993,-0.892723
0.89909,1.10091,3.77483,-0.000806322,0.000855254,0.00101872,0.000858784,-0.00080429,-0.0010243,-0.166511,0.165954,0.204302,-0.472338,0.472268,-0.72726
0.899082,1.10092,3.77484,0.000854863,-0.000800729,-0.00102375,-0.000806322,0.000855254,0.00101872,0.166118,-0.165598,-0.204247,-0.337627,0.337996,-0.892721
0.89909,1.10091,3.77483,-0.000809891,0.000858425,0.00101927,0.000854863,-0.000800729,-0.00102375,-0.166475,0.165915,0.204302,-0.472332,0.472266,-0.727258
0.899082,1.10092,3.77484,0.000850424,-0.000797495,-0.0010232,-0.000809891,0.000858425,0.00101927,0.166032,-0.165592,-0.204247,-0.337672,0.338011,-0.89272
0.899091,1.10091,3.77483,-0.000813905,0.000861251,0.00101983,0.000850424,-0.000797495,-0.0010232,-0.166433,0.165875,0.204304,-0.472325,0.472262,-0.727256
0.899082,1.10092,3.77484,0.000845532,-0.000794951,-0.00102263,-0.000813905,0.000861251,0.00101983,0.165944,-0.16562,-0.204246,-0.337718,0.338012,-0.892718
0.899091,1.10091,3.77483,-0.000818325,0.000863483,0.00102036,0.000845532,-0.000794951,-0.00102263,-0.166386,0.165843,0.204298,-0.472318,0.47226,-0.727256
0.899083,1.10092,3.77484,0.00084029,-0.0007931,-0.00102209,-0.000818325,0.000863483,0.00102036,0.165861,-0.165658,-0.204244,-0.337765,0.338007,-0.892715
0.899091,1.10091,3.77483,-0.000823106,0.00086509,0.00102088,0.00084029,-0.0007931,-0.00102209,-0.16634,0.165819,0.204296,-0.472313,0.472259,-0.727255
0.899083,1.10092,3.77484,0.000834788,-0.000791974,-0.00102161,-0.000823106,0.00086509,0.00102088,0.165789,-0.165706,-0.204249,-0.337808,0.337995,-0.892715
0.899091,1.10091,3.77483,-0.000828042,0.000865939,0.00102137,0.000834788,-0.000791974,-0.00102161,-0.166283,0.165791,0.204297,-0.472305,0.472255,-0.727253
0.899083,1.10092,3.77484,0.000829233,-0.0007919,-0.00102114,-0.000828042,0.000865939,0.00102137,0.165728,-0.165784,-0.20425,-0.337848,0.33797,-0.892714
0.899091,1.10091,3.77483,-0.000832973,0.000866047,0.00102182,0.000829233,-0.0007919,-0.00102114,-0.166221,0.165795,0.204296,-0.472295,0.472261,-0.727252
