q_x,q_y,q_z,dq_x,dq_y,dq_z,omega_x,omega_y,omega_z,domega_x,domega_y,domega_z,w_hat_x,w_hat_y,w_hat_z
-1.01361e-05,1.01345e-05,4.41547e-12,-0.000116246,0.000116246,-2.032e-11,-0.000116904,0.000116904,-1.98301e-11,6.58621e-05,-6.58495e-05,-4.89923e-11,1.32604e-07,-1.32835e-07,-1.46256e-10
-1.06668e-05,1.06652e-05,4.29156e-12,-0.000112612,0.000112612,-2.20218e-11,-0.000113317,0.000113318,-2.15411e-11,7.05706e-05,-7.0558e-05,-4.80741e-11,1.42087e-07,-1.42336e-07,-1.56703e-10
-1.11762e-05,1.11746e-05,4.15963e-12,-0.000108753,0.000108754,-2.36885e-11,-0.000109504,0.000109505,-2.32174e-11,7.51382e-05,-7.51257e-05,-4.71151e-11,1.51285e-07,-1.51553e-07,-1.66837e-10
-1.16632e-05,1.16617e-05,4.01987e-12,-0.000104676,0.000104678,-2.5314e-11,-0.000105472,0.000105473,-2.4856e-11,7.95558e-05,-7.95438e-05,-4.57984e-11,1.60182e-07,-1.60468e-07,-1.76637e-10
-1.21269e-05,1.21254e-05,3.87254e-12,-0.00010039,0.000100393,-2.69019e-11,-0.000101228,0.000101231,-2.64536e-11,8.38136e-05,-8.38013e-05,-4.48297e-11,1.68757e-07,-1.69059e-07,-1.86084e-10
-1.25664e-05,1.25649e-05,3.71788e-12,-9.59033e-05,9.59064e-05,-2.84357e-11,-9.67823e-05,9.67853e-05,-2.80074e-11,8.7905e-05,-8.78921e-05,-4.28272e-11,1.76997e-07,-1.77313e-07,-1.95158e-10
-1.29807e-05,1.29792e-05,3.55615e-12,-9.12247e-05,9.12284e-05,-2.99286e-11,-9.21429e-05,9.21465e-05,-2.95142e-11,9.18199e-05,-9.18071e-05,-4.14417e-11,1.84881e-07,-1.85213e-07,-2.03842e-10
-1.33691e-05,1.33676e-05,3.38764e-12,-8.63637e-05,8.6368e-05,-3.13734e-11,-8.73192e-05,8.73234e-05,-3.09707e-11,9.55501e-05,-9.55385e-05,-4.02727e-11,1.92394e-07,-1.92743e-07,-2.12118e-10
-1.37307e-05,1.37293e-05,3.21265e-12,-8.13299e-05,8.13348e-05,-3.2757e-11,-8.23208e-05,8.23256e-05,-3.23741e-11,9.90905e-05,-9.90788e-05,-3.82869e-11,1.99524e-07,-1.99887e-07,-2.1997e-10
-1.40648e-05,1.40635e-05,3.03148e-12,-7.61335e-05,7.6139e-05,-3.40869e-11,-7.71578e-05,7.71632e-05,-3.37213e-11,0.000102433,-0.000102421,-3.65525e-11,2.06255e-07,-2.06632e-07,-2.27383e-10
-1.43709e-05,1.43695e-05,2.84446e-12,-7.07848e-05,7.07909e-05,-3.5363e-11,-7.18405e-05,7.18465e-05,-3.501e-11,0.00010557,-0.000105558,-3.53022e-11,2.12573e-07,-2.12963e-07,-2.34342e-10
-1.46482e-05,1.46468e-05,2.65192e-12,-6.52946e-05,6.53012e-05,-3.65703e-11,-6.63796e-05,6.63861e-05,-3.62364e-11,0.000108495,-0.000108484,-3.33973e-11,2.18466e-07,-2.18867e-07,-2.4083e-10
-1.48961e-05,1.48949e-05,2.45423e-12,-5.96738e-05,5.96809e-05,-3.77098e-11,-6.07858e-05,6.07929e-05,-3.7398e-11,0.000111205,-0.000111193,-3.11871e-11,2.23923e-07,-2.24334e-07,-2.46837e-10
-1.51143e-05,1.51131e-05,2.25174e-12,-5.39336e-05,5.39413e-05,-3.87842e-11,-5.50705e-05,5.50781e-05,-3.84922e-11,0.000113691,-0.00011368,-2.91971e-11,2.28931e-07,-2.29353e-07,-2.5235e-10
-1.53023e-05,1.53011e-05,2.04483e-12,-4.80855e-05,4.80938e-05,-3.97897e-11,-4.9245e-05,4.92532e-05,-3.95165e-11,0.00011595,-0.00011594,-2.73181e-11,2.33481e-07,-2.33913e-07,-2.57359e-10
-1.54597e-05,1.54586e-05,1.83388e-12,-4.21413e-05,4.215e-05,-4.07202e-11,-4.33211e-05,4.33297e-05,-4.04681e-11,0.000117977,-0.000117967,-2.52092e-11,2.37565e-07,-2.38005e-07,-2.61854e-10
-1.55861e-05,1.55851e-05,1.61931e-12,-3.61128e-05,3.6122e-05,-4.15745e-11,-3.73105e-05,3.73196e-05,-4.13446e-11,0.000119768,-0.000119759,-2.29952e-11,2.41173e-07,-2.4162e-07,-2.65823e-10
-1.56814e-05,1.56804e-05,1.40152e-12,-3.00121e-05,3.00218e-05,-4.23509e-11,-3.12253e-05,3.12349e-05,-4.2143e-11,0.00012132,-0.00012131,-2.07929e-11,2.44298e-07,-2.44753e-07,-2.69262e-10
-1.57453e-05,1.57443e-05,1.18093e-12,-2.38513e-05,2.38615e-05,-4.30484e-11,-2.50776e-05,2.50877e-05,-4.2862e-11,0.000122629,-0.00012262,-1.86394e-11,2.46936e-07,-2.47397e-07,-2.72162e-10
-1.57777e-05,1.57768e-05,9.57972e-13,-1.76429e-05,1.76534e-05,-4.36608e-11,-1.88798e-05,1.88903e-05,-4.34995e-11,0.000123693,-0.000123684,-1.61231e-11,2.49079e-07,-2.49545e-07,-2.74517e-10
-1.57786e-05,1.57777e-05,7.33081e-13,-1.13991e-05,1.14101e-05,-4.41924e-11,-1.26442e-05,1.26551e-05,-4.40532e-11,0.000124509,-0.000124501,-1.39235e-11,2.50724e-07,-2.51194e-07,-2.76324e-10
-1.57479e-05,1.57471e-05,5.06719e-13,-5.1326e-06,5.14394e-06,-4.46345e-11,-6.38337e-06,6.39463e-06,-4.45204e-11,0.000125077,-0.000125069,-1.14058e-11,2.51868e-07,-2.52341e-07,-2.77578e-10
-1.56857e-05,1.5685e-05,2.79329e-13,1.1442e-06,-1.1325e-06,-4.49898e-11,-1.0974e-07,1.21368e-07,-4.49004e-11,0.000125394,-0.000125387,-8.93485e-12,2.52508e-07,-2.52984e-07,-2.78276e-10
-1.55922e-05,1.55915e-05,5.13781e-14,7.41872e-06,-7.40668e-06,-4.52555e-11,6.16411e-06,-6.15214e-06,-4.51912e-11,0.00012546,-0.000125453,-6.42686e-12,2.52643e-07,-2.5312e-07,-2.78418e-10
1.45571e-05,-1.45522e-05,-2.18657e-13,0.00233639,-0.00233595,-9.66553e-10,0.00201406,-0.00201368,-4.95568e-11,0.0322328,-0.0322271,-9.16996e-08,6.47446e-05,-6.4858e-05,-7.13423e-08
2.29764e-05,-2.29701e-05,2.14672e-13,0.00194999,-0.00194963,7.87746e-10,0.001904,-0.00190365,-5.4872e-12,0.00459941,-0.00459854,7.93233e-08,9.40275e-06,-9.41943e-06,-1.03581e-08
3.09204e-05,-3.09127e-05,7.48316e-13,0.00179132,-0.001791,1.92822e-10,0.00179893,-0.00179861,3.0647e-11,-0.000760928,0.000760715,1.62175e-08,-1.50458e-06,1.507e-06,1.66079e-09
3.84112e-05,-3.84023e-05,1.36038e-12,0.00168111,-0.00168082,9.48668e-11,0.00169868,-0.00169837,6.00101e-11,-0.00175611,0.00175569,3.48568e-09,-3.5312e-06,3.53716e-06,3.89346e-09
4.54701e-05,-4.546e-05,2.0294e-12,0.00158423,-0.00158396,9.20207e-11,0.00160304,-0.00160276,8.34114e-11,-0.00188117,0.00188074,8.60933e-10,-3.78754e-06,3.79398e-06,4.17549e-09
5.21175e-05,-5.21063e-05,2.73651e-12,0.0014935,-0.00149325,1.04067e-10,0.00151185,-0.0015116,1.01565e-10,-0.00183509,0.00183464,2.50179e-10,-3.69563e-06,3.70186e-06,4.07374e-09
2.83413e-05,-2.83342e-05,3.57403e-12,-0.000915904,0.000915748,1.0426e-09,-0.000577176,0.000577077,1.23975e-10,-0.0338728,0.0338671,9.18624e-08,-6.80473e-05,6.81672e-05,7.49832e-08
2.59434e-05,-2.59367e-05,4.07404e-12,-0.000606325,0.000606218,-6.7229e-10,-0.000544648,0.000544553,1.16379e-10,-0.00616777,0.00616656,-7.8867e-08,-1.25614e-05,1.25835e-05,1.38413e-08
2.36854e-05,-2.36791e-05,4.53689e-12,-0.000521005,0.000520913,-4.94387e-11,-0.000513632,0.000513541,1.08808e-10,-0.00073736,0.000737194,-1.58247e-08,-1.51295e-06,1.51559e-06,1.66661e-09
2.15606e-05,-2.15547e-05,4.96332e-12,-0.000480815,0.00048073,6.91125e-11,-0.00048407,0.000483984,1.01303e-10,0.000325455,-0.000325421,-3.21909e-09,6.49881e-07,-6.5106e-07,-7.16689e-10
1.95628e-05,-1.95572e-05,5.3543e-12,-0.000450748,0.000450667,8.69346e-11,-0.000455905,0.000455823,9.39092e-11,0.000515675,-0.000515601,-6.97466e-10,1.03745e-06,-1.03931e-06,-1.14375e-09
1.76856e-05,-1.76804e-05,5.71089e-12,-0.000423758,0.000423681,8.47259e-11,-0.000429081,0.000429003,8.66628e-11,0.000532262,-0.000532182,-1.93687e-10,1.07175e-06,-1.07366e-06,-1.18154e-09
1.59232e-05,-1.59184e-05,6.03423e-12,-0.000398395,0.000398322,7.86564e-11,-0.000403545,0.000403471,7.95926e-11,0.000514976,-0.0005149,-9.36184e-11,1.03711e-06,-1.03897e-06,-1.14337e-09
1.427e-05,-1.42655e-05,6.32554e-12,-0.000374328,0.000374258,7.19985e-11,-0.000379245,0.000379175,7.27225e-11,0.00049175,-0.000491672,-7.24025e-11,9.90374e-07,-9.92135e-07,-1.09185e-09
1.27205e-05,-1.27163e-05,6.58608e-12,-0.000351449,0.000351383,6.54007e-11,-0.00035613,0.000356064,6.60719e-11,0.000468133,-0.000468063,-6.71201e-11,9.42819e-07,-9.44503e-07,-1.03943e-09
1.12695e-05,-1.12656e-05,6.81713e-12,-0.0003297,0.000329638,5.90002e-11,-0.000334153,0.000334089,5.96542e-11,0.000445224,-0.000445155,-6.54068e-11,8.96682e-07,-8.98279e-07,-9.88578e-10
9.91207e-06,-9.90838e-06,7.02004e-12,-0.000309033,0.000308973,5.28618e-11,-0.000313265,0.000313205,5.34833e-11,0.000423206,-0.00042314,-6.21467e-11,8.52338e-07,-8.53855e-07,-9.39693e-10
8.6434e-06,-8.63996e-06,7.19617e-12,-0.000289401,0.000289344,4.69903e-11,-0.000293422,0.000293365,4.75693e-11,0.000402094,-0.000402028,-5.79017e-11,8.09821e-07,-8.11255e-07,-8.92815e-10
7.45893e-06,-7.45573e-06,7.34687e-12,-0.00027076,0.000270707,4.13645e-11,-0.000274579,0.000274525,4.1918e-11,0.000381861,-0.000381801,-5.5346e-11,7.69072e-07,-7.7044e-07,-8.47894e-10
6.3543e-06,-6.35133e-06,7.47346e-12,-0.00025307,0.000253019,3.5987e-11,-0.000256695,0.000256643,3.65298e-11,0.000362484,-0.000362424,-5.42788e-11,7.30048e-07,-7.31339e-07,-8.04878e-10
5.32533e-06,-5.32258e-06,7.57728e-12,-0.000236288,0.00023624,3.09041e-11,-0.000239727,0.000239679,3.14087e-11,0.000343933,-0.000343876,-5.04641e-11,6.92686e-07,-6.93912e-07,-7.63684e-10
4.36803e-06,-4.36548e-06,7.65964e-12,-0.000220377,0.000220331,2.60842e-11,-0.000223638,0.000223592,2.65532e-11,0.000326178,-0.000326125,-4.69025e-11,6.56928e-07,-6.58092e-07,-7.2426e-10
3.47858e-06,-3.47623e-06,7.72182e-12,-0.000205297,0.000205254,2.15138e-11,-0.000208389,0.000208345,2.19602e-11,0.000309191,-0.00030914,-4.46403e-11,6.22716e-07,-6.23819e-07,-6.86544e-10
2.65333e-06,-2.65115e-06,7.76507e-12,-0.000191013,0.000190973,1.72192e-11,-0.000193943,0.000193902,1.76276e-11,0.000292944,-0.000292896,-4.08451e-11,5.89996e-07,-5.91041e-07,-6.50466e-10
1.88879e-06,-1.88679e-06,7.79061e-12,-0.00017749,0.000177452,1.31768e-11,-0.000180265,0.000180226,1.35502e-11,0.000277411,-0.000277364,-3.73466e-11,5.58714e-07,-5.59699e-07,-6.15973e-10
1.18164e-06,-1.1798e-06,7.79962e-12,-0.000164694,0.000164658,9.37126e-12,-0.00016732,0.000167283,9.72241e-12,0.000262566,-0.000262521,-3.5115e-11,5.28815e-07,-5.29748e-07,-5.83011e-10
5.28691e-07,-5.27003e-07,7.79324e-12,-0.000152592,0.000152558,5.81618e-12,-0.000155076,0.000155042,6.13787e-12,0.000248383,-0.000248342,-3.21685e-11,5.00251e-07,-5.01137e-07,-5.51518e-10
-7.30755e-08,7.46194e-08,7.7726e-12,-0.000141154,0.000141121,2.49045e-12,-0.000143502,0.000143469,2.79036e-12,0.000234838,-0.000234798,-2.99909e-11,4.72972e-07,-4.73807e-07,-5.21442e-10
-6.26555e-07,6.27963e-07,7.73873e-12,-0.000130348,0.000130317,-5.91279e-13,-0.000132567,0.000132536,-3.29208e-13,0.000221908,-0.00022187,-2.6207e-11,4.46931e-07,-4.47719e-07,-4.92726e-10
-1.28939e-06,1.29064e-06,7.73862e-12,-0.000132127,0.000132096,4.83113e-12,-0.000132567,0.000132536,-1.57802e-13,4.3937e-05,-4.39289e-05,4.98893e-10,8.9387e-08,-8.95452e-08,-9.85327e-11
-1.95222e-06,1.95332e-06,7.73937e-12,-0.000132479,0.000132448,1.04481e-12,-0.000132567,0.000132536,1.3605e-14,8.78811e-06,-8.78615e-06,1.0312e-10,1.78788e-08,-1.79098e-08,-1.96945e-11
-2.61505e-06,2.616e-06,7.74098e-12,-0.000132549,0.000132518,4.20572e-13,-0.000132567,0.000132536,1.85012e-13,1.75868e-06,-1.75796e-06,2.3556e-11,3.57795e-09,-3.58341e-09,-3.9293e-12
-3.27015e-06,3.27093e-06,7.69701e-12,-0.000131965,0.000131933,-3.39387e-12,-0.000132051,0.000132019,-2.73919e-12,8.62508e-06,-8.63233e-06,-6.54676e-11,1.73332e-08,-1.73823e-08,-1.92841e-11
-3.91871e-06,3.91933e-06,7.63849e-12,-0.000131129,0.000131097,-6.37346e-12,-0.000131271,0.000131239,-5.65885e-12,1.42134e-05,-1.42231e-05,-7.14613e-11,2.85927e-08,-2.86691e-08,-3.17311e-11
-4.55943e-06,4.55988e-06,7.56552e-12,-0.000130033,0.000130001,-9.29469e-12,-0.000130229,0.000130196,-8.5688e-12,1.95321e-05,-1.95398e-05,-7.25889e-11,3.93047e-08,-3.93975e-08,-4.35421e-11
-5.19103e-06,5.19132e-06,7.47822e-12,-0.000128678,0.000128646,-1.21956e-11,-0.000128926,0.000128893,-1.14638e-11,2.47628e-05,-2.47686e-05,-7.31801e-11,4.98385e-08,-4.99476e-08,-5.51523e-11
-5.81224e-06,5.81237e-06,7.37675e-12,-0.000127066,0.000127033,-1.50647e-11,-0.000127365,0.000127332,-1.43388e-11,2.9934e-05,-2.99396e-05,-7.25953e-11,6.02522e-08,-6.03814e-08,-6.66258e-11
-6.42184e-06,6.42179e-06,7.26128e-12,-0.000125199,0.000125166,-1.79037e-11,-0.00012555,0.000125517,-1.71886e-11,3.50447e-05,-3.50486e-05,-7.1512e-11,7.0544e-08,-7.06896e-08,-7.79625e-11
-7.01859e-06,7.01838e-06,7.13201e-12,-0.000123082,0.000123049,-2.07215e-11,-0.000123483,0.00012345,-2.00083e-11,4.0083e-05,-4.00862e-05,-7.13293e-11,8.06904e-08,-8.08541e-08,-8.91429e-11
-7.6013e-06,7.60092e-06,6.98917e-12,-0.000120719,0.000120686,-2.34915e-11,-0.00012117,0.000121136,-2.27923e-11,4.50428e-05,-4.50445e-05,-6.99211e-11,9.06784e-08,-9.08585e-08,-1.00144e-10
-8.16881e-06,8.16827e-06,6.83302e-12,-0.000118115,0.000118082,-2.6221e-11,-0.000118614,0.000118581,-2.55363e-11,4.99121e-05,-4.99118e-05,-6.84764e-11,1.00485e-07,-1.00679e-07,-1.10944e-10
-8.71998e-06,8.71928e-06,6.66384e-12,-0.000115274,0.000115241,-2.89176e-11,-0.000115821,0.000115788,-2.82344e-11,5.46804e-05,-5.46798e-05,-6.83268e-11,1.10087e-07,-1.103e-07,-1.21526e-10
-9.25371e-06,9.25285e-06,6.48193e-12,-0.000112203,0.00011217,-3.15525e-11,-0.000112796,0.000112763,-3.08818e-11,5.93402e-05,-5.93387e-05,-6.70636e-11,1.19471e-07,-1.197e-07,-1.31863e-10
-9.76894e-06,9.76791e-06,6.2876e-12,-0.000108907,0.000108874,-3.41228e-11,-0.000109546,0.000109513,-3.3474e-11,6.38824e-05,-6.38786e-05,-6.48721e-11,1.28619e-07,-1.28861e-07,-1.41934e-10
-1.02646e-05,1.02634e-05,6.08123e-12,-0.000105393,0.000105361,-3.66376e-11,-0.000106076,0.000106044,-3.60058e-11,6.82956e-05,-6.82905e-05,-6.31726e-11,1.37507e-07,-1.37763e-07,-1.51722e-10
-1.07398e-05,1.07384e-05,5.86317e-12,-0.000101669,0.000101637,-3.90928e-11,-0.000102395,0.000102363,-3.84726e-11,7.25723e-05,-7.25662e-05,-6.20256e-11,1.46119e-07,-1.4639e-07,-1.6121e-10
-1.11935e-05,1.1192e-05,5.63382e-12,-9.77413e-05,9.77098e-05,-4.14727e-11,-9.85084e-05,9.84768e-05,-4.08694e-11,7.67044e-05,-7.66959e-05,-6.03315e-11,1.54441e-07,-1.54723e-07,-1.70374e-10
-1.16248e-05,1.16231e-05,5.39361e-12,-9.36182e-05,9.35872e-05,-4.37718e-11,-9.4425e-05,9.43939e-05,-4.31917e-11,8.0683e-05,-8.06731e-05,-5.80076e-11,1.62454e-07,-1.62749e-07,-1.79195e-10
-1.20328e-05,1.2031e-05,5.14297e-12,-8.93078e-05,8.92773e-05,-4.60001e-11,-9.01528e-05,9.01222e-05,-4.54349e-11,8.4499e-05,-8.44885e-05,-5.65233e-11,1.70139e-07,-1.70447e-07,-1.8766e-10
-1.24168e-05,1.24148e-05,4.88237e-12,-8.48188e-05,8.47889e-05,-4.81327e-11,-8.57003e-05,8.56703e-05,-4.75944e-11,8.81474e-05,-8.81361e-05,-5.38347e-11,1.77487e-07,-1.77808e-07,-1.95747e-10
-1.27759e-05,1.27738e-05,4.6123e-12,-8.01602e-05,8.0131e-05,-5.01867e-11,-8.10764e-05,8.1047e-05,-4.96657e-11,9.16187e-05,-9.16067e-05,-5.20941e-11,1.84478e-07,-1.84811e-07,-2.03446e-10
-1.31095e-05,1.31073e-05,4.33325e-12,-7.53413e-05,7.53128e-05,-5.21405e-11,-7.62903e-05,7.62617e-05,-5.16452e-11,9.49071e-05,-9.48933e-05,-4.95318e-11,1.91101e-07,-1.91443e-07,-2.10735e-10
-1.34169e-05,1.34145e-05,4.04575e-12,-7.03716e-05,7.03439e-05,-5.39993e-11,-7.13517e-05,7.13238e-05,-5.35281e-11,9.80062e-05,-9.79905e-05,-4.71216e-11,1.97343e-07,-1.97693e-07,-2.17605e-10
-1.36974e-05,1.36949e-05,3.75033e-12,-6.52613e-05,6.52344e-05,-5.57569e-11,-6.62703e-05,6.62433e-05,-5.5311e-11,0.000100908,-0.000100892,-4.45883e-11,2.03188e-07,-2.03549e-07,-2.24039e-10
-1.39506e-05,1.3948e-05,3.44757e-12,-6.00204e-05,5.99944e-05,-5.74109e-11,-6.10564e-05,6.10303e-05,-5.69896e-11,0.000103609,-0.000103592,-4.21325e-11,2.08627e-07,-2.08996e-07,-2.30024e-10
-1.41758e-05,1.41731e-05,3.13803e-12,-5.46594e-05,5.46344e-05,-5.8956e-11,-5.57204e-05,5.56952e-05,-5.85599e-11,0.000106102,-0.000106084,-3.9612e-11,2.13649e-07,-2.14027e-07,-2.3555e-10
-1.43727e-05,1.43699e-05,2.82232e-12,-4.91892e-05,4.91651e-05,-6.03823e-11,-5.0273e-05,5.02488e-05,-6.00191e-11,0.000108384,-0.000108364,-3.63283e-11,2.18246e-07,-2.18628e-07,-2.40604e-10
-1.45408e-05,1.45379e-05,2.50102e-12,-4.36205e-05,4.35975e-05,-6.16975e-11,-4.4725e-05,4.47018e-05,-6.13634e-11,0.000110449,-0.000110428,-3.34134e-11,2.22405e-07,-2.22793e-07,-2.45177e-10
-1.46799e-05,1.46769e-05,2.17478e-12,-3.79647e-05,3.79428e-05,-6.28921e-11,-3.90876e-05,3.90655e-05,-6.25895e-11,0.000112293,-0.000112271,-3.02598e-11,2.26119e-07,-2.26512e-07,-2.49259e-10
-1.47896e-05,1.47865e-05,1.84422e-12,-3.22329e-05,3.22121e-05,-6.39677e-11,-3.3372e-05,3.3351e-05,-6.36951e-11,0.000113912,-0.000113889,-2.72602e-11,2.2938e-07,-2.29778e-07,-2.52844e-10
-1.48697e-05,1.48665e-05,1.50999e-12,-2.64366e-05,2.6417e-05,-6.49189e-11,-2.75896e-05,2.75698e-05,-6.46768e-11,0.000115303,-0.00011528,-2.42084e-11,2.32183e-07,-2.32585e-07,-2.55922e-10
-1.49201e-05,1.49168e-05,1.17275e-12,-2.05875e-05,2.05691e-05,-6.57416e-11,-2.17521e-05,2.17335e-05,-6.55317e-11,0.000116463,-0.000116439,-2.09818e-11,2.34521e-07,-2.34926e-07,-2.58488e-10
-1.49407e-05,1.49373e-05,8.33167e-13,-1.46971e-05,1.468e-05,-6.64368e-11,-1.58711e-05,1.58537e-05,-6.62579e-11,0.000117391,-0.000117366,-1.78889e-11,2.3639e-07,-2.36798e-07,-2.60538e-10
-1.49313e-05,1.49279e-05,4.91915e-13,-8.77743e-06,8.76159e-06,-6.69985e-11,-9.95827e-06,9.94217e-06,-6.68533e-11,0.000118084,-0.000118059,-1.45188e-11,2.37787e-07,-2.38195e-07,-2.62066e-10
-1.48921e-05,1.48886e-05,1.49672e-13,-2.84017e-06,2.82564e-06,-6.74285e-11,-4.02558e-06,4.01078e-06,-6.73163e-11,0.000118541,-0.000118515,-1.12204e-11,2.38708e-07,-2.39117e-07,-2.63071e-10
-1.48231e-05,1.48196e-05,-1.92865e-13,3.10277e-06,-3.11596e-06,-6.77231e-11,1.91517e-06,-1.92863e-06,-6.76446e-11,0.00011876,-0.000118734,-7.84883e-12,2.39152e-07,-2.3956e-07,-2.63549e-10
-1.47245e-05,1.47209e-05,-5.35014e-13,9.03951e-06,-9.05133e-06,-6.78825e-11,7.85209e-06,-7.86418e-06,-6.78376e-11,0.000118743,-0.000118715,-4.49296e-12,2.39117e-07,-2.39524e-07,-2.63499e-10
-1.45964e-05,1.45928e-05,-8.76077e-13,1.49582e-05,-1.49686e-05,-6.79051e-11,1.37733e-05,-1.3784e-05,-6.78939e-11,0.000118487,-0.00011846,-1.12665e-12,2.38604e-07,-2.39009e-07,-2.62923e-10
-1.44392e-05,1.44355e-05,-1.21537e-12,2.08469e-05,-2.08559e-05,-6.7789e-11,1.9667e-05,-1.96763e-05,-6.78131e-11,0.000117995,-0.000117967,2.4134e-12,2.37615e-07,-2.38016e-07,-2.61821e-10
1.57543e-05,-1.57545e-05,-1.37763e-12,0.00234807,-0.00234781,-9.68287e-10,0.00202601,-0.00202578,-5.47164e-11,0.0322064,-0.0322028,-9.1357e-08,6.46914e-05,-6.48091e-05,-7.12833e-08
2.42126e-05,-2.42118e-05,-9.99999e-13,0.00196028,-0.00196006,7.83839e-10,0.00191456,-0.00191434,-1.00693e-11,0.00457198,-0.00457125,7.93908e-08,9.34751e-06,-9.36439e-06,-1.0297e-08
3.219e-05,-3.21883e-05,-5.15305e-13,0.00180033,-0.00180012,1.8901e-10,0.0018082,-0.00180799,2.67698e-11,-0.000787163,0.000787161,1.62241e-08,-1.5574e-06,1.56037e-06,1.71912e-09
3.9709e-05,-3.97063e-05,5.22182e-14,0.00168893,-0.00168873,9.17698e-11,0.00170673,-0.00170653,5.68013e-11,-0.00178071,0.00178056,3.49685e-09,-3.58073e-06,3.58737e-06,3.9482e-09
4.67913e-05,-4.67877e-05,6.80582e-13,0.00159093,-0.00159074,8.95649e-11,0.00160997,-0.00160978,8.08438e-11,-0.00190416,0.00190402,8.72117e-10,-3.83382e-06,3.84098e-06,4.22665e-09
5.34575e-05,-5.34531e-05,1.3517e-12,0.00149916,-0.00149898,1.02362e-10,0.00151773,-0.00151754,9.96976e-11,-0.00185651,0.00185638,2.6642e-10,-3.73877e-06,3.74575e-06,4.12146e-09
2.96967e-05,-2.96951e-05,1.94483e-12,-0.000911156,0.000911046,1.02166e-09,-0.000572236,0.000572165,1.05591e-10,-0.033892,0.0338881,9.16071e-08,-6.8086e-05,6.82096e-05,7.50254e-08
2.73096e-05,-2.73084e-05,2.39456e-12,-0.000602488,0.000602413,-6.88842e-10,-0.000540625,0.000540558,9.99932e-11,-0.0061863,0.00618542,-7.88835e-08,-1.25987e-05,1.26216e-05,1.38824e-08
2.5059e-05,-2.5058e-05,2.81435e-12,-0.000518008,0.000517945,-6.3721e-11,-0.000510461,0.000510399,9.42963e-11,-0.000754702,0.000754599,-1.58017e-08,-1.54787e-06,1.55072e-06,1.70522e-09
2.29382e-05,-2.29375e-05,3.20465e-12,-0.000478596,0.000478539,5.66533e-11,-0.00048169,0.000481632,8.85597e-11,0.000309343,-0.000309297,-3.19064e-09,6.1743e-07,-6.18522e-07,-6.80799e-10
2.09413e-05,-2.09408e-05,3.56583e-12,-0.000449249,0.000449196,7.61406e-11,-0.000454257,0.000454203,8.28208e-11,0.000500745,-0.000500671,-6.6802e-10,1.00738e-06,-1.00918e-06,-1.11049e-09
1.90622e-05,-1.90619e-05,3.89858e-12,-0.000422925,0.000422876,7.54626e-11,-0.00042811,0.00042806,7.71228e-11,0.000518448,-0.000518373,-1.66023e-10,1.04393e-06,-1.0458e-06,-1.15076e-09
1.72953e-05,-1.72952e-05,4.20364e-12,-0.000398176,0.000398131,7.085e-11,-0.000403198,0.000403152,7.14998e-11,0.000502224,-0.000502148,-6.49831e-11,1.01143e-06,-1.01324e-06,-1.11494e-09
1.56352e-05,-1.56353e-05,4.48178e-12,-0.000374673,0.000374632,6.55032e-11,-0.000379473,0.000379431,6.59769e-11,0.000479995,-0.000479926,-4.73754e-11,9.66698e-07,-9.6843e-07,-1.06565e-09
1.40766e-05,-1.40769e-05,4.73392e-12,-0.000352314,0.000352276,6.01437e-11,-0.000356887,0.000356848,6.05802e-11,0.000457327,-0.000457262,-4.36531e-11,9.21053e-07,-9.22704e-07,-1.01534e-09
1.26146e-05,-1.2615e-05,4.96103e-12,-0.000331042,0.000331006,5.49159e-11,-0.000335395,0.000335358,5.53313e-11,0.000435305,-0.000435244,-4.15445e-11,8.76702e-07,-8.78277e-07,-9.66459e-10
1.12443e-05,-1.12448e-05,5.16409e-12,-0.000310809,0.000310777,4.98123e-11,-0.00031495,0.000314917,5.02438e-11,0.000414123,-0.000414063,-4.31557e-11,8.34043e-07,-8.35538e-07,-9.19449e-10
9.96111e-06,-9.96177e-06,5.34414e-12,-0.000291574,0.000291544,4.49228e-11,-0.000295512,0.000295481,4.53331e-11,0.000393799,-0.000393745,-4.10312e-11,7.93112e-07,-7.94538e-07,-8.7433e-10
8.76067e-06,-8.76145e-06,5.5022e-12,-0.000273294,0.000273267,4.02029e-11,-0.000277037,0.00027701,4.0606e-11,0.00037431,-0.000374261,-4.03122e-11,7.53862e-07,-7.55223e-07,-8.31069e-10
7.63874e-06,-7.63962e-06,5.63931e-12,-0.000255931,0.000255906,3.56804e-11,-0.000259487,0.000259461,3.6071e-11,0.000355632,-0.000355586,-3.90674e-11,7.16245e-07,-7.1754e-07,-7.89605e-10
6.59129e-06,-6.59226e-06,5.75657e-12,-0.000239444,0.000239421,3.13783e-11,-0.000242821,0.000242798,3.1735e-11,0.00033774,-0.000337693,-3.56692e-11,6.80211e-07,-6.81433e-07,-7.49875e-10
5.61445e-06,-5.61551e-06,5.85501e-12,-0.000223797,0.000223777,2.72419e-11,-0.000227003,0.000226982,2.75997e-11,0.000320599,-0.000320556,-3.57763e-11,6.4569e-07,-6.46854e-07,-7.11829e-10
4.70453e-06,-4.70566e-06,5.93564e-12,-0.000208955,0.000208936,2.3341e-11,-0.000211997,0.000211978,2.36655e-11,0.000304192,-0.00030415,-3.24585e-11,6.12647e-07,-6.13749e-07,-6.75396e-10
