q_x,q_y,q_z,dq_x,dq_y,dq_z,omega_x,omega_y,omega_z,domega_x,domega_y,domega_z,w_hat_x,w_hat_y,w_hat_z
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.0162738,0.0162738,-1.67636e-12,-1.25896,1.25896,4.9651e-07,-1.08493,1.08493,-1.11759e-10,-17.403,17.4031,4.96622e-05,-0.0349561,0.0350241,3.85192e-05
-0.0218728,0.0218724,1.72851e-07,-1.13282,1.13279,1.30276e-05,-1.09659,1.09656,1.15686e-05,-3.62343,3.62296,0.000145899,-0.00736679,0.00738025,8.87054e-06
-0.027463,0.0274621,3.91443e-07,-1.11221,1.11216,2.4441e-05,-1.10381,1.10376,2.24163e-05,-0.840125,0.839659,0.000202461,-0.00170621,0.00170855,2.7379e-06
-0.0330207,0.0330193,6.5112e-07,-1.10865,1.10857,3.45279e-05,-1.10653,1.10646,3.25107e-05,-0.211402,0.210953,0.000201721,-0.00042899,0.000428855,1.30363e-06
-0.0385223,0.0385202,9.46532e-07,-1.10482,1.10473,4.36557e-05,-1.1047,1.10461,4.1773e-05,-0.0126844,0.0122689,0.000188263,-2.65986e-05,2.57492e-05,8.01898e-07
-0.043944,0.0439411,1.27127e-06,-1.09724,1.09713,5.17832e-05,-1.09825,1.09814,5.00804e-05,0.100786,-0.101167,0.000170285,0.000202343,-0.000203565,4.76997e-07
-0.0492619,0.0492582,1.62111e-06,-1.08518,1.08506,5.89932e-05,-1.08716,1.08704,5.74726e-05,0.19776,-0.198089,0.000152055,0.000397712,-0.000399202,1.88651e-07
-0.0544523,0.0544478,1.98987e-06,-1.0685,1.06836,6.51774e-05,-1.07141,1.07128,6.38548e-05,0.291713,-0.291996,0.000132256,0.000586927,-0.000588685,-9.91422e-08
-0.0594918,0.0594865,2.3719e-06,-1.04715,1.047,7.02939e-05,-1.051,1.05086,6.918e-05,0.385096,-0.385326,0.000111389,0.00077498,-0.000776991,-3.9005e-07
-0.0643573,0.064351,2.76254e-06,-1.02117,1.02101,7.43722e-05,-1.02595,1.02579,7.34662e-05,0.4781,-0.478265,9.05952e-05,0.000962272,-0.000964507,-6.79996e-07
-0.069026,0.0690189,3.15615e-06,-0.990581,0.990418,7.73525e-05,-0.996285,0.996124,7.66625e-05,0.570424,-0.570531,6.9001e-05,0.00114819,-0.00115067,-9.71748e-07
-0.0734759,0.073468,3.54825e-06,-0.955452,0.95529,7.92651e-05,-0.96207,0.961907,7.87893e-05,0.661717,-0.661749,4.7586e-05,0.00133204,-0.00133471,-1.26065e-06
-0.0776856,0.0776769,3.93431e-06,-0.915866,0.915707,8.01039e-05,-0.923382,0.923222,7.98425e-05,0.751537,-0.751502,2.61323e-05,0.00151293,-0.00151581,-1.54655e-06
-0.0816346,0.0816252,4.30992e-06,-0.871931,0.871777,7.98982e-05,-0.880325,0.88017,7.98474e-05,0.839388,-0.839304,5.07944e-06,0.00168985,-0.00169297,-1.8266e-06
-0.0853033,0.0852932,4.67221e-06,-0.823778,0.823633,7.87297e-05,-0.833026,0.83288,7.8877e-05,0.924833,-0.924676,-1.47268e-05,0.00186193,-0.00186522,-2.09644e-06
-0.0886731,0.0886624,5.01794e-06,-0.771562,0.77143,7.66218e-05,-0.781636,0.781502,7.696e-05,1.00738,-1.00714,-3.38138e-05,0.00202818,-0.00203162,-2.35703e-06
-0.0917268,0.0917156,5.3439e-06,-0.715468,0.715351,7.36307e-05,-0.726332,0.726213,7.41498e-05,1.08649,-1.08621,-5.1913e-05,0.0021875,-0.00219116,-2.6061e-06
-0.0944484,0.0944369,5.64851e-06,-0.655698,0.6556,6.98659e-05,-0.667316,0.667214,7.05477e-05,1.16172,-1.16138,-6.81836e-05,0.00233901,-0.00234284,-2.83931e-06
-0.0968232,0.0968114,5.92986e-06,-0.592485,0.592408,6.53834e-05,-0.604811,0.60473,6.62146e-05,1.23256,-1.23217,-8.31248e-05,0.0024817,-0.00248569,-3.05747e-06
-0.0988382,0.0988263,6.18718e-06,-0.526083,0.526029,6.0306e-05,-0.539068,0.53901,6.12654e-05,1.29852,-1.29808,-9.59455e-05,0.00261456,-0.0026187,-3.25633e-06
-0.100482,0.10047,6.42024e-06,-0.456766,0.456736,5.47939e-05,-0.470358,0.470323,5.58529e-05,1.3592,-1.35873,-0.000105902,0.00273678,-0.00274109,-3.43201e-06
-0.101744,0.101732,6.62913e-06,-0.384834,0.38483,4.89395e-05,-0.398975,0.398966,5.00765e-05,1.41408,-1.41357,-0.000113699,0.00284731,-0.00285177,-3.58611e-06
-0.102617,0.102606,6.81371e-06,-0.310602,0.310625,4.27866e-05,-0.32523,0.325248,4.39889e-05,1.46283,-1.4623,-0.000120227,0.00294552,-0.00295011,-3.72143e-06
-0.103094,0.103083,6.97575e-06,-0.234403,0.234455,3.65338e-05,-0.249454,0.2495,3.77699e-05,1.50506,-1.50451,-0.00012361,0.00303061,-0.00303531,-3.82967e-06
-0.10317,0.10316,7.11697e-06,-0.156588,0.156667,3.03434e-05,-0.171992,0.172066,3.15813e-05,1.54046,-1.53991,-0.000123781,0.00310193,-0.00310678,-3.90979e-06
-0.102844,0.102834,7.23885e-06,-0.0775173,0.0776242,2.42768e-05,-0.0932048,0.0933062,2.54979e-05,1.56875,-1.5682,-0.000122115,0.00315893,-0.00316389,-3.96661e-06
-0.102113,0.102104,7.34344e-06,0.00243707,-0.00230324,1.84479e-05,-0.01346,0.0135884,1.96309e-05,1.58971,-1.58916,-0.000118304,0.00320116,-0.00320623,-3.99844e-06
-0.100979,0.100971,7.43445e-06,0.0828909,-0.0827318,1.30827e-05,0.0668601,-0.0667061,1.41897e-05,1.60309,-1.60257,-0.000110704,0.00322814,-0.00323331,-3.9982e-06
-0.0994444,0.099438,7.51321e-06,0.163464,-0.16328,8.09729e-06,0.147375,-0.147197,9.12833e-06,1.60887,-1.60837,-0.000103104,0.00323983,-0.00324505,-3.98081e-06
-0.0975142,0.097509,7.58553e-06,0.243766,-0.243562,3.92288e-06,0.227697,-0.227497,4.81816e-06,1.60692,-1.60648,-8.95273e-05,0.00323593,-0.00324129,-3.92237e-06
-0.0951948,0.0951908,7.65238e-06,0.323407,-0.323183,3.3772e-07,0.307435,-0.307216,1.10962e-06,1.59717,-1.59677,-7.71895e-05,0.00321634,-0.00322174,-3.85121e-06
-0.0924944,0.0924918,7.71694e-06,0.402006,-0.401765,-2.57417e-06,0.386208,-0.385971,-1.93353e-06,1.57976,-1.5794,-6.40642e-05,0.00318132,-0.00318674,-3.75975e-06
-0.0894232,0.0894219,7.78492e-06,0.479179,-0.478925,-4.52744e-06,0.463632,-0.463381,-4.06e-06,1.55469,-1.55439,-4.67448e-05,0.00313086,-0.00313631,-3.63444e-06
-0.0859928,0.0859929,7.85773e-06,0.554557,-0.554291,-5.72965e-06,0.539336,-0.539073,-5.41953e-06,1.52212,-1.52187,-3.10121e-05,0.00306531,-0.00307075,-3.49853e-06
-0.0822167,0.0822182,7.94141e-06,0.627775,-0.627503,-5.85995e-06,0.612953,-0.612683,-5.74676e-06,1.48222,-1.48205,-1.13189e-05,0.00298499,-0.00299045,-3.33051e-06
-0.0781101,0.078113,8.03714e-06,0.698483,-0.698207,-5.20372e-06,0.684131,-0.683856,-5.26005e-06,1.43519,-1.43508,5.63337e-06,0.00289033,-0.00289572,-3.15731e-06
-0.0736895,0.0736936,8.14797e-06,0.766356,-0.766078,-3.75533e-06,0.752541,-0.752264,-3.97361e-06,1.38148,-1.38143,2.18282e-05,0.00278221,-0.00278752,-2.97223e-06
-0.0689729,0.0689783,8.28112e-06,0.831064,-0.830791,-1.12428e-06,0.817853,-0.817579,-1.55628e-06,1.32115,-1.32119,4.31998e-05,0.00266075,-0.00266601,-2.75184e-06
-0.0639798,0.0639864,8.43658e-06,0.892313,-0.892047,2.27217e-06,0.879766,-0.879498,1.6684e-06,1.25471,-1.25482,6.03766e-05,0.00252698,-0.00253212,-2.53433e-06
-0.058731,0.0587387,8.61679e-06,0.949824,-0.949566,6.37673e-06,0.937998,-0.937739,5.62197e-06,1.18251,-1.18266,7.5476e-05,0.00238161,-0.00238657,-2.3123e-06
-0.0532481,0.0532568,8.82583e-06,1.00334,-1.0031,1.13115e-05,0.992293,-0.992046,1.03952e-05,1.10507,-1.10528,9.16289e-05,0.00222568,-0.00223048,-2.07449e-06
-0.0475541,0.0475637,9.06634e-06,1.05265,-1.05242,1.70036e-05,1.04242,-1.04218,1.59326e-05,1.02282,-1.02311,0.000107092,0.00206009,-0.00206472,-1.82875e-06
-0.0416738,0.0416843,9.33452e-06,1.09743,-1.09722,2.28218e-05,1.08808,-1.08787,2.16857e-05,0.93504,-0.935335,0.00011361,0.00188334,-0.00188765,-1.60624e-06
-0.0356308,0.035642,9.63806e-06,1.13765,-1.13746,2.93905e-05,1.1292,-1.129,2.81303e-05,0.844751,-0.845099,0.000126022,0.00170153,-0.0017056,-1.35502e-06
-0.029451,0.0294627,9.97602e-06,1.17306,-1.17289,3.6326e-05,1.16556,-1.16538,3.49767e-05,0.750417,-0.750812,0.000134926,0.00151159,-0.00151539,-1.10872e-06
-0.0231606,0.0231728,1.0347e-05,1.20352,-1.20337,4.33607e-05,1.19699,-1.19683,4.19701e-05,0.652851,-0.653257,0.000139055,0.00131513,-0.00131857,-8.74366e-07
-0.016786,0.0167985,1.07529e-05,1.22893,-1.2288,5.06222e-05,1.2234,-1.22327,4.91874e-05,0.552941,-0.553384,0.000143477,0.00111395,-0.00111708,-6.33881e-07
-0.0103541,0.0103668,1.11899e-05,1.2492,-1.24909,5.76759e-05,1.24469,-1.24458,5.62563e-05,0.450997,-0.451445,0.000141964,0.000908673,-0.000911415,-4.12561e-07
-0.00389193,0.00390469,1.16601e-05,1.26426,-1.26418,6.47657e-05,1.26079,-1.2607,6.33455e-05,0.347493,-0.347956,0.000142016,0.00070025,-0.00070262,-1.8187e-07
0.00257339,-0.00256068,1.21585e-05,1.27407,-1.27401,7.14694e-05,1.27164,-1.27157,7.01024e-05,0.242931,-0.243383,0.000136692,0.000489697,-0.000491634,2.97005e-08
0.00901502,-0.00900243,1.26828e-05,1.27862,-1.27858,7.77219e-05,1.27724,-1.27719,7.64337e-05,0.138,-0.138414,0.000128826,0.000278398,-0.000279844,2.3171e-07
0.0154062,-0.0153939,1.32312e-05,1.27792,-1.2779,8.35686e-05,1.27759,-1.27757,8.23607e-05,0.0330267,-0.033445,0.000120792,6.70105e-05,-6.80536e-05,4.32876e-07
0.0217207,-0.0217087,1.37994e-05,1.27201,-1.27201,8.87984e-05,1.27273,-1.27272,8.77005e-05,-0.0714353,0.0710347,0.000109789,-0.000143349,0.000142753,6.2093e-07
0.0279329,-0.0279212,1.43825e-05,1.26096,-1.26097,9.32662e-05,1.26271,-1.26272,9.23076e-05,-0.174838,0.174471,9.58559e-05,-0.000351578,0.000351459,7.94753e-07
0.0340177,-0.0340065,1.49768e-05,1.24485,-1.24488,9.69804e-05,1.24762,-1.24765,9.6169e-05,-0.276575,0.276251,8.11405e-05,-0.000556454,0.000556827,9.61518e-07
0.0399512,-0.0399405,1.55771e-05,1.22381,-1.22385,9.98453e-05,1.22757,-1.22761,9.91967e-05,-0.376268,0.375971,6.48564e-05,-0.000757217,0.000758037,1.11731e-06
0.0457101,-0.0457,1.61779e-05,1.19797,-1.19803,0.000101769,1.20271,-1.20276,0.000101301,-0.473319,0.473066,4.68204e-05,-0.000952661,0.000953957,1.26008e-06
0.0512728,-0.0512631,1.67743e-05,1.16751,-1.16758,0.00010276,1.17319,-1.17325,0.000102477,-0.567178,0.566976,2.83669e-05,-0.00114168,0.00114346,1.39391e-06
0.0566184,-0.0566094,1.73607e-05,1.13262,-1.1327,0.000102744,1.1392,-1.13927,0.000102657,-0.657403,0.657224,8.73132e-06,-0.00132339,0.00132556,1.51483e-06
0.061728,-0.0617195,1.79314e-05,1.09352,-1.0936,0.00010173,1.10096,-1.10104,0.000101842,-0.743491,0.743362,-1.11176e-05,-0.00149676,0.00149938,1.62557e-06
0.0665837,-0.0665758,1.8481e-05,1.05046,-1.05054,9.9725e-05,1.05871,-1.05879,0.000100035,-0.824915,0.82484,-3.0963e-05,-0.00166075,0.0016638,1.72586e-06
0.0711696,-0.0711623,1.90046e-05,1.00369,-1.00377,9.67148e-05,1.0127,-1.01278,9.72247e-05,-0.901261,0.901184,-5.09876e-05,-0.00181451,0.00181787,1.81407e-06
0.0754713,-0.0754645,1.94972e-05,0.953493,-0.953577,9.28036e-05,0.963215,-0.963298,9.34999e-05,-0.972125,0.972134,-6.963e-05,-0.00195724,0.00196105,1.89556e-06
0.0794761,-0.0794699,1.99542e-05,0.900185,-0.900266,8.79646e-05,0.910556,-0.910638,8.88469e-05,-1.0371,1.03712,-8.82258e-05,-0.0020881,0.0020922,1.96413e-06
0.0831735,-0.0831677,2.03715e-05,0.84408,-0.844158,8.23039e-05,0.855038,-0.855117,8.33573e-05,-1.09581,1.09587,-0.000105337,-0.00220637,0.00221078,2.02471e-06
0.0865545,-0.0865491,2.07459e-05,0.785511,-0.785584,7.59047e-05,0.796991,-0.797065,7.71131e-05,-1.14802,1.14811,-0.000120842,-0.00231153,0.00231621,2.07725e-06
0.0896119,-0.0896069,2.10737e-05,0.724821,-0.724889,6.87787e-05,0.736756,-0.736824,7.01357e-05,-1.19346,1.19356,-0.000135691,-0.00240307,0.00240795,2.11744e-06
0.0923407,-0.092336,2.13531e-05,0.662367,-0.662427,6.10853e-05,0.674686,-0.674747,6.25666e-05,-1.23189,1.23202,-0.000148132,-0.00248048,0.00248558,2.1517e-06
0.0947375,-0.0947331,2.15822e-05,0.598501,-0.598554,5.2921e-05,0.611134,-0.611188,5.4506e-05,-1.26327,1.26341,-0.000158496,-0.00254371,0.00254896,2.17868e-06
0.0968009,-0.0967967,2.17599e-05,0.533589,-0.533634,4.43768e-05,0.546463,-0.54651,4.60465e-05,-1.28743,1.28758,-0.000166968,-0.0025924,0.00259777,2.19729e-06
0.098531,-0.098527,2.18859e-05,0.467989,-0.468025,3.55807e-05,0.481033,-0.481071,3.73115e-05,-1.3044,1.30457,-0.00017308,-0.00262661,0.00263207,2.20944e-06
0.09993,-0.0999261,2.19597e-05,0.402064,-0.402093,2.65487e-05,0.415206,-0.415236,2.83312e-05,-1.31413,1.31429,-0.00017825,-0.00264625,0.00265174,2.20945e-06
0.101001,-0.100998,2.19836e-05,0.336162,-0.336182,1.75717e-05,0.34933,-0.349352,1.93627e-05,-1.31684,1.317,-0.000179097,-0.00265173,0.00265723,2.21114e-06
0.101751,-0.101747,2.19573e-05,0.270631,-0.270644,8.54446e-06,0.283756,-0.283771,1.03452e-05,-1.31254,1.31269,-0.000180076,-0.00264311,0.00264858,2.19699e-06
0.102185,-0.102181,2.1883e-05,0.205805,-0.205811,-3.80058e-07,0.218819,-0.218827,1.40967e-06,-1.30147,1.30161,-0.000178973,-0.00262086,0.00262624,2.17622e-06
0.102311,-0.102307,2.17657e-05,0.142005,-0.142005,-8.85214e-06,0.154844,-0.154845,-7.12827e-06,-1.28386,1.284,-0.000172387,-0.00258543,0.00259076,2.16286e-06
0.10214,-0.102136,2.16053e-05,0.0795404,-0.0795347,-1.71386e-05,0.0921402,-0.0921357,-1.54604e-05,-1.25998,1.26009,-0.000167815,-0.00253738,0.00254255,2.12784e-06
0.101682,-0.101678,2.1408e-05,0.0187024,-0.0186909,-2.48113e-05,0.0310036,-0.0309932,-2.3232e-05,-1.23012,1.23023,-0.000157922,-0.00247727,0.00248234,2.10074e-06
0.100949,-0.100945,2.11749e-05,-0.0402364,0.0402517,-3.2102e-05,-0.02829,0.0283044,-3.06059e-05,-1.19465,1.19473,-0.000149613,-0.00240587,0.00241074,2.05514e-06
0.0999542,-0.0999502,2.09114e-05,-0.0970211,0.09704,-3.87601e-05,-0.0854819,0.0855001,-3.73771e-05,-1.15392,1.15399,-0.000138308,-0.00232388,0.00232856,2.00983e-06
0.0987112,-0.098707,2.0619e-05,-0.151415,0.151436,-4.50034e-05,-0.140332,0.140352,-4.37124e-05,-1.1083,1.10834,-0.000129103,-0.00223204,0.00223648,1.94551e-06
0.0972347,-0.0972304,2.03047e-05,-0.203213,0.203235,-5.04298e-05,-0.19263,0.192651,-4.92801e-05,-1.05831,1.05835,-0.000114968,-0.00213141,0.00213563,1.89111e-06
0.0955402,-0.0955359,1.99694e-05,-0.252213,0.252235,-5.53979e-05,-0.242171,0.242192,-5.4355e-05,-1.00421,1.00421,-0.000104291,-0.00202248,0.00202642,1.81401e-06
0.0936439,-0.0936394,1.96197e-05,-0.298251,0.298272,-5.9558e-05,-0.288786,0.288806,-5.86597e-05,-0.946554,0.946546,-8.98233e-05,-0.0019064,0.00191009,1.74407e-06
0.0915622,-0.0915576,1.92594e-05,-0.341181,0.341201,-6.29466e-05,-0.332324,0.332344,-6.21996e-05,-0.885793,0.885777,-7.47008e-05,-0.00178406,0.00178749,1.66995e-06
0.0893122,-0.0893075,1.88904e-05,-0.380876,0.380893,-6.57632e-05,-0.372653,0.372671,-6.51418e-05,-0.822292,0.822263,-6.21357e-05,-0.0016562,0.00165936,1.57965e-06
0.0869111,-0.0869064,1.85145e-05,-0.417236,0.41725,-6.81454e-05,-0.40967,0.409684,-6.76228e-05,-0.756603,0.756534,-5.22596e-05,-0.00152393,0.00152675,1.47379e-06
0.0843765,-0.0843717,1.81381e-05,-0.450176,0.450186,-6.9744e-05,-0.443286,0.443297,-6.93603e-05,-0.689034,0.688968,-3.83702e-05,-0.00138788,0.00139043,1.37963e-06
0.0817259,-0.0817212,1.77618e-05,-0.479647,0.479653,-7.08685e-05,-0.473445,0.473452,-7.05931e-05,-0.620216,0.620129,-2.75396e-05,-0.00124931,0.00125155,1.27063e-06
0.0789771,-0.0789724,1.73893e-05,-0.505606,0.505607,-7.13883e-05,-0.500102,0.500103,-7.123e-05,-0.550404,0.550313,-1.58339e-05,-0.00110873,0.00111069,1.16281e-06
0.0761476,-0.0761429,1.70214e-05,-0.528036,0.528032,-7.15065e-05,-0.523235,0.523232,-7.14398e-05,-0.480071,0.479976,-6.67102e-06,-0.0009671,0.000968777,1.04374e-06
0.0732547,-0.07325,1.66604e-05,-0.546947,0.546937,-7.11942e-05,-0.54285,0.542841,-7.12153e-05,-0.409699,0.409601,2.11603e-06,-0.00082539,0.000826783,9.22999e-07
0.0703154,-0.0703109,1.63061e-05,-0.562363,0.562347,-7.06505e-05,-0.558966,0.558951,-7.07307e-05,-0.339664,0.339544,8.02057e-06,-0.000684358,0.000685431,7.91508e-07
0.0673467,-0.0673422,1.59629e-05,-0.574328,0.574308,-6.95853e-05,-0.571625,0.571605,-6.9756e-05,-0.270327,0.270229,1.70672e-05,-0.000544727,0.000545576,6.73921e-07
0.0643646,-0.0643603,1.56286e-05,-0.582909,0.582883,-6.8384e-05,-0.580887,0.580862,-6.86013e-05,-0.202129,0.202025,2.17348e-05,-0.00040739,0.000407957,5.41491e-07
0.061385,-0.0613809,1.53044e-05,-0.588177,0.588146,-6.69943e-05,-0.586824,0.586794,-6.72522e-05,-0.135283,0.135172,2.5787e-05,-0.000272773,0.000273064,4.09469e-07
0.0584232,-0.0584191,1.49909e-05,-0.590232,0.590197,-6.54166e-05,-0.58953,0.589496,-6.57131e-05,-0.0702215,0.0701322,2.96458e-05,-0.000141747,0.000141829,2.80568e-07
0.0554933,-0.0554895,1.46872e-05,-0.589196,0.589156,-6.37889e-05,-0.589122,0.589083,-6.41042e-05,-0.00738451,0.00729884,3.15306e-05,-1.51992e-05,1.50427e-05,1.48699e-07
0.0526096,-0.0526059,1.43939e-05,-0.585171,0.585129,-6.20563e-05,-0.585705,0.585663,-6.2392e-05,0.0533212,-0.0533932,3.35715e-05,0.000107057,-0.000107422,2.20825e-08
0.0497845,-0.049781,1.41096e-05,-0.578332,0.578286,-6.03766e-05,-0.579441,0.579396,-6.07114e-05,0.110991,-0.111058,3.34747e-05,0.000223204,-0.000223786,-1.06345e-07
0.0470303,-0.0470271,1.38342e-05,-0.568809,0.56876,-5.87003e-05,-0.570468,0.57042,-5.90344e-05,0.165886,-0.165944,3.34096e-05,0.000333764,-0.000334539,-2.28581e-07
0.044358,-0.044355,1.35669e-05,-0.556785,0.556734,-5.70825e-05,-0.558959,0.558909,-5.74084e-05,0.21742,-0.217464,3.25845e-05,0.000437558,-0.000438504,-3.4643e-07
0.0417783,-0.0417755,1.3307e-05,-0.542392,0.54234,-5.55489e-05,-0.545053,0.545001,-5.58607e-05,0.266081,-0.266112,3.11751e-05,0.000535563,-0.000536673,-4.6027e-07
0.0393001,-0.0392975,1.3054e-05,-0.525847,0.525795,-5.40736e-05,-0.528955,0.528904,-5.43731e-05,0.310869,-0.31087,2.99442e-05,0.000625774,-0.000626996,-5.64869e-07
0.0369315,-0.0369292,1.28068e-05,-0.507345,0.507294,-5.27064e-05,-0.510862,0.510811,-5.29872e-05,0.351746,-0.351738,2.80771e-05,0.000708111,-0.000709474,-6.63349e-07
0.03468,-0.0346779,1.25636e-05,-0.48706,0.48701,-5.1547e-05,-0.49095,0.4909,-5.17934e-05,0.389017,-0.389007,2.46349e-05,0.000783183,-0.000784688,-7.60105e-07
0.0325516,-0.0325496,1.23252e-05,-0.465205,0.465157,-5.0445e-05,-0.469428,0.469379,-5.06729e-05,0.422227,-0.422199,2.27911e-05,0.000850081,-0.000851676,-8.41566e-07
0.0305516,-0.0305498,1.20897e-05,-0.441966,0.44192,-4.95118e-05,-0.446483,0.446436,-4.97107e-05,0.451627,-0.451587,1.98901e-05,0.000909306,-0.00091099,-9.18742e-07
0.0286841,-0.0286825,1.18569e-05,-0.417547,0.417504,-4.86981e-05,-0.422317,0.422273,-4.88717e-05,0.47702,-0.476972,1.73545e-05,0.000960462,-0.000962228,-9.85608e-07
0.0269523,-0.0269508,1.16261e-05,-0.392155,0.392115,-4.79982e-05,-0.397139,0.397098,-4.81483e-05,0.498306,-0.498247,1.50069e-05,0.00100335,-0.00100517,-1.04261e-06
0.0253582,-0.0253568,1.13968e-05,-0.365984,0.365948,-4.74173e-05,-0.371141,0.371103,-4.75437e-05,0.515661,-0.515593,1.26457e-05,0.00103832,-0.00104019,-1.09093e-06
0.0239031,-0.0239018,1.11685e-05,-0.339238,0.339206,-4.69483e-05,-0.344528,0.344494,-4.70521e-05,0.528959,-0.528887,1.03731e-05,0.00106512,-0.00106703,-1.12989e-06
0.0225871,-0.0225859,1.09411e-05,-0.312113,0.312085,-4.65413e-05,-0.317496,0.317467,-4.66296e-05,0.538317,-0.538231,8.82407e-06,0.00108398,-0.00108591,-1.15721e-06
0.0214097,-0.0214085,1.0714e-05,-0.28478,0.284756,-4.62312e-05,-0.290221,0.290196,-4.63013e-05,0.544082,-0.543999,7.0125e-06,0.00109561,-0.00109756,-1.17757e-06
0.0203693,-0.0203682,1.04874e-05,-0.257425,0.257406,-4.59646e-05,-0.262887,0.262867,-4.60232e-05,0.546162,-0.546066,5.85848e-06,0.00109982,-0.00110175,-1.18713e-06
0.0194635,-0.0194624,1.02608e-05,-0.230242,0.230227,-4.57659e-05,-0.235686,0.23567,-4.58116e-05,0.544439,-0.54435,4.56977e-06,0.00109637,-0.00109831,-1.18875e-06
0.0186897,-0.0186886,1.00344e-05,-0.203343,0.203332,-4.56e-05,-0.208743,0.208731,-4.56372e-05,0.539974,-0.53989,3.72455e-06,0.00108739,-0.00108932,-1.18249e-06
0.0180438,-0.0180426,9.80867e-06,-0.17693,0.176924,-4.54123e-05,-0.182248,0.182242,-4.545e-05,0.531883,-0.531782,3.77092e-06,0.00107112,-0.00107298,-1.16462e-06
0.0175213,-0.0175201,9.58311e-06,-0.151144,0.151143,-4.52609e-05,-0.156351,0.156349,-4.52938e-05,0.520713,-0.520624,3.28641e-06,0.00104864,-0.00105049,-1.14198e-06
0.0171176,-0.0171164,9.35805e-06,-0.126091,0.126094,-4.51108e-05,-0.131163,0.131164,-4.51421e-05,0.507124,-0.507048,3.12335e-06,0.00102128,-0.00102311,-1.11266e-06
0.0168271,-0.0168258,9.13402e-06,-0.101911,0.101918,-4.49171e-05,-0.106819,0.106826,-4.49539e-05,0.490881,-0.490795,3.68244e-06,0.00098859,-0.000990327,-1.07457e-06
0.0166438,-0.0166424,8.9109e-06,-0.0787194,0.0787298,-4.47177e-05,-0.0834413,0.083451,-4.47571e-05,0.472188,-0.472116,3.93519e-06,0.00095096,-0.000952654,-1.03222e-06
0.0165615,-0.01656,8.68897e-06,-0.0566081,0.0566208,-4.44969e-05,-0.061123,0.0611352,-4.45401e-05,0.451488,-0.451432,4.313e-06,0.000909284,-0.000910933,-9.8489e-07
0.0165734,-0.0165718,8.46879e-06,-0.0356696,0.0356854,-4.42198e-05,-0.0399585,0.0399736,-4.42719e-05,0.428883,-0.428824,5.21223e-06,0.000863773,-0.000865327,-9.3124e-07
0.0166726,-0.0166709,8.25038e-06,-0.0159817,0.0159993,-4.39145e-05,-0.0200279,0.020045,-4.39733e-05,0.404616,-0.404573,5.88163e-06,0.000814914,-0.000816406,-8.74788e-07
0.0168519,-0.0168501,8.03429e-06,0.00239227,-0.00237179,-4.35429e-05,-0.00139732,0.00141727,-4.3613e-05,0.378959,-0.378905,7.0072e-06,0.000763255,-0.000764625,-8.13419e-07
0.017104,-0.0171021,7.82052e-06,0.019396,-0.0193742,-4.31402e-05,0.0158751,-0.0158536,-4.32181e-05,0.352095,-0.352059,7.78528e-06,0.000709164,-0.000710466,-7.50733e-07
0.0174213,-0.0174193,7.60941e-06,0.0349824,-0.03496,-4.26964e-05,0.0317403,-0.0317181,-4.27823e-05,0.324206,-0.324187,8.59678e-06,0.000653006,-0.000654237,-6.85632e-07
0.0177964,-0.0177942,7.40128e-06,0.0491272,-0.0491038,-4.22011e-05,0.0461705,-0.0461473,-4.22967e-05,0.295666,-0.295646,9.55865e-06,0.000595538,-0.000596655,-6.18471e-07
0.0182218,-0.0182195,7.19624e-06,0.0618147,-0.0617912,-4.16694e-05,0.0591476,-0.0591242,-4.1773e-05,0.266708,-0.2667,1.03597e-05,0.000537226,-0.000538255,-5.5101e-07
0.0186899,-0.0186875,6.99454e-06,0.0730203,-0.0729968,-4.10968e-05,0.0706475,-0.070624,-4.12085e-05,0.23728,-0.237276,1.1173e-05,0.000477969,-0.00047889,-4.82456e-07
0.0191933,-0.0191909,6.79624e-06,0.0827488,-0.0827268,-4.0503e-05,0.0806711,-0.0806488,-4.06202e-05,0.207774,-0.207793,1.17172e-05,0.00041855,-0.000419404,-4.14791e-07
0.0197249,-0.0197224,6.60163e-06,0.0910111,-0.0909893,-3.98648e-05,0.0892271,-0.0892053,-3.99898e-05,0.178392,-0.178402,1.24983e-05,0.000359382,-0.000360104,-3.46456e-07
0.0202774,-0.0202748,6.41067e-06,0.0978237,-0.0978033,-3.92104e-05,0.0963309,-0.0963103,-3.93401e-05,0.149279,-0.1493,1.29621e-05,0.000300756,-0.000301386,-2.79975e-07
0.020844,-0.0208413,6.22342e-06,0.103215,-0.103196,-3.85417e-05,0.102008,-0.10199,-3.86748e-05,0.120638,-0.120672,1.33022e-05,0.000243077,-0.000243623,-2.15037e-07
0.021418,-0.0214152,6.04005e-06,0.10721,-0.107193,-3.78464e-05,0.106285,-0.106267,-3.79842e-05,0.0924978,-0.0925222,1.37762e-05,0.000186408,-0.000186823,-1.50678e-07
0.021993,-0.0219903,5.86045e-06,0.109864,-0.109849,-3.71456e-05,0.109211,-0.109196,-3.72856e-05,0.0652672,-0.0652989,1.3994e-05,0.000131568,-0.000131892,-8.93524e-08
0.0225631,-0.0225603,5.68459e-06,0.111218,-0.111204,-3.64479e-05,0.110829,-0.110815,-3.65881e-05,0.0388766,-0.03892,1.40177e-05,7.84192e-05,-7.86651e-05,-3.06718e-08
